PsaStationNumber,PsaStationName,PnaStation,PssStation,LogicalDisplayReference,RegionOfInterest,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,AssetLabel,DistrictNumberRef,
342,RINDGE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5240,32,
532,NEWBURY,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5557,32,
533,PHARMACY,Yes,Yes,NULL,Inside,Yes,NULL,Yes,8509,32,
534,THOUSAND_OAKS,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5569,32,
535,LATIGO,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5272,32,
536,RECLAIM,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5363,32,
539,POTRERO,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5597,32,
540,MOORPARK_TAP,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,32,
541,MOORPARK,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5056,32,
542,ZUMA,No,Yes,NULL,Inside,Yes,NULL,Yes,5249,32,
543,ROYAL,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5580,32,
544,OAK_PARK,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5525,32,
545,MALIBU,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5519,32,
546,TAPIA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5277,32,
547,CRATER,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5239,32,
548,VALDEZ,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5236,32,
