PsaStationNumber,PsaStationName,PnaStation,PssStation,LogicalDisplayReference,RegionOfInterest,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,AssetLabel,DistrictNumberRef,
384,MILLIKEN,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5663,30,
389,DATABANK,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5694,30,
392,CHASE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5679,30,
393,ARCHIBALD,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5659,30,
395,JEFFERSON,Yes,Yes,NULL,Inside,Yes,NULL,Yes,8275,30,
396,CORONA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,8279,30,
405,PEDLEY,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5626,30,
414,METALCAN,Yes,Yes,NULL,Inside,Yes,NULL,Yes,8299,30,
423,BAIN,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5656,30,
481,MIRA_LOMA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5069,30,
482,SERRANO,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5080,30,
730,RANCHO_VISTA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5047,30,
816,CLEARGEN,Yes,Yes,NULL,Inside,Yes,NULL,Yes,8269,30,
1009,PEREZ,No,No,NULL,Inside,Yes,NULL,Yes,8263,30,
1011,MIRALOMA_TAP,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,30,
