PsaStationNumber,PsaStationName,PnaStation,PssStation,LogicalDisplayReference,RegionOfInterest,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,AssetLabel,DistrictNumberRef,
127,LENNOX,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5213,14,
130,SPACE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5267,14,
131,SEPULVEDA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5207,14,
132,ROSECRANS,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5228,14,
134,POLARIS,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5202,14,
135,HUGHESAIR,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5248,14,
136,GALAXY,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5274,14,
137,FELTON,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5244,14,
138,DOUGLAS,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5205,14,
140,EL_SEGUNDO,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5026,14,
141,WESBASIN,Yes,Yes,NULL,Inside,Yes,NULL,Yes,8820,14,
142,EL_NIDO_TAP,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,14,
143,EL_NIDO,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5023,14,
144,INGLEWOOD,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5211,14,
373,CYBER,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5137,14,
763,SERVER,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5156,14,
1002,MORNINGSIDE,No,Yes,NULL,Inside,Yes,NULL,Yes,5219,14,
1015,HOLLYWOOD_PARK,Yes,Yes,NULL,Inside,Yes,NULL,Yes,8836,14,
1084,MADRID,No,Yes,NULL,Inside,Yes,NULL,Yes,5215,14,
1164,LAWNDALE,No,No,NULL,Inside,Yes,NULL,Yes,5238,14,
1393,MONETA,No,Yes,NULL,Inside,Yes,NULL,Yes,5218,14,
1394,OCEAN_PARK,No,Yes,NULL,Inside,Yes,NULL,Yes,5221,14,
1395,OLYMPIC,No,Yes,NULL,Inside,Yes,NULL,Yes,5222,14,
