PointNumber,PointName,LogicalDisplayReference,PropagateInitialValue,SetNonUpdate,ManualOverride,ManualEntry,Events,AnalogDemandScan,StateCalculator,AssetID,PICollection,PIValueTag,PIQualityStorage,PIQualityTag,ToggleReleaseThreshold,ToggleInhibitThreshold,eDNACollection,eDNAExtIdentifier,eDNAQualityStorage,eDNASecurityGroup,PI_Digital_Set_Number,DOMDeviceType,TimeBasedAlarmDelay,ProficyCollection,ProficyTagName,ProficyQualityStorage,TransientStateDelay,COBECollection,InterrogationResponse,URLtype,URLDescription,URL,InitialValue,LogRoutAssnRefName,StationName,GroupName,MapboardFunctionGroup,StateFeatGroupAssnStateNumber,AbnormalSetting,TriggerRefName,DataDivisionRefName,VoltageBase,AORRefName,MenuRefNumber,AltDataSourcePriority,AltDataSourceIdentifier,UtilizationIdentifier,AltDataSourceInitiation,AltDataSourceRestoration,ControlProgramRefName,ControlStateGroupSet,PointPosition,StartControlState,LayoutType,LayoutNumber,StateControlAssnStateNumber,JogPoint,Command,PulseDuration,OperateTime,DesiredEndState,Priority,RetryLimit,TripCloseControlCode,AllowedControlState,CntlValidationProgRefName,ValidationVersionNum,IndicationStateGroupSet,IndicationPointPosition,IndicationBitPosition,IndicationLayoutType,IndicationLayoutNumber,ScanBlockRefName,SetEntryNumber,AssocDevicePointNumber,AnalogPointNumber,WarningRequired,WarningAckRequired,WarningMessage,CollectToHistoricalSchedRef,ActionDescriptionSetRef,CircuitLabelName,SubstationName,DeviceTypeName,LongName,AltLongName,Input_Group_Name,DOG_Reference,AlarmProfileReference,OPCTagName,EPDC_Signal_Reference,SlavePointPosition,SlaveBitPosition,SlaveLayoutType,SlaveLayoutNumber,SlaveControlPointPosition,SlaveStartControlState,SlaveControlLayoutType,SlaveControlLayoutNumber,
10,113,neenach,No,No,Yes,Yes,Yes,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,XA21 Quality,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CLOSE,All,NEENACH,NULL,NULL,1!2,Yes!No,Breaker Change,Calc,66KV,ALL-ANTELOPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 16!Class 16!Class 16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
11,114,neenach,No,No,Yes,Yes,Yes,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,XA21 Quality,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OPEN,All,NEENACH,NULL,NULL,1!2,No!Yes,NULL,Calc,NULL,ALL-ANTELOPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 16!Class 16!Class 16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
12,111,neenach,No,No,Yes,Yes,Yes,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,XA21 Quality,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CLOSE,All,NEENACH,NULL,NULL,1!2,Yes!No,Breaker Change,Calc,66KV,ALL-ANTELOPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 16!Class 16!Class 16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
247,P.S. DISC 144,antelope66ovw,No,No,No,Yes,Yes,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,XA21 Quality,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CLOSE,All,ANTLP-BAILEY POLE SW,NULL,NULL,1!2,Yes!No,Breaker Change,Calc,66KV,ALL-ANTELOPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 16!Class 16!Class 16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
248,P.S. DISC 145,antelope66ovw,No,No,No,Yes,Yes,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,XA21 Quality,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CLOSE,All,ANTLP-BAILEY POLE SW,NULL,NULL,1!2,Yes!No,Breaker Change,Calc,66KV,ALL-ANTELOPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 16!Class 16!Class 16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
863,BLEDSOE 12KV SEL-351S RLY FAIL,neenach,No,Yes,No,Yes,Yes,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,XA21 Quality,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL,All,NEENACH,NULL,NULL,1!2,No!Yes,NULL,VIN DAC Telem,12KV,ALL-VIN TRANS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,199,9,0,Dnp,2967,Dnp 4 sec status,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 2!Class 12!Class 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
864,ANTELEOPE 66KV LOW GAS,neenach,No,Yes,No,Yes,Yes,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,XA21 Quality,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL,All,NEENACH,NULL,NULL,1!2,Yes!No,NULL,VIN DAC Telem,66KV,ALL-VIN TRANS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,280,12,0,Dnp,2967,Dnp 4 sec status,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 2!Class 16!Class 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
865,BUS TIE 66KV GEN ALARM,neenach,No,Yes,No,Yes,Yes,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,XA21 Quality,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL,All,NEENACH,NULL,NULL,1!2,Yes!No,NULL,VIN DAC Telem,66KV,ALL-VIN TRANS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,280,13,0,Dnp,2967,Dnp 4 sec status,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 2!Class 16!Class 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
866,BUS TIE 66KV LOW GAS,neenach,No,Yes,No,Yes,Yes,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,XA21 Quality,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL,All,NEENACH,NULL,NULL,1!2,Yes!No,NULL,VIN DAC Telem,66KV,ALL-VIN TRANS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,280,25,0,Dnp,2967,Dnp 4 sec status,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 2!Class 16!Class 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
867,NO 1 BK F35 RELAY FAIL,neenach,No,Yes,No,Yes,Yes,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,XA21 Quality,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORMAL,All,NEENACH,NULL,NULL,1!2,Yes!No,NULL,VIN DAC Telem,NULL,ALL-VIN TRANS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,499,26,0,Dnp,2967,Dnp 4 sec status,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 2!Class 16!Class 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
