CID,LimitsSetNumber,StateFeatureGroupSet,RaiseLwrStateGroupSet,ControlStateGroupSet,IndicationStateGroupSet,StateControlSet,LPID,StationNumber,Visible_POR_GUI,AbbrStationName,StationName,AccessArea,AccessZone,AOR,DevXref.AssetID,DevXref.DeviceName,VendorTypeName,DeviceUsageType,ModelTypeName,Dev.DeviceName,Dev.StructureName,OMSStructureNumber,OMSLineDeviceNumber,LoadDropDevice,DeviceAttribute,DevXref.GroupName,DevXref.Description,DevXref.SerialNumber,DevXref.High_Node,DevXref.Low_Node,DevXref.RDF_ID,ComponentAlias,ComponentTypeName,Point.MRID,Comp.PhaseCode,Comp.Attachment,Comp.AssocDir,MeasurementType,ComponentStorageType,PointNumber,PointName,IsIndication,ManualEntry,InitialValue,SetNonUpdate,Unit,IsControl,IsRaiseLwr,EventsEnabled,AlarmProfileName:AlarmClass,AlarmProfileNumber:ClassNumber,HighReasonabilityLmt,LowReasonabilityLmt,END,I_StateNames,C_StateNames,RL_StateNames,NrmAbrnml_States,Limit_Name|Limit_Number|High_Limit_1|Low_Limit_1|High_Limit_2|Low_Limit_2|High_Limit_3|Low_Limit_3|High_Limit_4|Low_Limit_4,StateNumber:Command:OperateTime:DesiredEndState
ALESSARO.SWITCH.SERPENTINE 12K.POWQ,56444,-99,-99,-99,-99,-99,540262992,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.SERPENTINE 12KV CB_56403,SERPENTINE 12KV CB_56403,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_Q,POWER_Q,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,212005,SERPENTINE MVAR,YES,Yes,0,Yes,MVAR,NO,NO,Yes,Class 16:Class 16,8:8,18,-18,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|9|-9||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.SERPENTINE 12K.REC,-99,273149,-99,506,506,60448,271916880,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.SERPENTINE 12KV CB_56403,SERPENTINE 12KV CB_56403,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,REC,REC,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,217589,SERPENTINE REC,YES,Yes,AUTO,Yes,NOVALUE,YES,NO,Yes,Class 3:Class 3,10:10,NOVALUE,NOVALUE,END,SOLID;AUTO,SOLID;AUTO,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
ALESSARO.SWITCH.SERPENTINE 12K.SWPS,-99,273148,-99,516,254,60447,271916864,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.SERPENTINE 12KV CB_56403,SERPENTINE 12KV CB_56403,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,MIR DAC1 Telem,StatusPoint,217588,SERPENTINE CB,YES,Yes,CLOSED,Yes,NOVALUE,YES,NO,Yes,Class 1:Class 1,1:1,NOVALUE,NOVALUE,END,OPEN;CLOSED,OPEN;CLOSE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
ALESSARO.SWITCH.SERPENTINE 12K.TRGTA,-99,273153,-99,-99,370,-99,271916944,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.SERPENTINE 12KV CB_56403,SERPENTINE 12KV CB_56403,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT A,TRGT A,NULL,A,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,217593,SERPENTINE A TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.SERPENTINE 12K.TRGTB,-99,273154,-99,-99,370,-99,271916960,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.SERPENTINE 12KV CB_56403,SERPENTINE 12KV CB_56403,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT B,TRGT B,NULL,B,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,217594,SERPENTINE B TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.SERPENTINE 12K.TRGTC,-99,273155,-99,-99,370,-99,271916976,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.SERPENTINE 12KV CB_56403,SERPENTINE 12KV CB_56403,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT C,TRGT C,NULL,C,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,217595,SERPENTINE C TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.SERPENTINE 12K.TRGTG,-99,273156,-99,-99,370,-99,271916992,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.SERPENTINE 12KV CB_56403,SERPENTINE 12KV CB_56403,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT G,TRGT G,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,217596,SERPENTINE G TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.SNYDER 12KV CB.GRLY,-99,43531,-99,506,506,14235,269073184,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.SNYDER 12KV CB_62589,SNYDER 12KV CB_62589,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,GND RLY,GND RLY,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,39858,SNYDER GRD RLY,YES,Yes,AUTO,Yes,NOVALUE,YES,NO,Yes,Class 3:Class 3,10:10,NOVALUE,NOVALUE,END,SOLID;AUTO,SOLID;AUTO,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
ALESSARO.SWITCH.SNYDER 12KV CB.IA,77607,-99,-99,-99,-99,-99,540173264,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.SNYDER 12KV CB_62589,SNYDER 12KV CB_62589,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT A,CURRENT,NULL,A,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206397,SNYDER IA,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,1212,-1212,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|570|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.SNYDER 12KV CB.IB,77608,-99,-99,-99,-99,-99,540173280,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.SNYDER 12KV CB_62589,SNYDER 12KV CB_62589,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT B,CURRENT,NULL,B,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206398,SNYDER IB,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,1212,-1212,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|570|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.SNYDER 12KV CB.IC,77609,-99,-99,-99,-99,-99,540173296,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.SNYDER 12KV CB_62589,SNYDER 12KV CB_62589,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT C,CURRENT,NULL,C,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206399,SNYDER IC,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,1212,-1212,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|570|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.SNYDER 12KV CB.POWP,2040,-99,-99,-99,-99,-99,536912896,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.SNYDER 12KV CB_62589,SNYDER 12KV CB_62589,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_P,POWER_P,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,2624,SNYDER MW,YES,Yes,0,Yes,MW,NO,NO,Yes,Class 16:Class 16,8:8,18,-18,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|9|-9||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.SNYDER 12KV CB.POWQ,77611,-99,-99,-99,-99,-99,540173328,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.SNYDER 12KV CB_62589,SNYDER 12KV CB_62589,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_Q,POWER_Q,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206401,SNYDER MVAR,YES,Yes,0,Yes,MVAR,NO,NO,Yes,Class 16:Class 16,8:8,18,-18,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|9|-9||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.SNYDER 12KV CB.REC,-99,43529,-99,506,506,14233,269073152,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.SNYDER 12KV CB_62589,SNYDER 12KV CB_62589,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,REC,REC,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,39856,SNYDER REC,YES,Yes,AUTO,Yes,NOVALUE,YES,NO,Yes,Class 3:Class 3,10:10,NOVALUE,NOVALUE,END,SOLID;AUTO,SOLID;AUTO,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
ALESSARO.SWITCH.SNYDER 12KV CB.SWPS,-99,43528,-99,516,254,14232,269073136,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.SNYDER 12KV CB_62589,SNYDER 12KV CB_62589,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,MIR DAC1 Telem,StatusPoint,39855,SNYDER CB,YES,Yes,CLOSED,Yes,NOVALUE,YES,NO,Yes,Class 1:Class 1,1:1,NOVALUE,NOVALUE,END,OPEN;CLOSED,OPEN;CLOSE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
ALESSARO.SWITCH.SNYDER 12KV CB.TRGTA,-99,43532,-99,-99,370,-99,269073200,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.SNYDER 12KV CB_62589,SNYDER 12KV CB_62589,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT A,TRGT A,NULL,A,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,39859,SNYDER A TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.SNYDER 12KV CB.TRGTB,-99,43533,-99,-99,370,-99,269073216,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.SNYDER 12KV CB_62589,SNYDER 12KV CB_62589,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT B,TRGT B,NULL,B,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,39860,SNYDER B TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.SNYDER 12KV CB.TRGTC,-99,43534,-99,-99,370,-99,269073232,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.SNYDER 12KV CB_62589,SNYDER 12KV CB_62589,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT C,TRGT C,NULL,C,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,39861,SNYDER C TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.SNYDER 12KV CB.TRGTG,-99,43535,-99,-99,370,-99,269073248,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.SNYDER 12KV CB_62589,SNYDER 12KV CB_62589,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT G,TRGT G,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,39862,SNYDER G TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.TRINITY 12KV C.GRLY,-99,43447,-99,506,506,14193,269071840,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.TRINITY 12KV CB_62525,TRINITY 12KV CB_62525,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,GND RLY,GND RLY,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,39774,TRINITY GRD RLY,YES,Yes,AUTO,Yes,NOVALUE,YES,NO,Yes,Class 3:Class 3,10:10,NOVALUE,NOVALUE,END,SOLID;AUTO,SOLID;AUTO,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
ALESSARO.SWITCH.TRINITY 12KV C.IA,77556,-99,-99,-99,-99,-99,540172448,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.TRINITY 12KV CB_62525,TRINITY 12KV CB_62525,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT A,CURRENT,NULL,A,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206346,TRINITY IA,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,1212,-1212,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|600|0||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.TRINITY 12KV C.IB,77557,-99,-99,-99,-99,-99,540172464,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.TRINITY 12KV CB_62525,TRINITY 12KV CB_62525,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT B,CURRENT,NULL,B,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206347,TRINITY IB,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,1212,-1212,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|600|0||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.TRINITY 12KV C.IC,77558,-99,-99,-99,-99,-99,540172480,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.TRINITY 12KV CB_62525,TRINITY 12KV CB_62525,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT C,CURRENT,NULL,C,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206348,TRINITY IC,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,1212,-1212,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|600|0||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.TRINITY 12KV C.POWP,2031,-99,-99,-99,-99,-99,536912752,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.TRINITY 12KV CB_62525,TRINITY 12KV CB_62525,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_P,POWER_P,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,2615,TRINITY MW,YES,Yes,0,Yes,MW,NO,NO,Yes,Class 16:Class 16,8:8,18,-18,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|9|-9||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.TRINITY 12KV C.POWQ,77560,-99,-99,-99,-99,-99,540172512,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.TRINITY 12KV CB_62525,TRINITY 12KV CB_62525,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_Q,POWER_Q,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206350,TRINITY MVAR,YES,Yes,0,Yes,MVAR,NO,NO,Yes,Class 16:Class 16,8:8,18.1800003,-18.1800003,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|9|-9||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.TRINITY 12KV C.REC,-99,43445,-99,506,506,14191,269071808,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.TRINITY 12KV CB_62525,TRINITY 12KV CB_62525,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,REC,REC,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,39772,TRINITY REC,YES,Yes,AUTO,Yes,NOVALUE,YES,NO,Yes,Class 3:Class 3,10:10,NOVALUE,NOVALUE,END,SOLID;AUTO,SOLID;AUTO,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
ALESSARO.SWITCH.TRINITY 12KV C.SWPS,-99,43444,-99,516,254,14190,269071792,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.TRINITY 12KV CB_62525,TRINITY 12KV CB_62525,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,MIR DAC1 Telem,StatusPoint,39771,TRINITY CB,YES,Yes,CLOSED,Yes,NOVALUE,YES,NO,Yes,Class 1:Class 1,1:1,NOVALUE,NOVALUE,END,OPEN;CLOSED,OPEN;CLOSE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
ALESSARO.SWITCH.TRINITY 12KV C.TRGTA,-99,43448,-99,-99,370,-99,269071856,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.TRINITY 12KV CB_62525,TRINITY 12KV CB_62525,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT A,TRGT A,NULL,A,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,39775,TRINITY A TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.TRINITY 12KV C.TRGTB,-99,43449,-99,-99,370,-99,269071872,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.TRINITY 12KV CB_62525,TRINITY 12KV CB_62525,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT B,TRGT B,NULL,B,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,39776,TRINITY B TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.TRINITY 12KV C.TRGTC,-99,43450,-99,-99,370,-99,269071888,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.TRINITY 12KV CB_62525,TRINITY 12KV CB_62525,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT C,TRGT C,NULL,C,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,39777,TRINITY C TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.TRINITY 12KV C.TRGTG,-99,43451,-99,-99,370,-99,269071904,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.TRINITY 12KV CB_62525,TRINITY 12KV CB_62525,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT G,TRGT G,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,39778,TRINITY G TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ARBORS.BUS.ARBORS 66_1011.Volt,74312,-99,-99,-99,-99,-99,540120416,NULL,1,ARBORS,ARBORS,NULL,NULL,NULL,DMS.ARBORS 66_1011_001_170_1,ARBORS 66_1011_001_170_1,BUS,EMS,BUS,NULL,NULL,NULL,NULL,NULL,NULL,DMS,NULL,NULL,NULL,NULL,NULL,VOLT,VOLT,NULL,ABC,LOW_SIDE,NULL,ALH DAC Telem,AnalogPoint,203094,ET-FO-RED A-B VOLTS,YES,Yes,0,Yes,KV,NO,NO,Yes,Class 2:Class 2,9:9,205,-205,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|69|65.800003||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
