CID,LimitsSetNumber,StateFeatureGroupSet,RaiseLwrStateGroupSet,ControlStateGroupSet,IndicationStateGroupSet,StateControlSet,LPID,StationNumber,Visible_POR_GUI,AbbrStationName,StationName,AccessArea,AccessZone,AOR,DevXref.AssetID,DevXref.DeviceName,VendorTypeName,DeviceUsageType,ModelTypeName,Dev.DeviceName,Dev.StructureName,OMSStructureNumber,OMSLineDeviceNumber,LoadDropDevice,DeviceAttribute,DevXref.GroupName,DevXref.Description,DevXref.SerialNumber,DevXref.High_Node,DevXref.Low_Node,DevXref.RDF_ID,ComponentAlias,ComponentTypeName,Point.MRID,Comp.PhaseCode,Comp.Attachment,Comp.AssocDir,MeasurementType,ComponentStorageType,PointNumber,PointName,IsIndication,ManualEntry,InitialValue,SetNonUpdate,Unit,IsControl,IsRaiseLwr,EventsEnabled,AlarmProfileName:AlarmClass,AlarmProfileNumber:ClassNumber,HighReasonabilityLmt,LowReasonabilityLmt,END,I_StateNames,C_StateNames,RL_StateNames,NrmAbrnml_States,Limit_Name|Limit_Number|High_Limit_1|Low_Limit_1|High_Limit_2|Low_Limit_2|High_Limit_3|Low_Limit_3|High_Limit_4|Low_Limit_4,StateNumber:Command:OperateTime:DesiredEndState
ALESSARO.BUS.ALESSANDRO 115.Volt,77617,-99,-99,-99,-99,-99,540173424,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.ALESSANDRO 115_544_999_89_0,ALESSANDRO 115_544_999_89_0,BUS,EMS,BUS,NULL,NULL,NULL,NULL,NULL,NULL,DMS,NULL,NULL,NULL,NULL,NULL,VOLT,VOLT,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206407,NO.3 CAPS KV,YES,Yes,0,Yes,KV,NO,NO,Yes,Class 2:Class 2,9:9,127.7649994,-127.7649994,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|119|112||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.BUS.ALESSANDRO 12_.Volt,77488,-99,-99,-99,-99,-99,540171360,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.ALESSANDRO 12_3275_064_206_1,ALESSANDRO 12_3275_064_206_1,BUS,EMS,BUS,NULL,NULL,NULL,NULL,NULL,NULL,DMS,NULL,NULL,NULL,NULL,NULL,VOLT,VOLT,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206278,NO.5 BK KV BC,YES,Yes,0,Yes,KV,NO,NO,Yes,Class 2:Class 2,9:9,14.5439997,-14.5439997,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|12.6|6.6||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.BUS.ALESSANDRO 12_.Volt,77502,-99,-99,-99,-99,-99,540171584,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.ALESSANDRO 12_3275_058_205_0,ALESSANDRO 12_3275_058_205_0,BUS,EMS,BUS,NULL,NULL,NULL,NULL,NULL,NULL,DMS,NULL,NULL,NULL,NULL,NULL,VOLT,VOLT,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206292,NO.4 BK KV BC,YES,Yes,0,Yes,KV,NO,NO,Yes,Class 2:Class 2,9:9,14.5439997,-14.5439997,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|12.6|6.6||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.BUS.ALESSANDRO 12_.Volt,77619,-99,-99,-99,-99,-99,540173456,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.ALESSANDRO 12_3275_999_207_2,ALESSANDRO 12_3275_999_207_2,BUS,EMS,BUS,NULL,NULL,NULL,NULL,NULL,NULL,DMS,NULL,NULL,NULL,NULL,NULL,VOLT,VOLT,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206409,NO.2 CAPS KV,YES,Yes,0,Yes,KV,NO,NO,Yes,Class 2:Class 2,9:9,14.5439997,-14.5439997,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|14|11.8||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.BUS.ALESSANDRO 12_.Volt,77620,-99,-99,-99,-99,-99,540173472,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.ALESSANDRO 12_3275_498_208_3,ALESSANDRO 12_3275_498_208_3,BUS,EMS,BUS,NULL,NULL,NULL,NULL,NULL,NULL,DMS,NULL,NULL,NULL,NULL,NULL,VOLT,VOLT,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206410,NO.4 CAPS KV,YES,Yes,0,Yes,KV,NO,NO,Yes,Class 2:Class 2,9:9,14.5439997,-14.5439997,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|14|11.8||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.BUS.ALESSANDRO 33_.Volt,77464,-99,-99,-99,-99,-99,540170976,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.ALESSANDRO 33_3277_055_209_0,ALESSANDRO 33_3277_055_209_0,BUS,EMS,BUS,NULL,NULL,NULL,NULL,NULL,NULL,DMS,NULL,NULL,NULL,NULL,NULL,VOLT,VOLT,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206254,NO.1 BK KV BC,YES,Yes,0,Yes,KV,NO,NO,Yes,Class 2:Class 2,9:9,39.9959984,-39.9959984,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|36.2999992|18.1499996||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.BUS.ALESSANDRO 33_.Volt,77476,-99,-99,-99,-99,-99,540171168,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.ALESSANDRO 33_3277_058_210_1,ALESSANDRO 33_3277_058_210_1,BUS,EMS,BUS,NULL,NULL,NULL,NULL,NULL,NULL,DMS,NULL,NULL,NULL,NULL,NULL,VOLT,VOLT,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206266,NO.2 BK KV BC,YES,Yes,0,Yes,KV,NO,NO,Yes,Class 2:Class 2,9:9,39.9959984,-39.9959984,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|36.2999992|18.1499996||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.BUS.ALESSANDRO 33_.Volt,77618,-99,-99,-99,-99,-99,540173440,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.ALESSANDRO 33_3277_999_211_2,ALESSANDRO 33_3277_999_211_2,BUS,EMS,BUS,NULL,NULL,NULL,NULL,NULL,NULL,DMS,NULL,NULL,NULL,NULL,NULL,VOLT,VOLT,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206408,NO.1 CAPS KV,YES,Yes,0,Yes,KV,NO,NO,Yes,Class 2:Class 2,9:9,39.9959984,-39.9959984,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|36|31||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SERIES.ALESSANDRO BK .IA,77480,-99,-99,-99,-99,-99,540171232,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.ALESSANDRO BK 5_1246,ALESSANDRO BK 5_1246,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT A,CURRENT,NULL,A,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206270,NO.5 BK IA,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,6060,-6060,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|2645|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SERIES.ALESSANDRO BK .IA,77494,-99,-99,-99,-99,-99,540171456,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.ALESSANDRO BK 4_1245,ALESSANDRO BK 4_1245,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT A,CURRENT,NULL,A,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206284,NO.4 BK IA,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,6060,-6060,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|2100|0||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SERIES.ALESSANDRO BK .IB,77481,-99,-99,-99,-99,-99,540171248,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.ALESSANDRO BK 5_1246,ALESSANDRO BK 5_1246,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT B,CURRENT,NULL,B,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206271,NO.5 BK IB,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,6060,-6060,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|2645|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SERIES.ALESSANDRO BK .IB,77495,-99,-99,-99,-99,-99,540171472,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.ALESSANDRO BK 4_1245,ALESSANDRO BK 4_1245,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT B,CURRENT,NULL,B,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206285,NO.4 BK IB,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,6060,-6060,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|2100|0||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SERIES.ALESSANDRO BK .IC,77482,-99,-99,-99,-99,-99,540171264,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.ALESSANDRO BK 5_1246,ALESSANDRO BK 5_1246,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT C,CURRENT,NULL,C,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206272,NO.5 BK IC,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,6060,-6060,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|2645|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SERIES.ALESSANDRO BK .IC,77496,-99,-99,-99,-99,-99,540171488,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.ALESSANDRO BK 4_1245,ALESSANDRO BK 4_1245,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT C,CURRENT,NULL,C,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206286,NO.4 BK IC,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,6060,-6060,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|2100|0||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SERIES.ALESSANDRO BK .POWP,77485,-99,-99,-99,-99,-99,540171312,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.ALESSANDRO BK 5_1246,ALESSANDRO BK 5_1246,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_P,POWER_P,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206275,NO.5 BK MW,YES,Yes,0,Yes,MW,NO,NO,Yes,Class 2:Class 2,9:9,90,-90,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|45|-45||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SERIES.ALESSANDRO BK .POWP,77499,-99,-99,-99,-99,-99,540171536,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.ALESSANDRO BK 4_1245,ALESSANDRO BK 4_1245,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_P,POWER_P,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206289,NO.4 BK MW,YES,Yes,0,Yes,MW,NO,NO,Yes,Class 2:Class 2,9:9,90,-90,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|45|-45||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SERIES.ALESSANDRO BK .POWQ,77486,-99,-99,-99,-99,-99,540171328,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.ALESSANDRO BK 5_1246,ALESSANDRO BK 5_1246,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_Q,POWER_Q,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206276,NO.5 BK MVAR,YES,Yes,0,Yes,MVAR,NO,NO,Yes,Class 2:Class 2,9:9,90,-90,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|45|-45||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SERIES.ALESSANDRO BK .POWQ,77500,-99,-99,-99,-99,-99,540171552,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.ALESSANDRO BK 4_1245,ALESSANDRO BK 4_1245,SERIES,EMS,SERIES,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_Q,POWER_Q,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206290,NO.4 BK MVAR,YES,Yes,0,Yes,MVAR,NO,NO,Yes,Class 2:Class 2,9:9,90,-90,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|45|-45||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SHUNT.ALESSANDRO CAP.IB,77517,-99,-99,-99,-99,-99,540171824,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,ALESSANDRO CAP 2_2557,ALESSANDRO CAP 2_2557,SHUNT,EMS,SHUNT,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT B,CURRENT,NULL,B,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206307,NO.2 CAPS IB,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,808,-808,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|400|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SHUNT.ALESSANDRO CAP.IB,77520,-99,-99,-99,-99,-99,540171872,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,ALESSANDRO CAP 4_2556,ALESSANDRO CAP 4_2556,SHUNT,EMS,SHUNT,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT B,CURRENT,NULL,B,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206310,NO.4 CAPS IB,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,808,-808,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|400|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SHUNT.ALESSANDRO CAP.IB,77523,-99,-99,-99,-99,-99,540171920,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,ALESSANDRO CAP 5_2558,ALESSANDRO CAP 5_2558,SHUNT,EMS,SHUNT,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT B,CURRENT,NULL,B,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,206313,NO.5 CAPS IB,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,808,-808,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|400|-10||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SHUNT.ALESSANDRO CAP.SWPS,-99,189740,-99,98,98,46711,272636272,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,ALESSANDRO CAP 1_2559,ALESSANDRO CAP 1_2559,SHUNT,EMS,SHUNT,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,LIG DAC3 Telem,StatusPoint,262551,NO.1 CAPS CB,YES,Yes,Closed,Yes,NOVALUE,YES,NO,Yes,Class 3:Class 3,10:10,NOVALUE,NOVALUE,END,Open;Closed,Open;Closed,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
ALESSARO.SWITCH.1 BANK 33KV CB.SWPS,-99,43253,-99,516,254,14094,269068544,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.NO.1 BANK 33KV CB_62629,1 BANK 33KV CB_62629,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,MIR DAC1 Telem,StatusPoint,39568,NO.1 BK LS CB,YES,Yes,CLOSED,Yes,NOVALUE,YES,NO,Yes,Class 1:Class 1,1:1,NOVALUE,NOVALUE,END,OPEN;CLOSED,OPEN;CLOSE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
ALESSARO.SWITCH.1 CB_33444.SWPS,-99,43382,-99,516,254,14159,269070800,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.CAPACITOR NO.1 CB_33444,1 CB_33444,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,MIR DAC1 Telem,StatusPoint,39709,NO.1 CAPS SW,YES,Yes,CLOSED,Yes,NOVALUE,YES,NO,Yes,Class 3:Class 3,10:10,NOVALUE,NOVALUE,END,OPEN;CLOSED,OPEN;CLOSE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
ALESSARO.SWITCH.1 DSC_62653.SWPS,-99,43593,-99,-99,516,-99,271929168,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.CAPACITOR NO.1 DSC_62653,1 DSC_62653,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,218357,33KV 110,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.1 FUSE_62654.SWPS,-99,43594,-99,-99,516,-99,271929184,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.CAPACITOR NO.1 FUSE_62654,1 FUSE_62654,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,218358,33KV 115,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.1011_62513.SWPS,-99,200702,-99,-99,516,-99,268623536,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.1011_62513,1011_62513,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,11755,FANTASTICO NOB DISC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.1011_62613.SWPS,-99,43604,-99,-99,516,-99,271929344,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.1011_62613,1011_62613,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,218368,33KV 111,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.1012_62514.SWPS,-99,200703,-99,-99,516,-99,268623552,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.1012_62514,1012_62514,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,11756,FANTASTICO SOB DISC,YES,Yes,OPEN,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.1013_62614.SWPS,-99,43605,-99,-99,516,-99,271929360,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.1013_62614,1013_62614,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,218369,33KV 113,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.1014_62615.SWPS,-99,43606,-99,-99,516,-99,271929376,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.1014_62615,1014_62615,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,218370,33KV 311,YES,Yes,OPEN,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.1021_62518.SWPS,-99,43116,-99,-99,516,-99,268829472,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.1021_62518,1021_62518,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,24626,ELSWORTH NOB DISC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.1021_62616.SWPS,-99,43607,-99,-99,516,-99,271929392,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.1021_62616,1021_62616,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,218371,33KV 131,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
ALESSARO.SWITCH.1022_62519.SWPS,-99,43117,-99,-99,516,-99,268829488,NULL,1,ALESSANDRO,ALESSANDRO,NULL,NULL,NULL,DMS.1022_62519,1022_62519,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,24627,ELSWORTH SOB DISC,YES,Yes,OPEN,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
