CID,LimitsSetNumber,StateFeatureGroupSet,RaiseLwrStateGroupSet,ControlStateGroupSet,IndicationStateGroupSet,StateControlSet,LPID,StationNumber,Visible_POR_GUI,AbbrStationName,StationName,AccessArea,AccessZone,AOR,DevXref.AssetID,DevXref.DeviceName,VendorTypeName,DeviceUsageType,ModelTypeName,Dev.DeviceName,Dev.StructureName,OMSStructureNumber,OMSLineDeviceNumber,LoadDropDevice,DeviceAttribute,DevXref.GroupName,DevXref.Description,DevXref.SerialNumber,DevXref.High_Node,DevXref.Low_Node,DevXref.RDF_ID,ComponentAlias,ComponentTypeName,Point.MRID,Comp.PhaseCode,Comp.Attachment,Comp.AssocDir,MeasurementType,ComponentStorageType,PointNumber,PointName,IsIndication,ManualEntry,InitialValue,SetNonUpdate,Unit,IsControl,IsRaiseLwr,EventsEnabled,AlarmProfileName:AlarmClass,AlarmProfileNumber:ClassNumber,HighReasonabilityLmt,LowReasonabilityLmt,END,I_StateNames,C_StateNames,RL_StateNames,NrmAbrnml_States,Limit_Name|Limit_Number|High_Limit_1|Low_Limit_1|High_Limit_2|Low_Limit_2|High_Limit_3|Low_Limit_3|High_Limit_4|Low_Limit_4,StateNumber:Command:OperateTime:DesiredEndState
KIMBALL.SWITCH.SEC AD IB DSC_.SWPS,-99,55710,-99,-99,516,-99,268795664,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.SEC AD IB DSC_40594,SEC AD IB DSC_40594,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,22513,SEC AD IB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.SEC AD OB DSC_.SWPS,-99,55709,-99,-99,516,-99,268795648,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.SEC AD OB DSC_40593,SEC AD OB DSC_40593,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,22512,SEC AD OB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.SEC BC IB DSC_.SWPS,-99,55711,-99,-99,516,-99,268795680,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.SEC BC IB DSC_40645,SEC BC IB DSC_40645,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,22514,SEC BC IB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.SEC BC OB DSC_.SWPS,-99,187432,-99,-99,516,-99,272602048,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.SEC BC OB DSC_40644,SEC BC OB DSC_40644,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,260412,SEC BC OB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.SEC DE IB DSC_.SWPS,-99,55713,-99,-99,516,-99,268795712,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.SEC DE IB DSC_40587,SEC DE IB DSC_40587,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,22516,SEC DE IB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.SEC DE OB DSC_.SWPS,-99,55712,-99,-99,516,-99,268795696,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.SEC DE OB DSC_40586,SEC DE OB DSC_40586,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,22515,SEC DE OB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.SKYTRAIN CB_40.GRLY,-99,221035,-99,506,506,52953,268679920,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.SKYTRAIN CB_40663,SKYTRAIN CB_40663,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,GND RLY,GND RLY,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,15279,SKYTRAIN GRD RLY,YES,Yes,AUTO,Yes,NOVALUE,YES,NO,Yes,Class 3:Class 3,10:10,NOVALUE,NOVALUE,END,SOLID;AUTO,SOLID;AUTO,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
KIMBALL.SWITCH.SKYTRAIN CB_40.IA,95207,-99,-99,-99,-99,-99,536945424,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.SKYTRAIN CB_40663,SKYTRAIN CB_40663,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT A,CURRENT,NULL,A,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,4657,SKYTRAIN IA,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,1212,-1212,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|576|0||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.SKYTRAIN CB_40.IB,95209,-99,-99,-99,-99,-99,536945440,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.SKYTRAIN CB_40663,SKYTRAIN CB_40663,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT B,CURRENT,NULL,B,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,4658,SKYTRAIN IB,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,1212,-1212,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|576|0||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.SKYTRAIN CB_40.IC,95211,-99,-99,-99,-99,-99,536945456,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.SKYTRAIN CB_40663,SKYTRAIN CB_40663,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT C,CURRENT,NULL,C,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,4659,SKYTRAIN IC,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,1212,-1212,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|576|0||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.SKYTRAIN CB_40.POWP,95210,-99,-99,-99,-99,-99,536945488,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.SKYTRAIN CB_40663,SKYTRAIN CB_40663,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_P,POWER_P,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,4661,SKYTRAIN MW,YES,Yes,0,Yes,MW,NO,NO,Yes,Class 16:Class 16,8:8,18.18,-18.18,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|9|-9||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.SKYTRAIN CB_40.POWQ,95208,-99,-99,-99,-99,-99,536945504,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.SKYTRAIN CB_40663,SKYTRAIN CB_40663,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_Q,POWER_Q,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,4662,SKYTRAIN MVAR,YES,Yes,0,Yes,MVAR,NO,NO,Yes,Class 16:Class 16,8:8,18.18,-18.18,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|9|-9||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.SKYTRAIN CB_40.REC,-99,221034,-99,506,506,52952,268679904,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.SKYTRAIN CB_40663,SKYTRAIN CB_40663,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,REC,REC,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,15278,SKYTRAIN REC,YES,Yes,AUTO,Yes,NOVALUE,YES,NO,Yes,Class 3:Class 3,10:10,NOVALUE,NOVALUE,END,SOLID;AUTO,SOLID;AUTO,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
KIMBALL.SWITCH.SKYTRAIN CB_40.SWPS,-99,221033,-99,516,254,52951,268679888,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.SKYTRAIN CB_40663,SKYTRAIN CB_40663,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,MIR DAC1 Telem,StatusPoint,15277,SKYTRAIN CB,YES,Yes,CLOSED,Yes,NOVALUE,YES,NO,Yes,Class 1:Class 1,1:1,NOVALUE,NOVALUE,END,OPEN;CLOSED,OPEN;CLOSE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
KIMBALL.SWITCH.SKYTRAIN CB_40.TRGTG,-99,221037,-99,-99,370,-99,268679952,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.SKYTRAIN CB_40663,SKYTRAIN CB_40663,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT G,TRGT G,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,15281,SKYTRAIN G TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.SKYTRAIN IB DS.SWPS,-99,55686,-99,-99,516,-99,268794336,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.SKYTRAIN IB DSC_40662,SKYTRAIN IB DSC_40662,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,22430,SKYTRAIN IB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.SKYTRAIN LN DS.SWPS,-99,221043,-99,-99,516,-99,268680048,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.SKYTRAIN LN DSC_40664,SKYTRAIN LN DSC_40664,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,15287,SKYTRAIN LN DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.SKYTRAIN OB DS.SWPS,-99,221044,-99,-99,516,-99,268680064,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.SKYTRAIN OB DSC_40661,SKYTRAIN OB DSC_40661,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,15288,SKYTRAIN OB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.SKYTRAIN TB DS.SWPS,-99,221045,-99,-99,516,-99,268680080,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.SKYTRAIN TB DSC_40665,SKYTRAIN TB DSC_40665,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,15289,SKYTRAIN TB DSC,YES,Yes,OPEN,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.TIGERCAT CB_40.GRLY,-99,221029,-99,506,506,52949,268679840,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.TIGERCAT CB_40619,TIGERCAT CB_40619,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,GND RLY,GND RLY,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,15274,TIGERCAT GRD RLY,YES,Yes,AUTO,Yes,NOVALUE,YES,NO,Yes,Class 3:Class 3,10:10,NOVALUE,NOVALUE,END,SOLID;AUTO,SOLID;AUTO,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
KIMBALL.SWITCH.TIGERCAT CB_40.IA,95201,-99,-99,-99,-99,-99,536944576,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.TIGERCAT CB_40619,TIGERCAT CB_40619,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT A,CURRENT,NULL,A,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,4604,TIGERCAT IA,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,1212,-1212,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|576|0||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.TIGERCAT CB_40.IB,95202,-99,-99,-99,-99,-99,536944592,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.TIGERCAT CB_40619,TIGERCAT CB_40619,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT B,CURRENT,NULL,B,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,4605,TIGERCAT IB,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,1212,-1212,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|576|0||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.TIGERCAT CB_40.IC,95203,-99,-99,-99,-99,-99,536944608,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.TIGERCAT CB_40619,TIGERCAT CB_40619,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,CURRENT C,CURRENT,NULL,C,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,4606,TIGERCAT IC,YES,Yes,0,Yes,AMPS,NO,NO,Yes,Class 2:Class 2,9:9,1212,-1212,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|576|0||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.TIGERCAT CB_40.POWP,95205,-99,-99,-99,-99,-99,536944656,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.TIGERCAT CB_40619,TIGERCAT CB_40619,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_P,POWER_P,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,4609,TIGERCAT MW,YES,Yes,0,Yes,MW,NO,NO,Yes,Class 16:Class 16,8:8,18.18,-18.18,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|9|-9||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.TIGERCAT CB_40.POWQ,95206,-99,-99,-99,-99,-99,536945408,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.TIGERCAT CB_40619,TIGERCAT CB_40619,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,POWER_Q,POWER_Q,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,AnalogPoint,4656,TIGERCAT MVAR,YES,Yes,0,Yes,MVAR,NO,NO,Yes,Class 16:Class 16,8:8,18.18,-18.18,END,NOVALUE,NOVALUE,NOVALUE,NOVALUE,State_0|0|9|-9||||||,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.TIGERCAT CB_40.REC,-99,221032,-99,506,506,52950,268679824,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.TIGERCAT CB_40619,TIGERCAT CB_40619,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,REC,REC,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,15273,TIGERCAT REC,YES,Yes,AUTO,Yes,NOVALUE,YES,NO,Yes,Class 3:Class 3,10:10,NOVALUE,NOVALUE,END,SOLID;AUTO,SOLID;AUTO,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
KIMBALL.SWITCH.TIGERCAT CB_40.SWPS,-99,221028,-99,516,254,52948,268679808,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.TIGERCAT CB_40619,TIGERCAT CB_40619,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,MIR DAC1 Telem,StatusPoint,15272,TIGERCAT CB,YES,Yes,CLOSED,Yes,NOVALUE,YES,NO,Yes,Class 1:Class 1,1:1,NOVALUE,NOVALUE,END,OPEN;CLOSED,OPEN;CLOSE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,1:0:15:1;2:1:15:2
KIMBALL.SWITCH.TIGERCAT CB_40.TRGTG,-99,221031,-99,-99,370,-99,268679872,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.TIGERCAT CB_40619,TIGERCAT CB_40619,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,TRGT G,TRGT G,NULL,ABC,LOW_SIDE,NULL,MIR DAC1 Telem,StatusPoint,15276,TIGERCAT G TRGT,YES,Yes,RESET,Yes,NOVALUE,NO,NO,Yes,Class 2:Class 2,9:9,NOVALUE,NOVALUE,END,RESET;TRIP,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.TIGERCAT IB DS.SWPS,-99,55685,-99,-99,516,-99,268794320,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.TIGERCAT IB DSC_40618,TIGERCAT IB DSC_40618,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,22429,TIGERCAT IB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.TIGERCAT LN DS.SWPS,-99,221040,-99,-99,516,-99,268680000,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.TIGERCAT LN DSC_40620,TIGERCAT LN DSC_40620,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,15284,TIGERCAT LN DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.TIGERCAT OB DS.SWPS,-99,221041,-99,-99,516,-99,268680016,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.TIGERCAT OB DSC_40617,TIGERCAT OB DSC_40617,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,15285,TIGERCAT OB DSC,YES,Yes,CLOSE,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,Yes;No,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
KIMBALL.SWITCH.TIGERCAT TB DS.SWPS,-99,221042,-99,-99,516,-99,268680032,NULL,1,KIMBALL,KIMBALL,NULL,NULL,NULL,DMS.TIGERCAT TB DSC_40621,TIGERCAT TB DSC_40621,SWITCH,EMS,SWITCH,NULL,NULL,NULL,NULL,NULL,NULL,EMS,NULL,NULL,NULL,NULL,NULL,Switch_Position,SW_POS,NULL,ABC,NULL,NULL,Calc,StatusPoint,15286,TIGERCAT TB DSC,YES,Yes,OPEN,No,NOVALUE,NO,NO,Yes,Class 16:Class 16,8:8,NOVALUE,NOVALUE,END,OPEN;CLOSE,NOVALUE,NOVALUE,No;Yes,NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE|NOVALUE,NOVALUE:NOVALUE:NOVALUE:NOVALUE
