BusNumber,BusName,PnaBus,PssBus,NspBus,VoltageBase,ExModelRetentionFlag,ExternalModelXref,VisibleBus,HighVoltageLimit1,LowVoltageLimit1,HighVoltageLimit2,LowVoltageLimit2,HighVoltageLimit3,LowVoltageLimit3,VoltConstraintSiWeightFactor,VoltConstraintHardnessFactor,CaCaseVoltConstraintHardFactor,VoltConstraintMonitorStatus,VoltConstraintEnforceStatus,VoltLimitMonitorCaCase,VoltLimitEnforceCaCase,VoltChangeHiLimit1,VoltChangeLowLimit1,VoltChangeHiLimit2,VoltChangeLowLimit2,VoltChangeHiLimit3,VoltChangeLowLimit3,VoltChngLimitSevWtCaCase,VoltChngLimitHardness,VoltChngLimitMonitor,VoltChngLimitEnforce,RegionOfInterest,AssetLabel,PseudoBus,ScheduleDataFlag,DmsTransformFlag,LayoutType,CommentText1,CommentText2,CommentText3,StationNumberRef,VoltageLimitAnalogPointRef,LimitNumber,HighDynLimit1,HighDynLimit2,HighDynLimit3,LowDynLimit1,LowDynLimit2,LowDynLimit3,VoltStandardDeviation,VoltCmeUsage,VoltOverrideStatus,VoltReplacementValue,VoltMeasurementSection,NetStatProcKvThresholdLimit,SetOrder1,VoltAnalogPointRef,SinglePhTransCurRef,SinglePhSubtransCurRef,ThreePhTransCurRef,ThreePhSubtransCurRef,AngleCmeUsage,AngleMeasurementSection,SetOrder2,AngleAnalogPointRef,StaticBusSplitIndicatorRef,
508,CAPWIND 115,Yes,Yes,Yes,115,Retain,NULL,Yes,120.75,109.25,126.5,103.5,126.5,103.5,1,1,1,On,On,On,On,3.45,-3.45,6.9,-6.9,6.9,-6.9,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,351,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
509,CAPWIND 12,Yes,Yes,Yes,12.47,Retain,NULL,Yes,13.2,10.8,13.2,10.8,13.2,10.8,1,1,1,Off,Off,Off,Off,.36,-.36,.72,-.72,.72,-.72,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,351,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
511,CONCHO 115,Yes,Yes,Yes,115,Retain,NULL,Yes,120.75,109.25,126.5,103.5,126.5,103.5,1,1,1,On,On,On,On,3.45,-3.45,6.9,-6.9,6.9,-6.9,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,353,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,In/Out,Normal,NULL,999,NULL,187,190266,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
519,INDIAN W 115,Yes,Yes,Yes,115,Retain,NULL,Yes,120.75,109.25,126.5,103.5,126.5,103.5,1,1,1,On,On,On,On,3.45,-3.45,6.9,-6.9,6.9,-6.9,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,336,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,In/Out,Normal,NULL,999,NULL,191,190627,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
522,SANTA RO 115,Yes,Yes,Yes,115,Retain,NULL,Yes,120.75,109.25,126.5,103.5,126.5,103.5,1,1,1,On,On,On,On,3.45,-3.45,6.9,-6.9,6.9,-6.9,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,344,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,In/Out,Normal,NULL,999,NULL,192,191186,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
523,TAMARISK 115,Yes,Yes,Yes,115,Retain,NULL,Yes,120.75,109.25,126.5,103.5,126.5,103.5,1,1,1,On,On,On,On,3.45,-3.45,6.9,-6.9,6.9,-6.9,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,343,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Out,999,1,300340,NULL,
1201,CONCHO 12,Yes,Yes,Yes,12,Retain,NULL,Yes,13.717,11.223,13.717,11.223,13.717,11.223,1,1,1,Off,Off,Off,Off,.3741,-.3741,.7482,-.7482,.7482,-.7482,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,353,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,In/Out,Normal,NULL,55,NULL,10,190267,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
1205,MIRAGE TAP 200,Yes,Yes,Yes,115,Retain,NULL,Yes,120.75,109.25,126.5,103.5,126.5,103.5,1,1,1,On,On,On,On,3.45,-3.45,6.9,-6.9,6.9,-6.9,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,856,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
1261,MIRAGE TAP 114,Yes,Yes,Yes,115,Retain,NULL,Yes,120.75,109.25,126.5,103.5,126.5,103.5,1,1,1,On,On,On,On,3.45,-3.45,6.9,-6.9,6.9,-6.9,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,856,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Out,999,1,300341,NULL,
2237,MIRAGE TAP 110,Yes,Yes,Yes,115,Retain,NULL,Yes,120.75,109.25,126.5,103.5,126.5,103.5,1,1,1,On,On,On,On,3.45,-3.45,6.9,-6.9,6.9,-6.9,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,856,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
