BusNumber,BusName,PnaBus,PssBus,NspBus,VoltageBase,ExModelRetentionFlag,ExternalModelXref,VisibleBus,HighVoltageLimit1,LowVoltageLimit1,HighVoltageLimit2,LowVoltageLimit2,HighVoltageLimit3,LowVoltageLimit3,VoltConstraintSiWeightFactor,VoltConstraintHardnessFactor,CaCaseVoltConstraintHardFactor,VoltConstraintMonitorStatus,VoltConstraintEnforceStatus,VoltLimitMonitorCaCase,VoltLimitEnforceCaCase,VoltChangeHiLimit1,VoltChangeLowLimit1,VoltChangeHiLimit2,VoltChangeLowLimit2,VoltChangeHiLimit3,VoltChangeLowLimit3,VoltChngLimitSevWtCaCase,VoltChngLimitHardness,VoltChngLimitMonitor,VoltChngLimitEnforce,RegionOfInterest,AssetLabel,PseudoBus,ScheduleDataFlag,DmsTransformFlag,LayoutType,CommentText1,CommentText2,CommentText3,StationNumberRef,VoltageLimitAnalogPointRef,LimitNumber,HighDynLimit1,HighDynLimit2,HighDynLimit3,LowDynLimit1,LowDynLimit2,LowDynLimit3,VoltStandardDeviation,VoltCmeUsage,VoltOverrideStatus,VoltReplacementValue,VoltMeasurementSection,NetStatProcKvThresholdLimit,SetOrder1,VoltAnalogPointRef,SinglePhTransCurRef,SinglePhSubtransCurRef,ThreePhTransCurRef,ThreePhSubtransCurRef,AngleCmeUsage,AngleMeasurementSection,SetOrder2,AngleAnalogPointRef,StaticBusSplitIndicatorRef,
86,VILLA PARK 66,Yes,Yes,Yes,69,Retain,NULL,Yes,70.87,64.12,74.25,60.75,74.25,60.75,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1!3!1!1!1,In/Out!In/Out!In/Out!In/Out!In/Out!In/Out,Normal!Normal!Normal!Normal!Normal!Normal,NULL!NULL!NULL!NULL!NULL!NULL,999!50!49!3!7!12,NULL!NULL!NULL!NULL!NULL!NULL,19!20!21!9819!9820!9821,127927!127931!1193!127895!127907!127920,NULL!NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL!NULL,Out!Out!Out!Out,999!998!169!900,1!2!11!12,300018!300019!301019!301020,NULL,
88,ATWOOD 66,Yes,Yes,Yes,69,Retain,NULL,Yes,70.87,64.12,74.25,60.75,74.25,60.75,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,Out!Out,Block!Block,NULL!NULL,3!701,NULL!NULL,1!2,300890!300891,NULL!NULL,NULL!NULL,NULL!NULL,NULL!NULL,Out!Out!Out,999!3!701,1!11!12,300211!300990!300991,NULL,
89,BRYAN 66,Yes,Yes,Yes,69,Retain,NULL,Yes,70.87,64.12,74.25,60.75,74.25,60.75,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1!1!1!1,Out!Out!Out!Out!In/Out,Block!Block!Block!Block!Normal,NULL!NULL!NULL!NULL!NULL,3!112!900!113!999,NULL!NULL!NULL!NULL!NULL,11!12!13!14!22,300892!300893!300894!300895!101328,NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL,Out!Out!Out!Out!Out,999!3!112!900!113,1!11!12!13!14,300191!300992!300993!300994!300995,NULL,
90,BRYAN 12,Yes,Yes,Yes,12,Retain,NULL,Yes,13.2,10.8,13.2,10.8,13.2,10.8,1,1,1,Off,Off,Off,Off,.36,-.36,.72,-.72,.72,-.72,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,50!999,NULL!NULL,23!24,101406!101407,NULL!NULL,NULL!NULL,NULL!NULL,NULL!NULL,NULL,NULL,NULL,NULL,NULL,
91,BURPIT 66,Yes,Yes,Yes,69,Retain,NULL,Yes,70.87,64.12,74.25,60.75,74.25,60.75,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Out,Block,NULL,900,NULL,1,300896,NULL,NULL,NULL,NULL,Out,900,1,300996,NULL,
92,CANYON 66,Yes,Yes,Yes,69,Retain,NULL,Yes,70.87,64.12,74.25,60.75,74.25,60.75,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1!1!1,In/Out!Out!Out!Out,Normal!Block!Block!Block,NULL!NULL!NULL!NULL,999!90!91!603,NULL!NULL!NULL!NULL,1!11!12!13,95345!300897!300898!300899,NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL,Out!Out!Out,90!91!603,1!2!3,300997!300998!300999,NULL,
93,LA VETA 66,Yes,Yes,Yes,69,Retain,NULL,Yes,70.87,64.12,74.25,60.75,74.25,60.75,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1!1!1,Out!Out!Out!Out,Block!Block!Block!Block,NULL!NULL!NULL!NULL,900!612!112!613,NULL!NULL!NULL!NULL,1!2!3!4,300901!300902!300903!300904,NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL,Out!Out!Out!Out,900!612!112!613,1!2!3!4,301001!301002!301003!301004,NULL,
94,MODENA 66,Yes,Yes,Yes,69,Retain,NULL,Yes,70.87,64.12,74.25,60.75,74.25,60.75,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1!1!1,Out!Out!Out!Out,Block!Block!Block!Block,NULL!NULL!NULL!NULL,117!118!115!116,NULL!NULL!NULL!NULL,1!2!3!4,300905!300906!300907!300908,NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL,Out!Out!Out!Out,117!118!115!116,1!2!3!4,301005!301006!301007!301008,NULL,
95,M.W.D.YO 66,Yes,Yes,Yes,69,Retain,NULL,Yes,70.87,64.12,74.25,60.75,74.25,60.75,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
96,ORANGE 66,Yes,Yes,Yes,69,Retain,NULL,Yes,70.87,64.12,74.25,60.75,74.25,60.75,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1!1!1,Out!Out!Out!Out,Block!Block!Block!Block,NULL!NULL!NULL!NULL,111!612!611!112,NULL!NULL!NULL!NULL,1!2!3!4,300909!300910!300911!300912,NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL,Out!Out!Out!Out,111!612!611!112,1!2!3!4,301009!301010!301011!301012,NULL,
