PsaStationNumber,PsaStationName,PnaStation,PssStation,LogicalDisplayReference,RegionOfInterest,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,AssetLabel,DistrictNumberRef,
661,BIG_CREEK_1,Yes,Yes,NULL,Inside,Yes,NULL,Yes,2211,42,
664,MAMMOTH,Yes,Yes,NULL,Inside,Yes,NULL,Yes,2238,42,
665,BIG_CREEK_3,Yes,Yes,NULL,Inside,Yes,NULL,Yes,2230,42,
666,BIG_CREEK_2,Yes,Yes,NULL,Inside,Yes,NULL,Yes,2212,42,
667,BIG_CREEK_4,Yes,Yes,NULL,Inside,Yes,NULL,Yes,2236,42,
669,EASTWOOD,Yes,Yes,NULL,Inside,Yes,NULL,Yes,2239,42,
677,BIG_CREEK_8,Yes,Yes,NULL,Inside,Yes,NULL,Yes,2229,42,
688,MAGUNDEN,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5031,42,
692,PASTORIA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5036,42,
697,OMAR,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5037,42,
699,SYCAMORE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5039,42,
1061,PORTAL_POWERHOUSE,No,No,NULL,Inside,Yes,NULL,Yes,2273148,42,
