DeviceName,InjectionGroupName,PhaseCode,ConnectedNode2,EquivRDef,EquivXDef,ZeroSequenceR,ZeroSequenceX,VoltageLevelName,SubstationName,AORRefName
CAJALCO NO.1N BANK:INJ,EMS,ABC,en_547120,0.2827044,2.696364,0.6015636,6.366294,115.0kV_EMS,CAJALCO,All
