DeviceName,TransformerGroupName,PhaseCode,ConnectedNode1,ConnectedNode2,AlarmEnabled,SuppressActAlm,SuppressHisAlm,Remark,PrimaryNormalTap,SecondaryNormalTap,PrimaryOptControl,SecondaryOptControl,PrimaryFeederVoltageControl,SecondaryFeederVoltageControl,MinimumRegulatorVoltage,MaximumRegulatorVoltage,PrimaryEarthResistance,SecondaryEarthResistance,PrimaryEarthImpedance,SecondaryEarthImpedance,AutomaticRegulator,AutomaticRegulatorC,AutomaticRegulatorMove,AutomaticRegulatorM,TransformerTypeName,DeviceLimitName,SubstationName,FeederName,AORRefName,VoltageLimitName
HIGHLAND NO.3E BANK_3013,EMS,ABC,en_495112,en_3212705,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,HIGHLAND,NULL,All,NULL
HIGHLAND NO.3W BANK_3014,EMS,ABC,en_495091,en_3212704,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,HIGHLAND,NULL,All,NULL
BLYTHE NO.1 BANK_3015,EMS,ABC,en_575003,en_3213051_S,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,BLYTHE,NULL,All,NULL
BLYTHE NO.3 BANK_3016,EMS,ABC,en_575005,en_3213701_S,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,BLYTHE,NULL,All,NULL
BLYTHE CITY NO.2 BANK_3019,EMS,ABC,en_3203704,en_3202051_S,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,BLYTHE_CITY,NULL,All,NULL
BLYTHE CITY NO.1 BANK_3020,EMS,ABC,en_3203705,en_3202705_S,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,BLYTHE_CITY,NULL,All,NULL
ALESSANDRO NO.4E BANK_3106,EMS,ABC,en_544090,en_3275701,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,ALESSANDRO,NULL,All,NULL
ALESSANDRO NO.4W BANK_3107,EMS,ABC,en_544091,en_3275702,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,ALESSANDRO,NULL,All,NULL
ALESSANDRO NO.5E BANK_3108,EMS,ABC,en_544092,en_3275704,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,ALESSANDRO,NULL,All,NULL
ALESSANDRO NO.5W BANK_3109,EMS,ABC,en_544093,en_3275705,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,ALESSANDRO,NULL,All,NULL
ALESSANDRO NO.1N BANK_3110,EMS,ABC,en_544080,en_3277701,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,ALESSANDRO,NULL,All,NULL
ALESSANDRO NO.2N BANK_3111,EMS,ABC,en_544081,en_3277704,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,ALESSANDRO,NULL,All,NULL
BORREGO NO.2N BANK_3118,EMS,ABC,en_642090,en_3286701,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,BORREGO,NULL,All,NULL
BORREGO NO.2S BANK_3119,EMS,ABC,en_642091,en_3286702,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,BORREGO,NULL,All,NULL
BORREGO NO.4 BANK_3120,EMS,ABC,en_642092,en_3286062_S,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,BORREGO,NULL,All,NULL
SAWTELLE NO.1 BANK_3137,EMS,ABC,en_341090,en_3290701_S,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,SAWTELLE,NULL,All,NULL
SAWTELLE NO.2 BANK_3138,EMS,ABC,en_341091,en_3290704_S,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,SAWTELLE,NULL,All,NULL
IRVINE NO.2N BANK_3143,EMS,ABC,en_649090,en_3297701,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,IRVINE,NULL,All,NULL
IRVINE NO.2S BANK_3144,EMS,ABC,en_649091,en_3297702,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,IRVINE,NULL,All,NULL
IRVINE NO.1N BANK_3145,EMS,ABC,en_649092,en_3297704,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,IRVINE,NULL,All,NULL
MORRO NO.2 BANK_3151,EMS,ABC,en_652002,en_3300006_S,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,MORRO,NULL,All,NULL
MORRO NO.1 BANK_3152,EMS,ABC,en_652004,en_3300012_S,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,MORRO,NULL,All,NULL
SKYLARK NO.2E BANK_3160,EMS,ABC,en_557090,en_3303701,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,SKYLARK,NULL,All,NULL
SKYLARK NO.2W BANK_3161,EMS,ABC,en_557091,en_3303702,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,SKYLARK,NULL,All,NULL
SKYLARK NO.1E BANK_3162,EMS,ABC,en_557092,en_3303704,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,SKYLARK,NULL,All,NULL
CAMDEN NO.2E BANK_3192,EMS,ABC,en_158701,en_3311701,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,CAMDEN,NULL,All,NULL
CAMDEN NO.2W BANK_3193,EMS,ABC,en_158702,en_3311702,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,CAMDEN,NULL,All,NULL
RECTOR NO.5W BANK_3217,EMS,ABC,en_947704,en_3321705,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,RECTOR,NULL,All,NULL
RECTOR NO.6S BANK_3220,EMS,ABC,en_947701,en_3321702,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,RECTOR,NULL,All,NULL
NELSON NO.2E BANK_4079,EMS,ABC,en_553118,en_3439701,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,NELSON,NULL,All,NULL
NELSON NO.2W BANK_4080,EMS,ABC,en_553612,en_3439702,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,NELSON,NULL,All,NULL
NELSON NO.1 BANK_4081,EMS,ABC,en_553117,en_3439611_S,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,NELSON,NULL,All,NULL
CAJALCO NO.1N BANK_4135,EMS,ABC,en_547120,en_3465701,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,CAJALCO,NULL,All,NULL
CAJALCO NO.1S BANK_4136,EMS,ABC,en_547612,en_3465702,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,CAJALCO,NULL,All,NULL
CAJALCO NO.2S BANK_4137,EMS,ABC,en_547210,en_3465704,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,CAJALCO,NULL,All,NULL
NIGUEL NO.3 BANK_4154,EMS,ABC,en_654200,en_3478701_S,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,NIGUEL,NULL,All,NULL
NIGUEL NO.4 BANK_4155,EMS,ABC,en_654204,en_3478702_S,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,NIGUEL,NULL,All,NULL
NIGUEL NO.5 BANK_4156,EMS,ABC,en_654206,en_3478703_S,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,NIGUEL,NULL,All,NULL
CHESTNUT NO.1E BANK_4181,EMS,ABC,en_159701,en_3489701,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,CHESTNUT,NULL,All,NULL
CHESTNUT NO.1W BANK_4182,EMS,ABC,en_159702,en_3489702,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,CHESTNUT,NULL,All,NULL
CHESTNUT NO.2E BANK_4183,EMS,ABC,en_159704,en_3489704,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,CHESTNUT,NULL,All,NULL
CHESTNUT NO.2W BANK_4184,EMS,ABC,en_159705,en_3489705,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,CHESTNUT,NULL,All,NULL
TELEGRAPH NO.1N BANK_4195,EMS,ABC,en_112800,en_3494701,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,TELEGRAPH,NULL,All,NULL
TELEGRAPH NO.1S BANK_4196,EMS,ABC,en_112611,en_3494702,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,TELEGRAPH,NULL,All,NULL
TELEGRAPH NO.2E BANK_4197,EMS,ABC,en_112900,en_3494704,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,TELEGRAPH,NULL,All,NULL
TELEGRAPH NO.2W BANK_4198,EMS,ABC,en_112612,en_3494705,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,TELEGRAPH,NULL,All,NULL
HASKELL NO.2W BANK_4224,EMS,ABC,en_762704,en_3507704,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,HASKELL,NULL,All,NULL
HASKELL NO.2E BANK_4225,EMS,ABC,en_762705,en_3507705,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,HASKELL,NULL,All,NULL
HASKELL NO.1W BANK_4226,EMS,ABC,en_762701,en_3507701,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,HASKELL,NULL,All,NULL
HASKELL NO.1E BANK_4227,EMS,ABC,en_762702,en_3507702,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,HASKELL,NULL,All,NULL
VICTOR NO.8N BANK_4304,EMS,ABC,en_403710,en_3522701,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,VICTOR,NULL,All,NULL
VICTOR NO.7N BANK_4306,EMS,ABC,en_403713,en_3522704,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,VICTOR,NULL,All,NULL
VICTOR NO.7S BANK_4307,EMS,ABC,en_403714,en_3522705,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,VICTOR,NULL,All,NULL
JOHANNA NO.6 BANK_4317,EMS,ABC,en_155905,en_3527701_S,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,JOHANNA,NULL,All,NULL
JOHANNA NO.8E BANK_4318,EMS,ABC,en_155704,en_3527704,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,JOHANNA,NULL,All,NULL
JOHANNA NO.8W BANK_4319,EMS,ABC,en_155705,en_3527705,N,Y,Y,NULL,0,0,N,N,NULL,NULL,0,0,0,0,0,0,N,NULL,NULL,NULL,CAJALCO NO.1N BANK:TYPE,CAJALCO NO.1N:LMT,JOHANNA,NULL,All,NULL
