ShuntNumber,ShuntName,PnaShunt,PssShunt,NspShunt,SectionNumber,Type,SusceptanceStepSize,SusceptanceAtMinBankOutput,SusceptanceAtMaxBankOutput,ConductanceAtMinBankOutput,ConductanceAtMaxBankOutput,LocalControlTuningFactor,ControlSectionNumber,HighControlLimit,LowControlLimit,MinShiftWeightFactor,MinShiftTarget,LocalControlStatus,OptimizationStatus,MwInversion,MwMeasOverrideStatus,MwReplacementValue,CmeMwUsage,MvInversion,MvMeasOverrideStatus,MvReplacementValue,CmeMvUsage,ControlDelay,FlaShuntZeroSeqSusc,FlaShuntZeroSeqCond,AssetLabel,DefaultMwSchedule,DefaultMvSchedule,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,CommentText1,CommentText2,CommentText3,ShuntResponseLeadTime,ShuntResponseRateOfIncrease,ShuntResponseRateOfDecrease,ConnectionStatusIndicatorRef,BusNumberRef,ControlBusNumberRef,MwTelemetryRef,MvTelemetryRef,MwStandardDeviation,MwInversionFlag,MwCmeUsage,MwOverrideStatus,Mw_ReplacementValue,SetOrder4,MwAnalogPointRef,MwCtBreakerRef,MvStandardDeviation,MvInversionFlag,MvCmeUsage,MvOverrideStatus,Mv_ReplacementValue,SetOrder5,MvAnalogPointRef,MvCtBreakerRef,AmpStandardDeviation,AmpInversionFlag,AmpCmeUsage,AmpOverrideStatus,Amp_ReplacementValue,SetOrder7,AmpAnalogPointRef,AmpCtBreakerRef,ShuntSwitchName,NormalControlSwitchState,NormalIsolatorSwitchState,DefaultControlSwitchState,DefaultIsolatorSwitchState,IsolatorScadaOpenState,IsolatorScadaCloseState,CntlBrkrScadaOpenState,CntlBrkrScadaCloseState,SetOrder8,ControlSwitchStatusTelemetryRef,IsolatorSwitchStatusTelemetryRef,ControlSwitchStateTransition,IsolatorSwitchStateTransition,HighMVArLimitRef,LowMVArLimitRef,LeadingMVArReservesRef,LaggingMVArReservesRef,ControlModeTelemetryRef,SinglePhTransCurRef,SinglePhSubtransCurRef,ThreePhTransCurRef,ThreePhSubtransCurRef,
207,SAN BERNARDINO CAP 2,Yes,Yes,Yes,142,Fixed,28.8,0,28.8,0,0,1,142,72.45,66.93,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,28.8,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,491,491,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,+,In/Out,Normal,NULL,5,175243,NULL,10,+,Out,Block,NULL,1,196194,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
208,SAN BERNARDINO CAP 1,Yes,Yes,Yes,144,Fixed,29.7,0,29.7,0,0,1,144,72.45,66.93,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,29.7,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,491,491,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,+,In/Out,Normal,NULL,5,175242,NULL,10,+,Out,Block,NULL,1,196190,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
209,SAN BERNARDINO CAP 4,Yes,Yes,Yes,150,Fixed,28.8,0,28.8,0,0,1,150,72.45,66.93,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,28.8,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,491,491,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
378,TIPPPECANOE CAP1,No,No,Yes,113,Fixed,1.2,0,1.2,0,0,1,113,1.2,1.2,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,1.2,Yes,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1899,1899,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
414,SAN BERNARDINO NO.8 CAP,Yes,Yes,Yes,177,Fixed,28.8,0,28.8,0,0,1,177,72.45,66.93,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,28.8,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,302243,491,491,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,+,In/Out,Normal,NULL,5,225295,NULL,10,+,Out,Block,NULL,7,1084,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
484,HIGHLAND CAP 4,Yes,Yes,Yes,114,Fixed,28.8,0,28.8,0,0,1,999,72.45,66.93,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,28.8,Yes,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,495,495,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,+,In/Out,Normal,NULL,1,2717,NULL,10,+,Out,Block,NULL,2,2715,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
752,SAN BERNARDINO NO.6A CAP,Yes,Yes,Yes,172,Fixed,29.7,0,29.7,0,0,1,172,72.45,66.93,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,29.7,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,302410,491,491,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
753,SAN BERNARDINO NO.6B CAP,Yes,Yes,Yes,174,Fixed,29.7,0,29.7,0,0,1,174,72.45,66.93,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,29.7,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,302411,491,491,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
1661,CARDIFF NO.1 CAP,No,Yes,Yes,611,Variable,6,0,6,0,0,1,611,12.36,11.64,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,6,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,330261,4141,4141,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,+,Out,Block,NULL,13,182821,NULL,NO.1 12KV CAPACITOR CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,8,209060,NULL,1,NULL,NULL,NULL,NULL,NULL,290819,NULL,NULL,NULL,NULL,
1662,CARDIFF NO.2 CAP,No,Yes,Yes,621,Variable,6.024,0,6.024,0,0,1,621,12.36,11.64,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,6.024,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,330262,4141,4141,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,+,Out,Block,NULL,13,182822,NULL,NO.2 12KV CAPACITOR CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,8,209061,NULL,1,NULL,NULL,NULL,NULL,NULL,290825,NULL,NULL,NULL,NULL,
