ShuntNumber,ShuntName,PnaShunt,PssShunt,NspShunt,SectionNumber,Type,SusceptanceStepSize,SusceptanceAtMinBankOutput,SusceptanceAtMaxBankOutput,ConductanceAtMinBankOutput,ConductanceAtMaxBankOutput,LocalControlTuningFactor,ControlSectionNumber,HighControlLimit,LowControlLimit,MinShiftWeightFactor,MinShiftTarget,LocalControlStatus,OptimizationStatus,MwInversion,MwMeasOverrideStatus,MwReplacementValue,CmeMwUsage,MvInversion,MvMeasOverrideStatus,MvReplacementValue,CmeMvUsage,ControlDelay,FlaShuntZeroSeqSusc,FlaShuntZeroSeqCond,AssetLabel,DefaultMwSchedule,DefaultMvSchedule,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,CommentText1,CommentText2,CommentText3,ShuntResponseLeadTime,ShuntResponseRateOfIncrease,ShuntResponseRateOfDecrease,ConnectionStatusIndicatorRef,BusNumberRef,ControlBusNumberRef,MwTelemetryRef,MvTelemetryRef,MwStandardDeviation,MwInversionFlag,MwCmeUsage,MwOverrideStatus,Mw_ReplacementValue,SetOrder4,MwAnalogPointRef,MwCtBreakerRef,MvStandardDeviation,MvInversionFlag,MvCmeUsage,MvOverrideStatus,Mv_ReplacementValue,SetOrder5,MvAnalogPointRef,MvCtBreakerRef,AmpStandardDeviation,AmpInversionFlag,AmpCmeUsage,AmpOverrideStatus,Amp_ReplacementValue,SetOrder7,AmpAnalogPointRef,AmpCtBreakerRef,ShuntSwitchName,NormalControlSwitchState,NormalIsolatorSwitchState,DefaultControlSwitchState,DefaultIsolatorSwitchState,IsolatorScadaOpenState,IsolatorScadaCloseState,CntlBrkrScadaOpenState,CntlBrkrScadaCloseState,SetOrder8,ControlSwitchStatusTelemetryRef,IsolatorSwitchStatusTelemetryRef,ControlSwitchStateTransition,IsolatorSwitchStateTransition,HighMVArLimitRef,LowMVArLimitRef,LeadingMVArReservesRef,LaggingMVArReservesRef,ControlModeTelemetryRef,SinglePhTransCurRef,SinglePhSubtransCurRef,ThreePhTransCurRef,ThreePhSubtransCurRef,
168,SOLEMINT NO.2 CAP,No,Yes,Yes,613,Variable,4.8,0,4.8,0,0,1,997,16.48,15.52,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,4.8,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,304508,4029,4029,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,+,In/Out,Normal,NULL,1,227045,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO.2 16KV CAPACITOR CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,1,219975,NULL,1,NULL,NULL,NULL,NULL,NULL,219984,NULL,NULL,NULL,NULL,
306,SANTA SUSANA NO.1 CAP,No,Yes,Yes,131,Variable,3,0,3,0,0,1,131,17.43,16.102,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,3,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,330344,771,771,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO.1 16KV CAPACITOR CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,8,79837,NULL,1,NULL,NULL,NULL,NULL,NULL,79839,NULL,NULL,NULL,NULL,
307,SANTA SUSANA NO.3 CAP,No,Yes,Yes,132,Variable,3,0,3,0,0,1,132,17.43,16.102,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,3,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,330345,771,771,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO.3 16KV CAPACITOR CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,8,79849,NULL,1,NULL,NULL,NULL,NULL,NULL,79851,NULL,NULL,NULL,NULL,
308,SANTA SUSANA CAP 2A,No,Yes,Yes,134,Variable,4.2,0,4.2,0,0,1,134,17.43,16.102,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,4.2,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,330346,771,771,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO.2A CAPS SW,Closed,NULL,Closed,NULL,NULL,NULL,0,1,8,79841,NULL,1,NULL,NULL,NULL,NULL,NULL,79843,NULL,NULL,NULL,NULL,
309,SANTA SUSANA CAP 2B,No,Yes,Yes,135,Variable,4.2,0,4.2,0,0,1,135,17.43,16.102,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,4.2,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,330347,771,771,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO.2B CAPS SW,Closed,NULL,Closed,NULL,NULL,NULL,0,1,8,79845,NULL,1,NULL,NULL,NULL,NULL,NULL,79847,NULL,NULL,NULL,NULL,
534,FILLMORE NO. 2 CAP,No,Yes,Yes,151,Variable,3,0,3,0,0,1,151,17,16,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,3,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,303032,438,438,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,+,Out,Block,NULL,13,69873,NULL,NO. 2 CAPACITOR CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,1,71807,NULL,1,NULL,NULL,NULL,NULL,NULL,71809,NULL,NULL,NULL,NULL,
687,SAUGUS NO.3AB CAP,Yes,Yes,No,203,Variable,29.3,0,58.6,0,0,1,203,70.14,64.796,1,0,Off,On,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,58.6,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,754,754,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO.3A 69KV CAPACITOR CB!NO.3B 69KV CAPACITOR SW,Closed!Closed,NULL!NULL,Closed!Closed,NULL!NULL,NULL!NULL,NULL!NULL,0!0,1!1,8!9,59577!8311,NULL!NULL,1!1,NULL!NULL,NULL,NULL,NULL,NULL,58573,NULL,NULL,NULL,NULL,
688,SAUGUS NO.5AB CAP,Yes,Yes,No,189,Variable,28.8,0,57.6,0,0,1,189,70.14,64.796,1,0,Off,On,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,57.6,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,754,754,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO.5A 69KV CAPACITOR CB!NO.5B 69KV CAPACITOR SW,Closed!Closed,NULL!NULL,Closed!Closed,NULL!NULL,NULL!NULL,NULL!NULL,0!0,1!1,8!9,67426!92185,NULL!NULL,1!1,NULL!NULL,NULL,NULL,NULL,NULL,67432,NULL,NULL,NULL,NULL,
690,SAUGUS NO.6AB CAP,Yes,Yes,No,187,Variable,28.8,0,57.6,0,0,1,187,70.14,64.796,1,0,Off,On,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,57.6,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,754,754,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO.6A 69KV CAPACITOR CB!NO.6B 69KV CAPACITOR SW,Closed!Closed,NULL!NULL,Closed!Closed,NULL!NULL,NULL!NULL,NULL!NULL,0!0,1!1,8!9,78677!57537,NULL!NULL,1!1,NULL!NULL,NULL,NULL,NULL,NULL,67433,NULL,NULL,NULL,NULL,
717,FILLMORE NO. 1 CAP,No,Yes,Yes,150,Variable,3,0,3,0,0,1,150,17,16,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,3,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,330348,438,438,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,+,Out,Block,NULL,2,69869,NULL,NO. 1 CAPACITOR CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,1,71799,NULL,1,NULL,NULL,NULL,NULL,NULL,71801,NULL,NULL,NULL,NULL,
