PsaStationNumber,PsaStationName,PnaStation,PssStation,LogicalDisplayReference,RegionOfInterest,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,AssetLabel,DistrictNumberRef,
77,SLOAN_CANYON,Yes,Yes,NULL,Inside,Yes,NULL,Yes,238,61,
243,SUNSHINE_VALLEY_SOLAR_VEA,No,No,NULL,Inside,Yes,NULL,Yes,NULL,61,
244,RADAR_VEA,No,No,NULL,Inside,Yes,NULL,Yes,NULL,61,
454,LONGTIN,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,61,
474,WHIPPLE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5674,61,
722,BLYTHE_W,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,61,
724,HOOVER,Yes,Yes,NULL,Inside,Yes,NULL,Yes,4001,61,
726,PARKER,Yes,Yes,NULL,Inside,Yes,NULL,Yes,4027,61,
727,MEAD,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5091,61,
826,LANDING,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5678,61,
827,HAVASU,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5665,61,
866,WALC_KNOB,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,61,
867,GOLDMINE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,61,
869,DAVIS,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,61,
870,TOPOCK,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,61,
871,BLACK_MESA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,61,
872,NORTH_HAVASU,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,61,
875,SOUTHPOINT,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,61,
878,HEADGATE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,61,
879,BOUSE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,61,
880,KOFA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,61,
881,DOME_TAP,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,61,
882,GILA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,61,
883,WLT_MOHAWK,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,61,
979,VALLEY_VEA,No,No,NULL,Inside,Yes,NULL,Yes,NULL,61,
1023,INNOVATN_VEA,No,No,NULL,Inside,Yes,NULL,Yes,NULL,61,
1025,BEATTY_VEA,No,No,NULL,Inside,Yes,NULL,Yes,NULL,61,
1034,SANDY_VEA,No,No,NULL,Inside,Yes,NULL,Yes,NULL,61,
1036,GAMEBIRD_VEA,No,No,NULL,Inside,Yes,NULL,Yes,NULL,61,
1042,VISTA_VEA,No,No,NULL,Inside,Yes,NULL,Yes,NULL,61,
1049,CHARLES_VEA,No,No,NULL,Inside,Yes,NULL,Yes,NULL,61,
1053,THOUSAND_VEA,No,No,NULL,Inside,Yes,NULL,Yes,NULL,61,
1062,VAL_SWTCH_VE,No,No,NULL,Inside,Yes,NULL,Yes,NULL,61,
1063,LATH_SWCH_VE,No,No,NULL,Inside,Yes,NULL,Yes,NULL,61,
1064,JACKASS_VEA,No,No,NULL,Inside,Yes,NULL,Yes,NULL,61,
1066,DESERT_VEA,No,No,NULL,Inside,Yes,NULL,Yes,NULL,61,
1069,PAHRUMP_VEA,No,No,NULL,Inside,Yes,NULL,Yes,NULL,61,
1070,AMARGOSA,No,No,NULL,Inside,Yes,NULL,Yes,4051,61,
1071,MERCURY_VEA,No,No,NULL,Inside,Yes,NULL,Yes,NULL,61,
1073,INDIAN_S_VEA,No,No,NULL,Inside,Yes,NULL,Yes,NULL,61,
1097,HENDERSON,No,No,NULL,Inside,Yes,NULL,Yes,NULL,61,
1098,WAPA_TAP,No,No,NULL,Inside,Yes,NULL,Yes,NULL,61,
1099,COLD_CRK_VEA,No,No,NULL,Inside,Yes,NULL,Yes,NULL,61,
1100,SLVR_FNG_VEA,No,No,NULL,Inside,Yes,NULL,Yes,NULL,61,
1101,CANYON_VEA,No,No,NULL,Inside,Yes,NULL,Yes,NULL,61,
1102,SNOW_MT_VEA,No,No,NULL,Inside,Yes,NULL,Yes,NULL,61,
