PsaStationNumber,PsaStationName,PnaStation,PssStation,LogicalDisplayReference,RegionOfInterest,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,AssetLabel,DistrictNumberRef,
728,RAMON,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
786,COACHELLA_VALLEY,Yes,Yes,NULL,Inside,Yes,NULL,Yes,4116,69,
788,EL_CENTRO,Yes,Yes,NULL,Inside,Yes,NULL,Yes,4117,69,
860,IIDMIDWAY,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
862,IIDHIGHLINE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
863,AVE58,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
864,NILAND,Yes,Yes,NULL,Inside,Yes,NULL,Yes,4118,69,
865,PILOT_KNOB,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
885,IIDALHAMBRA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
886,IIDARKANSAS,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
887,IIDSONORA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
892,IIDTAP_NORTH,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
893,AVE42,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
894,COACHELLA_SW,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
895,IIDTAP_SOUTH,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
896,DROP4,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
897,PERRY_IID,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
898,BRAVO,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
899,TERMINAL,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
905,DIXIELAND,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
906,HOLTVILLE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
907,BRAWLEY,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1110,HEBERSCE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1111,HEBER,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1112,IID_EUCLID,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1113,DAHLIA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1114,IID_CLARK,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1115,PLASTER_CITY,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1116,GATEWAY,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1117,ATEN,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1118,DROP2,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1119,PARKVIEW,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1120,CALIPATRIA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1121,CALIPATRIA_PRISON,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1122,ROCKWOOD,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1123,BEEF_PLANT,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1124,NAVY_BASE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1125,BOMBAY,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1126,PANNO,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1127,NEW_IMPERIAL,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1128,DROP3,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1129,PREUTT,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1130,MALL,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1131,CALEXICO,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1132,SUPERSTITION,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1133,ANZA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1134,SALTON_CITY,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1135,DIXIELAND_PRISON,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1136,CENTRAL,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1138,NORTH_BRAWLEY,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1139,CORREON,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1140,EDOM,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1141,FRANCIS_WAY,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1142,JEFFERSO,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1144,MONROE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1145,NEW_JACKSON,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1146,LA_QUINTA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1147,NORTH_VIEW,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1148,SHIELDS,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1151,SAN_FELIPE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1152,AVE_48,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
1153,AVE_52,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,69,
