PsaStationNumber,PsaStationName,PnaStation,PssStation,LogicalDisplayReference,RegionOfInterest,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,AssetLabel,DistrictNumberRef,
689,PIXLEY,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5321,46,
690,POPLAR,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5322,46,
691,QUINN,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5343,46,
693,TERRA_BELLA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5326,46,
694,EARLIMART,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5306,46,
696,WHEATLAND,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5348,46,
701,WELDON,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5353,46,
702,BROWNING,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5304,46,
703,MARIPOSA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5319,46,
704,GREENHORN,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5339,46,
705,VESTAL,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5035,46,
707,CAPTIVE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5345,46,
708,COLUMBINE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5336,46,
709,DELANO,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5305,46,
710,GLENNVILLE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5308,46,
711,ISABELLA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5347,46,
712,KERN_RIVER_3,Yes,Yes,NULL,Inside,Yes,NULL,Yes,2328,46,
713,KERNVILLE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5356,46,
714,LAKEGEN,Yes,Yes,NULL,Inside,Yes,NULL,Yes,1094,46,
715,VESTAL_TAP,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,46,
842,WELLGEN,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5379,46,
968,GROWERS,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5381,46,
977,HERDER,Yes,Yes,NULL,Inside,Yes,NULL,Yes,0189,46,
