PointNumber,PointName,LogicalDisplayReference,PropagateInitialValue,SetNonUpdate,ManualOverride,ManualEntry,Events,AnalogDemandScan,StateCalculator,AssetID,PICollection,PIValueTag,PIQualityStorage,PIQualityTag,ToggleReleaseThreshold,ToggleInhibitThreshold,eDNACollection,eDNAExtIdentifier,eDNAQualityStorage,eDNASecurityGroup,PI_Digital_Set_Number,DOMDeviceType,ProficyCollection,ProficyTagName,ProficyQualityStorage,TransientStateDelay,COBECollection,URLtype,URLDescription,URL,InitialValue,LogRoutAssnRefName,StationName,GroupName,MapboardFunctionGroup,StateFeatGroupAssnStateNumber,AbnormalSetting,TriggerRefName,DataDivisionRefName,AORRefName,MenuRefNumber,AltDataSourcePriority,AltDataSourceIdentifier,UtilizationIdentifier,AltDataSourceInitiation,AltDataSourceRestoration,ControlProgramRefName,ControlStateGroupSet,PointPosition,StartControlState,LayoutType,LayoutNumber,StateControlAssnStateNumber,JogPoint,Command,PulseDuration,OperateTime,DesiredEndState,Priority,RetryLimit,AllowedControlState,CntlValidationProgRefName,ValidationVersionNum,IndicationStateGroupSet,IndicationPointPosition,IndicationBitPosition,IndicationLayoutType,IndicationLayoutNumber,ScanBlockRefName,SetEntryNumber,AssocDevicePointNumber,AnalogPointNumber,WarningRequired,WarningAckRequired,WarningMessage,CollectToHistoricalSchedRef,ActionDescriptionSetRef,CircuitLabelName,SubstationName,DeviceTypeName,LongName,AltLongName,Input_Group_Name,DOG_Reference,AlarmProfileReference,OPCTagName,EPDC_Signal_Reference
185000,NO 2 CAPS CONT,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AUTO,All,Z_JERSEY,NULL,NULL,1!2,Yes!No,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 2!Class 15!Class 2,NULL,NULL
185001,NO 2 CAPS OVLD,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NORML,All,Z_JERSEY,NULL,NULL,1!2,No!Yes,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,550,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 2!Class 15!Class 2,NULL,NULL
185002,NO 2 CAPS A TRGT,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RESET,All,Z_JERSEY,NULL,NULL,1!2,No!Yes,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 2!Class 15!Class 2,NULL,NULL
185003,NO 2 CAPS B TRGT,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RESET,All,Z_JERSEY,NULL,NULL,1!2,No!Yes,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 2!Class 15!Class 2,NULL,NULL
185004,NO 2 CAPS C TRGT,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RESET,All,Z_JERSEY,NULL,NULL,1!2,No!Yes,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 2!Class 15!Class 2,NULL,NULL
185005,MCCLOUD CB,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CLOSE,All,Z_JERSEY,NULL,NULL,1!2,Yes!No,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 1!Class 4!Class 1,NULL,NULL
185006,MCCLOUD REC,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AUTO,All,Z_JERSEY,NULL,NULL,1!2,Yes!No,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 3!Class 15!Class 3,NULL,NULL
185007,MCCLOUD POT SEL,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,EBUS,All,Z_JERSEY,NULL,NULL,1!2,Yes!No,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,402,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 3!Class 15!Class 3,NULL,NULL
185008,MCCLOUD GRD RLY,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AUTO,All,Z_JERSEY,NULL,NULL,1!2,Yes!No,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 3!Class 15!Class 3,NULL,NULL
185009,MCCLOUD A TRGT,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RESET,All,Z_JERSEY,NULL,NULL,1!2,No!Yes,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 2!Class 15!Class 2,NULL,NULL
185010,MCCLOUD B TRGT,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RESET,All,Z_JERSEY,NULL,NULL,1!2,No!Yes,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 2!Class 15!Class 2,NULL,NULL
185011,MCCLOUD C TRGT,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RESET,All,Z_JERSEY,NULL,NULL,1!2,No!Yes,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 2!Class 15!Class 2,NULL,NULL
185012,MCCLOUD G TRGT,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RESET,All,Z_JERSEY,NULL,NULL,1!2,No!Yes,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 2!Class 15!Class 2,NULL,NULL
185013,BOLTON CB,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CLOSE,All,Z_JERSEY,NULL,NULL,1!2,Yes!No,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 1!Class 4!Class 1,NULL,NULL
185014,BOLTON REC,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AUTO,All,Z_JERSEY,NULL,NULL,1!2,Yes!No,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 3!Class 15!Class 3,NULL,NULL
185015,BOLTON POT SEL,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,WBUS,All,Z_JERSEY,NULL,NULL,1!2,No!Yes,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,402,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 3!Class 15!Class 3,NULL,NULL
185016,BOLTON GRD RLY,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AUTO,All,Z_JERSEY,NULL,NULL,1!2,Yes!No,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 3!Class 15!Class 3,NULL,NULL
185017,BOLTON A TRGT,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RESET,All,Z_JERSEY,NULL,NULL,1!2,No!Yes,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 2!Class 15!Class 2,NULL,NULL
185018,BOLTON B TRGT,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RESET,All,Z_JERSEY,NULL,NULL,1!2,No!Yes,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 2!Class 15!Class 2,NULL,NULL
185019,BOLTON C TRGT,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RESET,All,Z_JERSEY,NULL,NULL,1!2,No!Yes,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 2!Class 15!Class 2,NULL,NULL
185020,BOLTON G TRGT,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RESET,All,Z_JERSEY,NULL,NULL,1!2,No!Yes,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 2!Class 15!Class 2,NULL,NULL
185021,TWINING CB,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CLOSE,All,Z_JERSEY,NULL,NULL,1!2,Yes!No,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 1!Class 4!Class 1,NULL,NULL
185022,TWINING REC,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AUTO,All,Z_JERSEY,NULL,NULL,1!2,Yes!No,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 3!Class 15!Class 3,NULL,NULL
185023,TWINING POT SEL,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,WBUS,All,Z_JERSEY,NULL,NULL,1!2,No!Yes,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,402,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 3!Class 15!Class 3,NULL,NULL
185024,TWINING GRD RLY,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AUTO,All,Z_JERSEY,NULL,NULL,1!2,Yes!No,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 3!Class 15!Class 3,NULL,NULL
185025,TWINING A TRGT,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RESET,All,Z_JERSEY,NULL,NULL,1!2,No!Yes,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 2!Class 15!Class 2,NULL,NULL
185026,TWINING B TRGT,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RESET,All,Z_JERSEY,NULL,NULL,1!2,No!Yes,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 2!Class 15!Class 2,NULL,NULL
185027,TWINING C TRGT,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RESET,All,Z_JERSEY,NULL,NULL,1!2,No!Yes,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 2!Class 15!Class 2,NULL,NULL
185028,TWINING G TRGT,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RESET,All,Z_JERSEY,NULL,NULL,1!2,No!Yes,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 2!Class 15!Class 2,NULL,NULL
185029,KERNAN CB,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CLOSE,All,Z_JERSEY,NULL,NULL,1!2,Yes!No,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 1!Class 4!Class 1,NULL,NULL
185030,KERNAN REC,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AUTO,All,Z_JERSEY,NULL,NULL,1!2,Yes!No,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 3!Class 15!Class 3,NULL,NULL
185031,KERNAN POT SEL,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,WBUS,All,Z_JERSEY,NULL,NULL,1!2,No!Yes,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,402,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 3!Class 15!Class 3,NULL,NULL
185032,KERNAN GRD RLY,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AUTO,All,Z_JERSEY,NULL,NULL,1!2,Yes!No,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 3!Class 15!Class 3,NULL,NULL
185033,KERNAN A TRGT,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RESET,All,Z_JERSEY,NULL,NULL,1!2,No!Yes,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 2!Class 15!Class 2,NULL,NULL
185034,KERNAN B TRGT,jersey,No,Yes,No,Yes,No,No,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RESET,All,Z_JERSEY,NULL,NULL,1!2,No!Yes,NULL,Calc,ALL-LIGHTHIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!2!3,Class 2!Class 15!Class 2,NULL,NULL
