PointNumber,PointName,LogicalDisplayReference,InitialValue,PropagateInitialValue,SetNonUpdate,ManualOverride,ManualEntry,Events,SmoothingConstant,AlarmDeadBand,ContinuousRecordingDeadband,DisturbanceDeadband,AssetID,PICollection,PIValueTag,PIQualityStorage,PIQualityTag,PIDeadband,ZeroDither,ScalingConversionType,SuppressedZeroThreshold,eDNACollection,eDNAExtIdentifier,eDNAQualityStorage,eDNASecurityGroup,eDNADeadband,PI_ExcMax,ProficyCollection,ProficyTagName,ProficyQualityStorage,ProficyDeadband,Subsecond_Data,TimeBasedAlarmDelay,COBECollection,COBEDeadband,URLtype,URLDescription,URL,LogRoutAssnRefName,StationName,GroupName,TriggerRefName,MapboardFunctionGroup,LoLimitReasonability,HiLimitReasonability,UnitName,DataDivisionRefName,DeltaLimitValue,DeltaTimePeriod,TimeDeadband,DeltaMultiplierValue,DisplaySign,InvertSign,PowerArrow,ArrowOrientation,DisplayPoint,DecimalDigits,FieldWidth,AORRefName,MenuRefNumber,AltDataSourcePriority,AltDataSourcePointType,AltDataSourceIdentifier,ReverseSign,AltDataSourceUtilPointType,UtilizationIdentifier,AltDataSourceInitiation,AltDataSourceRestoration,OpcharReferenceName,DeviationCheckDelay,DeviationPercent,Priority,RetryLimit,PointPosition,LayoutType,LayoutNumber,ResetSubstitution,ControlOffset,ControlCoefficient,ControlTransducerType,RawCountDelta,IndicationConversionType,IndicationOffset,IndicationCoefficient1,IndicationCoefficient2,IndicationCoefficient3,IndicationCoefficient4,IndicationCoefficient5,IndicationTransducerType,AnalogDriftRefName,IndicationPointPosition,IndicationLayoutType,IndicationLayoutNumber,IndicationScanBlockRefName,CollectToHistoricalSchedRef,RLControlProgramRefName,ControlStateGroupSet,RLPointPosition,StartControlState,RLLayoutType,RLLayoutNumber,StateControlAssnStateNumber,JogPoint,Command,PulseDuration,OperateTime,DesiredEndState,RLPriority,RLRetryLimit,CntlValidationProgRefName,ValidationVersionNum,WarningRequired,WarningAckRequired,WarningMessage,ActionDescriptionSetRef,CircuitLabelName,SubstationName,DeviceTypeName,LongName,AltLongName,Input_Group_Name,DAL_Control_PointNumber,Limit_Name,Limit_Number,Limit_Processing,Program_Name,High_Limit_4,High_Limit_3,High_Limit_2,High_Limit_1,Low_Limit_1,Low_Limit_2,Low_Limit_3,Low_Limit_4,Percent_Of_Ana_Pnt_Lims,Limits_Analog_Point,DOG_Reference,AlarmProfileReference,OPCTagName,EPDC_Signal_Reference
223940,NO.1 BK 66/12KV MVAR,MACARTHURS3,0,No,Yes,No,Yes,No,NULL,0.0247525,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,All,Z_MACARTHUR S3,NULL,NULL,NULL,-90.9,90.9,MVAR,Calc,NULL,NULL,NULL,NULL,No,No,No,NULL,Yes,0,7,ALL-SANTIAGO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,State_0,0,Values,NULL,NULL,NULL,NULL,45,-45,NULL,NULL,NULL,NULL,NULL,1!2!3,EMS Analog DOG 1!EMS Analog DOG 2!EMS Analog DOG 3,NULL,NULL
223941,NO.1 BK 66/12KV KV AB,MACARTHURS3,0,No,Yes,No,Yes,No,NULL,0.0113449,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,All,Z_MACARTHUR S3,NULL,NULL,NULL,-14.544,14.544,KV,Calc,NULL,NULL,NULL,NULL,No,No,No,NULL,Yes,3,7,ALL-SANTIAGO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,State_0,0,Values,NULL,NULL,NULL,NULL,13.2,6.6,NULL,NULL,NULL,NULL,NULL,1!2!3,EMS Analog DOG 1!EMS Analog DOG 2!EMS Analog DOG 3,NULL,NULL
223942,NO.1 BK 66/12KV KV BC,MACARTHURS3,0,No,Yes,No,Yes,No,NULL,0.0113449,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,All,Z_MACARTHUR S3,NULL,NULL,NULL,-14.544,14.544,KV,Calc,NULL,NULL,NULL,NULL,No,No,No,NULL,Yes,3,7,ALL-SANTIAGO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,State_0,0,Values,NULL,NULL,NULL,NULL,13.2,6.6,NULL,NULL,NULL,NULL,NULL,1!2!3,EMS Analog DOG 1!EMS Analog DOG 2!EMS Analog DOG 3,NULL,NULL
223943,NO.1 BK 66/12KV KV CA,MACARTHURS3,0,No,Yes,No,Yes,No,NULL,0.0113449,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,All,Z_MACARTHUR S3,NULL,NULL,NULL,-14.544,14.544,KV,Calc,NULL,NULL,NULL,NULL,No,No,No,NULL,Yes,3,7,ALL-SANTIAGO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,State_0,0,Values,NULL,NULL,NULL,NULL,13.2,6.6,NULL,NULL,NULL,NULL,NULL,1!2!3,EMS Analog DOG 1!EMS Analog DOG 2!EMS Analog DOG 3,NULL,NULL
223944,NO.1 BK 66/12KV T OIL N,MACARTHURS3,0,No,Yes,No,Yes,No,NULL,0.0165017,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,All,Z_MACARTHUR S3,NULL,NULL,NULL,-151.5,151.5,DEG C,Calc,NULL,NULL,NULL,NULL,No,No,No,NULL,Yes,1,7,ALL-SANTIAGO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,State_0,0,Values,NULL,NULL,NULL,NULL,100,0,NULL,NULL,NULL,NULL,NULL,1!2!3,EMS Analog DOG 1!EMS Analog DOG 2!EMS Analog DOG 3,NULL,NULL
223945,NO.1 BK 66/12KV T OIL S,MACARTHURS3,0,No,Yes,No,Yes,No,NULL,0.0165017,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,All,Z_MACARTHUR S3,NULL,NULL,NULL,-151.5,151.5,DEG C,Calc,NULL,NULL,NULL,NULL,No,No,No,NULL,Yes,1,7,ALL-SANTIAGO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,State_0,0,Values,NULL,NULL,NULL,NULL,100,0,NULL,NULL,NULL,NULL,NULL,1!2!3,EMS Analog DOG 1!EMS Analog DOG 2!EMS Analog DOG 3,NULL,NULL
223946,NO.3 BK 66/12KV IA,MACARTHURS3,0,No,Yes,No,Yes,No,NULL,0.0123762,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,All,Z_MACARTHUR S3,NULL,NULL,NULL,-6060,6060,AMPS,Calc,NULL,NULL,NULL,NULL,No,No,No,NULL,Yes,0,7,ALL-SANTIAGO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,State_0,0,Values,NULL,NULL,NULL,NULL,3000,0,NULL,NULL,NULL,NULL,NULL,1!2!3,EMS Analog DOG 1!EMS Analog DOG 2!EMS Analog DOG 3,NULL,NULL
223947,NO.3 BK 66/12KV IB,MACARTHURS3,0,No,Yes,No,Yes,No,NULL,0.0123762,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,All,Z_MACARTHUR S3,NULL,NULL,NULL,-6060,6060,AMPS,Calc,NULL,NULL,NULL,NULL,No,No,No,NULL,Yes,0,7,ALL-SANTIAGO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,State_0,0,Values,NULL,NULL,NULL,NULL,3000,0,NULL,NULL,NULL,NULL,NULL,1!2!3,EMS Analog DOG 1!EMS Analog DOG 2!EMS Analog DOG 3,NULL,NULL
223948,NO.3 BK 66/12KV IC,MACARTHURS3,0,No,Yes,No,Yes,No,NULL,0.0123762,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,All,Z_MACARTHUR S3,NULL,NULL,NULL,-6060,6060,AMPS,Calc,NULL,NULL,NULL,NULL,No,No,No,NULL,Yes,0,7,ALL-SANTIAGO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,State_0,0,Values,NULL,NULL,NULL,NULL,3000,0,NULL,NULL,NULL,NULL,NULL,1!2!3,EMS Analog DOG 1!EMS Analog DOG 2!EMS Analog DOG 3,NULL,NULL
223949,NO.3 BK 12KV IG,MACARTHURS3,0,No,Yes,No,Yes,No,NULL,0.0123762,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,All,Z_MACARTHUR S3,NULL,NULL,NULL,-1212,1212,AMPS,Calc,NULL,NULL,NULL,NULL,No,No,No,NULL,Yes,0,7,ALL-SANTIAGO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,State_0,0,Values,NULL,NULL,NULL,NULL,600,0,NULL,NULL,NULL,NULL,NULL,1!2!3,EMS Analog DOG 1!EMS Analog DOG 2!EMS Analog DOG 3,NULL,NULL
223950,NO.3 BK 66/12KV MW,MACARTHURS3,0,No,Yes,No,Yes,No,NULL,0.0247525,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,All,Z_MACARTHUR S3,NULL,NULL,NULL,-90.9,90.9,MW,Calc,NULL,NULL,NULL,NULL,No,No,No,NULL,Yes,0,7,ALL-SANTIAGO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,State_0,0,Values,NULL,NULL,NULL,NULL,45,-45,NULL,NULL,NULL,NULL,NULL,1!2!3,EMS Analog DOG 1!EMS Analog DOG 2!EMS Analog DOG 3,NULL,NULL
223951,NO.3 BK 66/12KV MVAR,MACARTHURS3,0,No,Yes,No,Yes,No,NULL,0.0247525,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,All,Z_MACARTHUR S3,NULL,NULL,NULL,-90.9,90.9,MVAR,Calc,NULL,NULL,NULL,NULL,No,No,No,NULL,Yes,0,7,ALL-SANTIAGO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,State_0,0,Values,NULL,NULL,NULL,NULL,45,-45,NULL,NULL,NULL,NULL,NULL,1!2!3,EMS Analog DOG 1!EMS Analog DOG 2!EMS Analog DOG 3,NULL,NULL
223952,NO.3 BK 66/12KV KV AB,MACARTHURS3,0,No,Yes,No,Yes,No,NULL,0.0113449,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,All,Z_MACARTHUR S3,NULL,NULL,NULL,-14.544,14.544,KV,Calc,NULL,NULL,NULL,NULL,No,No,No,NULL,Yes,3,7,ALL-SANTIAGO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,State_0,0,Values,NULL,NULL,NULL,NULL,13.2,6.6,NULL,NULL,NULL,NULL,NULL,1!2!3,EMS Analog DOG 1!EMS Analog DOG 2!EMS Analog DOG 3,NULL,NULL
223953,NO.3 BK 66/12KV KV BC,MACARTHURS3,0,No,Yes,No,Yes,No,NULL,0.0113449,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,All,Z_MACARTHUR S3,NULL,NULL,NULL,-14.544,14.544,KV,Calc,NULL,NULL,NULL,NULL,No,No,No,NULL,Yes,3,7,ALL-SANTIAGO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,State_0,0,Values,NULL,NULL,NULL,NULL,13.2,6.6,NULL,NULL,NULL,NULL,NULL,1!2!3,EMS Analog DOG 1!EMS Analog DOG 2!EMS Analog DOG 3,NULL,NULL
223954,NO.3 BK 66/12KV KV CA,MACARTHURS3,0,No,Yes,No,Yes,No,NULL,0.0113449,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,All,Z_MACARTHUR S3,NULL,NULL,NULL,-14.544,14.544,KV,Calc,NULL,NULL,NULL,NULL,No,No,No,NULL,Yes,3,7,ALL-SANTIAGO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,State_0,0,Values,NULL,NULL,NULL,NULL,13.2,6.6,NULL,NULL,NULL,NULL,NULL,1!2!3,EMS Analog DOG 1!EMS Analog DOG 2!EMS Analog DOG 3,NULL,NULL
223955,NO.3 BK 66/12KV T OIL N,MACARTHURS3,0,No,Yes,No,Yes,No,NULL,0.0165017,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,All,Z_MACARTHUR S3,NULL,NULL,NULL,-151.5,151.5,DEG C,Calc,NULL,NULL,NULL,NULL,No,No,No,NULL,Yes,1,7,ALL-SANTIAGO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,State_0,0,Values,NULL,NULL,NULL,NULL,100,0,NULL,NULL,NULL,NULL,NULL,1!2!3,EMS Analog DOG 1!EMS Analog DOG 2!EMS Analog DOG 3,NULL,NULL
223956,NO.3 BK 66/12KV T OIL S,MACARTHURS3,0,No,Yes,No,Yes,No,NULL,0.0165017,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,All,Z_MACARTHUR S3,NULL,NULL,NULL,-151.5,151.5,DEG C,Calc,NULL,NULL,NULL,NULL,No,No,No,NULL,Yes,1,7,ALL-SANTIAGO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,State_0,0,Values,NULL,NULL,NULL,NULL,100,0,NULL,NULL,NULL,NULL,NULL,1!2!3,EMS Analog DOG 1!EMS Analog DOG 2!EMS Analog DOG 3,NULL,NULL
223957,TOTAL 12KV MWH,MACARTHURS3,0,No,Yes,No,Yes,No,NULL,0.0498994,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,All,Z_MACARTHUR S3,NULL,NULL,NULL,-65.535,65600.5,MWH,Calc,NULL,NULL,NULL,NULL,No,No,No,NULL,Yes,0,7,ALL-SANTIAGO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,State_0,0,Values,NULL,NULL,NULL,NULL,65534,0,NULL,NULL,NULL,NULL,NULL,1!2!3,EMS Analog DOG 1!EMS Analog DOG 2!EMS Analog DOG 3,NULL,NULL
223958,12KV PAR IA,MACARTHURS3,0,No,Yes,No,Yes,No,NULL,0.0123762,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,All,Z_MACARTHUR S3,NULL,NULL,NULL,-4040,4040,AMPS,Calc,NULL,NULL,NULL,NULL,No,No,No,NULL,Yes,0,7,ALL-SANTIAGO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,State_0,0,Values,NULL,NULL,NULL,NULL,2000,0,NULL,NULL,NULL,NULL,NULL,1!2!3,EMS Analog DOG 1!EMS Analog DOG 2!EMS Analog DOG 3,NULL,NULL
223959,12KV PAR IB,MACARTHURS3,0,No,Yes,No,Yes,No,NULL,0.0123762,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,All,Z_MACARTHUR S3,NULL,NULL,NULL,-4040,4040,AMPS,Calc,NULL,NULL,NULL,NULL,No,No,No,NULL,Yes,0,7,ALL-SANTIAGO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,State_0,0,Values,NULL,NULL,NULL,NULL,2000,0,NULL,NULL,NULL,NULL,NULL,1!2!3,EMS Analog DOG 1!EMS Analog DOG 2!EMS Analog DOG 3,NULL,NULL
223960,12KV PAR IC,MACARTHURS3,0,No,Yes,No,Yes,No,NULL,0.0123762,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,All,Z_MACARTHUR S3,NULL,NULL,NULL,-4040,4040,AMPS,Calc,NULL,NULL,NULL,NULL,No,No,No,NULL,Yes,0,7,ALL-SANTIAGO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,State_0,0,Values,NULL,NULL,NULL,NULL,2000,0,NULL,NULL,NULL,NULL,NULL,1!2!3,EMS Analog DOG 1!EMS Analog DOG 2!EMS Analog DOG 3,NULL,NULL
