DeviceName,SwitchGroupName,PhaseCode,ConnectedNode1,ConnectedNode2,ConnectedNode3,AlarmEnabled,SuppressActAlm,SuppressHisAlm,OptCont,OptLoadTran,BreakpointSwitch,AutoProtectionSwitch,SwitchTypeName,Ganged,NormalState,OpenState,CloseState,OtherState,NormalStateA,NormalStateB,NormalStateC,SubstationName,FeederName,AORRefName,VoltageLimitName
NO.6 CAPS SW_1036,EMS,ABC,en_1530138,en_1530138_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.3 CAPS SW_1037,EMS,ABC,en_1530212,en_1530212_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.4 CAPS SW_1038,EMS,ABC,en_1530214,en_1530214_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.2 CAPS SW_1044,EMS,ABC,en_1536621,en_1536621_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.4 CAPS SW_1045,EMS,ABC,en_1536641,en_1536641_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.6 CAPS SW_1046,EMS,ABC,en_1536661,en_1536661_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.7 CAPS SW_1047,EMS,ABC,en_1536671,en_1536671_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.1 CAPS SW_1050,EMS,ABC,en_1542603,en_1542603_SH,NULL,N,Y,Y,N,Y,N,N,DISC_33.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.2 CAPS SW_1051,EMS,ABC,en_1542606,en_1542606_SH,NULL,N,Y,Y,N,Y,N,N,DISC_33.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NULL_1502,EMS,ABC,en_4011612,en_4011612_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NULL_1503,EMS,ABC,en_4011622,en_4011622_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.2 CAPS SW_1601,EMS,ABC,en_4301124,en_4301124_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.1 CAPS 12KV SW_1606,EMS,ABC,en_4103612,en_4103612_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.2 CAPS 12KV SW_1607,EMS,ABC,en_4103622,en_4103622_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.4 CAPS 12KV SW_1608,EMS,ABC,en_4103632,en_4103632_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.5 CAPS 12KV SW_1609,EMS,ABC,en_4103642,en_4103642_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.1 CAPS 12KV CB_1613,EMS,ABC,en_3318612,en_3318612_SH,NULL,N,Y,Y,N,Y,N,N,CB_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
CRATER CAP 1_DISC_1625,EMS,ABC,en_4114610,en_4114610_SH,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
CRATER CAP 2_DISC_1626,EMS,ABC,en_4114620,en_4114620_SH,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.6 CAPS SW_1647,EMS,ABC,en_4129662,en_4129662_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.7 CAPS SW_1648,EMS,ABC,en_4129672,en_4129672_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.1 CAPS SW_1649,EMS,ABC,en_4130612,en_4130612_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.2 CAPS CB_1663,EMS,ABC,en_4143611,en_4143611_SH,NULL,N,Y,Y,N,Y,N,N,CB_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
AQUEDUCT CAP 1_DISC_1665,EMS,ABC,en_4147612,en_4147612_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
AQUEDUCT CAP 2_DISC_1666,EMS,ABC,en_4147622,en_4147622_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
AQUEDUCT CAP 3_DISC_1667,EMS,ABC,en_4147632,en_4147632_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
HESPERIA CAP 1_DISC_1668,EMS,ABC,en_4148612,en_4148612_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.1 CAPS SW_1672,EMS,ABC,en_4158611,en_4158611_SH,NULL,N,Y,Y,N,Y,N,N,DISC_33.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.1 CAPS SW_1701,EMS,ABC,en_4301133,en_4301133_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.1 CAPS 12KV SW_1703,EMS,ABC,en_4202612,en_4202612_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.2 CAPS 12KV CB_1704,EMS,ABC,en_4202621,en_4202621_SH,NULL,N,Y,Y,N,Y,N,N,CB_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.3 CAPS 12KV SW_1705,EMS,ABC,en_4202632,en_4202632_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
MILLIKEN CAP 1_DISC_1706,EMS,ABC,en_4203612,en_4203612_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
MILLIKEN CAP 2_DISC_1707,EMS,ABC,en_4203622,en_4203622_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
MILLIKEN CAP 3_DISC_1708,EMS,ABC,en_4203632,en_4203632_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
MILLIKEN CAP 5_DISC_1709,EMS,ABC,en_4203642,en_4203642_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.1 CAP 16KV CB_1724,EMS,ABC,en_4214610,en_4214610_SH,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.2 CAP 16KV CB_1725,EMS,ABC,en_4214620,en_4214620_SH,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
POTRERO CAP 1A_DISC_1727,EMS,ABC,en_4216612,en_4216612_SH,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
POTRERO CAP 1B_DISC_1728,EMS,ABC,en_4216613,en_4216613_SH,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.2A CAP 16KV CB_1729,EMS,ABC,en_4216622,en_4216622_SH,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.2B CAP 16KV CB_1730,EMS,ABC,en_4216624,en_4216624_SH,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.1 CAPS CB_1744,EMS,ABC,en_4231612,en_4231612_SH,NULL,N,Y,Y,N,Y,N,N,CB_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.2 CAPS 12KV CB_1753,EMS,ABC,en_3421621,en_3421621_SH,NULL,N,Y,Y,N,Y,N,N,CB_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.10 CAPS CB_1806,EMS,ABC,en_1573614,en_1573614_SH,NULL,N,Y,Y,N,Y,N,N,CB_33.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.11 CAPS CB_1807,EMS,ABC,en_1573613,en_1573613_SH,NULL,N,Y,Y,N,Y,N,N,CB_33.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.1 CAPS CB_2014,EMS,ABC,en_3010601,en_3010601_SH,NULL,N,Y,Y,N,Y,N,N,CB_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.2 CAPS SW_2015,EMS,ABC,en_3010600,en_3010600_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO 1 CAPS SWITCH_2023,EMS,ABC,en_3013603,en_3013603_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO 2 CAPS SWITCH_2024,EMS,ABC,en_3013606,en_3013606_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.3 CAPS CB_2025,EMS,ABC,en_3013609,en_3013609_SH,NULL,N,Y,Y,N,Y,N,N,CB_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.4 CAPS CB_2026,EMS,ABC,en_3013612,en_3013612_SH,NULL,N,Y,Y,N,Y,N,N,CB_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO 1 CAPS SWITCH_2028,EMS,ABC,en_3015602,en_3015602_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO 2 CAPS SWITCH_2029,EMS,ABC,en_3015604,en_3015604_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO 3 CAPS SWITCH_2030,EMS,ABC,en_3015606,en_3015606_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.4 CAPS SW_2031,EMS,ABC,en_3015608,en_3015608_SH,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.1 CAPS CB_2036,EMS,ABC,en_3018601,en_3018601_SH,NULL,N,Y,Y,N,Y,N,N,CB_12.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
RUNNING SPRINGS CAP 2_DISC_2037,EMS,ABC,en_3022621,en_3022621_SH,NULL,N,Y,Y,N,Y,N,N,DISC_33.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
#2 CAPS SW_2048,EMS,ABC,en_3512622,en_3512622_SH,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
#1 CAPS SW_2049,EMS,ABC,en_3512612,en_3512612_SH,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.1 CAPS SW_2058,EMS,ABC,en_3037617,en_3037617_SH,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.2 CAPS SW_2059,EMS,ABC,en_3037618,en_3037618_SH,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.5 CAPS SW_2060,EMS,ABC,en_3037619,en_3037619_SH,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.6 CAPS SW_2061,EMS,ABC,en_3037620,en_3037620_SH,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.1 CAPS CB_2065,EMS,ABC,en_3039612,en_3039612_SH,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO 2 CAPS SWITCH_2066,EMS,ABC,en_3039622,en_3039622_SH,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
