DeviceName,SwitchGroupName,PhaseCode,ConnectedNode1,ConnectedNode2,ConnectedNode3,AlarmEnabled,SuppressActAlm,SuppressHisAlm,OptCont,OptLoadTran,BreakpointSwitch,AutoProtectionSwitch,SwitchTypeName,Ganged,NormalState,OpenState,CloseState,OtherState,NormalStateA,NormalStateB,NormalStateC,SubstationName,FeederName,AORRefName,VoltageLimitName
NO.1 BK 12KV CB RACKED IN/OUT_72,EMS,ABC,en_613996,en_613995,NULL,N,Y,Y,N,Y,N,N,CB_12.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.1 BK 12KV CB_169,EMS,ABC,en_613995,en_613999,NULL,N,Y,Y,N,Y,N,N,CB_12.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
GREAT PARK 12KV OPBUS DSC_519,EMS,ABC,en_3297999,en_3297601,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
GREAT PARK INRBUS DSC_520,EMS,ABC,en_3297601,en_3297500,NULL,N,Y,Y,N,Y,N,N,DISC_12.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
MAYO W BUS DISC_7160,EMS,ABC,en_252999,en_252100,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
MAYO LINE DISC_7161,EMS,ABC,en_252101,en_252005,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
MAYO T BUS DISC_7162,EMS,ABC,en_252005,en_252050,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
MAYO E BUS DISC_7163,EMS,ABC,en_252100,en_252500,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
#1 BK 16 W BUS DISC_7164,EMS,ABC,en_252999,en_252102,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
#1 BK 16 BANK DISC_7165,EMS,ABC,en_252103,en_252006,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
#1 BK 16 T BUS DISC_7166,EMS,ABC,en_252006,en_252050,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
#1 BK 16 E BUS DISC_7167,EMS,ABC,en_252102,en_252500,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
TROCHU W BUS DISC_7168,EMS,ABC,en_252999,en_252104,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
TROCHU LINE DISC_7169,EMS,ABC,en_252105,en_252007,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
TROCHU T BUS DISC_7170,EMS,ABC,en_252007,en_252050,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
TROCHU E BUS DISC_7171,EMS,ABC,en_252104,en_252500,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
KENWOOD W BUS DISC_7172,EMS,ABC,en_252999,en_252106,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
KENWOOD LINE DISC_7173,EMS,ABC,en_252107,en_252008,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
KENWOOD T BUS DISC_7174,EMS,ABC,en_252008,en_252050,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
KENWOOD E BUS DISC_7175,EMS,ABC,en_252106,en_252500,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
BUS TIE 16 W BUS DISC_7176,EMS,ABC,en_252999,en_252108,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
BUS TIE 16 POST DISC_7177,EMS,ABC,en_252108,en_252109,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
BUS TIE 16 T BUS DISC_7178,EMS,ABC,en_252009,en_252050,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
BUS TIE 16 E BUS DISC_7179,EMS,ABC,en_252108,en_252500,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
WINONA W BUS DISC_7180,EMS,ABC,en_252999,en_252111,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
WINONA LINE DISC_7181,EMS,ABC,en_252112,en_252010,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
WINONA T BUS DISC_7182,EMS,ABC,en_252010,en_252050,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
WINONA E BUS DISC_7183,EMS,ABC,en_252111,en_252500,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
GIBSON W BUS DISC_7184,EMS,ABC,en_252999,en_252113,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
GIBSON LINE DISC_7185,EMS,ABC,en_252114,en_252011,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
GIBSON T BUS DISC_7186,EMS,ABC,en_252011,en_252050,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
GIBSON E BUS DISC_7187,EMS,ABC,en_252113,en_252500,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
#2 BK 16 W BUS DISC_7188,EMS,ABC,en_252999,en_252115,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
#2 BK 16 BANK DISC_7189,EMS,ABC,en_252116,en_252012,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
#2 BK 16 T BUS DISC_7190,EMS,ABC,en_252012,en_252050,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
#2 BK 16 E BUS DISC_7191,EMS,ABC,en_252115,en_252500,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
ATLANTIC W BUS DISC_7192,EMS,ABC,en_252999,en_252117,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
ATLANTIC LINE DISC_7193,EMS,ABC,en_252118,en_252013,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
ATLANTIC T BUS DISC_7194,EMS,ABC,en_252013,en_252050,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
ATLANTIC E BUX DISC_7195,EMS,ABC,en_252117,en_252500,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
COLYER W BUS DISC_7196,EMS,ABC,en_252999,en_252119,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
COLYER LINE DISC_7197,EMS,ABC,en_252120,en_252014,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
COLYER T BUS DISC_7198,EMS,ABC,en_252014,en_252050,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
COLYER E BUS DISC_7199,EMS,ABC,en_252119,en_252500,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
WILDCAT W BUS DISC_7200,EMS,ABC,en_252999,en_252121,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
WILDCAT LINE DISC_7201,EMS,ABC,en_252122,en_252015,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
WILDCAT T BUS DISC_7202,EMS,ABC,en_252015,en_252050,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
WILDCAT E BUS DISC_7203,EMS,ABC,en_252121,en_252500,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
BUS PARALEL 16 W BUS DIS_7204,EMS,ABC,en_252999,en_252123,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
BUS PARALEL 16 E BUS DIS_7205,EMS,ABC,en_252124,en_252500,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
#2 CAPS BUS DISC_7206,EMS,ABC,en_252999,en_252610,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
#1 CAPS BUS DISC_7208,EMS,ABC,en_252500,en_252611,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
MAYO 16KV CB_7211,EMS,ABC,en_252100,en_252101,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.1 BK 16KV CB_7212,EMS,ABC,en_252102,en_252103,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
TROCHU 16KV CB_7213,EMS,ABC,en_252104,en_252105,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
KENWOOD 16KV CB_7214,EMS,ABC,en_252106,en_252107,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
B.T. 16KV CB_7215,EMS,ABC,en_252109,en_252009,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
WINONA 16KV CB_7216,EMS,ABC,en_252111,en_252112,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
GIBSON 16KV CB_7217,EMS,ABC,en_252113,en_252114,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.2 BK 16KV CB_7218,EMS,ABC,en_252115,en_252116,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
ATLANTIC 16KV CB_7219,EMS,ABC,en_252117,en_252118,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
COLYER 16KV CB_7220,EMS,ABC,en_252119,en_252120,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
WILDCAT 16KV CB_7221,EMS,ABC,en_252121,en_252122,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
16 BUS PARL CB_7222,EMS,ABC,en_252123,en_252124,NULL,N,Y,Y,N,Y,N,N,CB_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
N2 CAPACITOR BK CB_7223,EMS,ABC,en_252620,en_252621,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
N1 CAPACITOR BK CB_7224,EMS,ABC,en_252611,en_252612,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
#2 BK 16 E ISOL DISC_7225,EMS,ABC,en_252702,en_252703,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
#2 BK 16 W ISOL DISC_7226,EMS,ABC,en_252701,en_252703,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
#3 BK 4 BUS DISC_7228,EMS,ABC,en_253999,en_253100,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
#3 BK 4 BANK DISC_7229,EMS,ABC,en_253101,en_253004,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
#3 BK 4 T BUS DISC_7230,EMS,ABC,en_253004,en_253050,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
GUN LOCK BUS DISC_7231,EMS,ABC,en_253999,en_253102,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
GUN LOCK LINE DISC_7232,EMS,ABC,en_253103,en_253005,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
GUN LOCK T BUS DISC_7233,EMS,ABC,en_253005,en_253050,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
AB SECT 4 BUS DISC_7234,EMS,ABC,en_253999,en_253998,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
AGNES BUS DISC_7235,EMS,ABC,en_253999,en_253104,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
AGNES LINE DISC_7236,EMS,ABC,en_253105,en_253006,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
AGNES T BUS DISC_7237,EMS,ABC,en_253006,en_253050,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
BC SECT 4 BUS DISC_7238,EMS,ABC,en_253998,en_253997,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
BUS TIE 4 BUS DISC_7239,EMS,ABC,en_253998,en_253007,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
BUS TIE 4 POST DISC_7240,EMS,ABC,en_253007,en_253106,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
BUS TIE 4 T BUS DISC_7241,EMS,ABC,en_253107,en_253050,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
#4 BK 4 BUS DISC_7242,EMS,ABC,en_253997,en_253108,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
#4 BK 4 BANK DISC_7243,EMS,ABC,en_253109,en_253008,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
#4 BK 4 T BUS DISC_7244,EMS,ABC,en_253008,en_253050,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
PATTIE BUS DISC_7245,EMS,ABC,en_253997,en_253110,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
PATTIE BANK DISC_7246,EMS,ABC,en_253111,en_253009,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
PATTIE T BUS DISC_7247,EMS,ABC,en_253009,en_253050,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
RAYBORN BUS DISC_7248,EMS,ABC,en_253997,en_253112,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
RAYBORN LINE DISC_7249,EMS,ABC,en_253113,en_253010,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
RAYBORN T BUS DISC_7250,EMS,ABC,en_253010,en_253050,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
TUCKER BUS DISC_7251,EMS,ABC,en_253997,en_253114,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
TUCKER LINE DISC_7252,EMS,ABC,en_253115,en_253011,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
TUCKER T BUS DISC_7253,EMS,ABC,en_253011,en_253050,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
ADA BUS DISC_7254,EMS,ABC,en_253997,en_253116,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
ADA LINE DISC_7255,EMS,ABC,en_253117,en_253012,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
ADA T BUS DISC_7256,EMS,ABC,en_253012,en_253050,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.3 BK 4KV CB_7259,EMS,ABC,en_253100,en_253101,NULL,N,Y,Y,N,Y,N,N,CB_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
GUNLOCK 4KV CB_7260,EMS,ABC,en_253102,en_253103,NULL,N,Y,Y,N,Y,N,N,CB_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
AGNES 4KV CB_7261,EMS,ABC,en_253104,en_253105,NULL,N,Y,Y,N,Y,N,N,CB_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
B.T. 4KV CB_7262,EMS,ABC,en_253106,en_253107,NULL,N,Y,Y,N,Y,N,N,CB_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.4 BK 4KV CB_7263,EMS,ABC,en_253108,en_253109,NULL,N,Y,Y,N,Y,N,N,CB_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
PATTIE 4KV CB_7264,EMS,ABC,en_253110,en_253111,NULL,N,Y,Y,N,Y,N,N,CB_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
RAYBORN 4KV CB_7265,EMS,ABC,en_253112,en_253113,NULL,N,Y,Y,N,Y,N,N,CB_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
TUCKER 4KV CB_7266,EMS,ABC,en_253114,en_253115,NULL,N,Y,Y,N,Y,N,N,CB_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
ADA 4KV CB_7267,EMS,ABC,en_253116,en_253117,NULL,N,Y,Y,N,Y,N,N,CB_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
4KV CAP 1  DISC_7273,EMS,ABC,en_255999,en_255610,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
4KV CAP 1  CB_7274,EMS,ABC,en_255610,en_255611,NULL,N,Y,Y,N,Y,N,N,CB_4.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.1 BK 4KV CB_7275,EMS,ABC,en_255999,en_255002,NULL,N,Y,Y,N,Y,N,N,CB_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
SLOAN 4KV CB_7276,EMS,ABC,en_255999,en_255003,NULL,N,Y,Y,N,Y,N,N,CB_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
4KV SLOAN TBUS DISC_7277,EMS,ABC,en_255003,en_255050,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
CRANE 4KV CB_7278,EMS,ABC,en_255998,en_255007,NULL,N,Y,Y,N,Y,N,N,CB_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
4KV CRANE TBUS DISC_7279,EMS,ABC,en_255007,en_255050,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
STOCKWELL 4KV CB_7280,EMS,ABC,en_255998,en_255008,NULL,N,Y,Y,N,Y,N,N,CB_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
4 STOCKWL TBUS DISC_7281,EMS,ABC,en_255008,en_255050,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
NO.2 BK 4KV CB_7282,EMS,ABC,en_255998,en_255009,NULL,N,Y,Y,N,Y,N,N,CB_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
4KV CAP 2  DISC_7283,EMS,ABC,en_255998,en_255620,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
4KV CAP 2  CB_7284,EMS,ABC,en_255620,en_255621,NULL,N,Y,Y,N,Y,N,N,CB_4.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
B.T. 4KV CB_7285,EMS,ABC,en_255999,en_255998,NULL,N,Y,Y,N,Y,N,N,CB_4.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
4KV SECT  BYPS DISC_7286,EMS,ABC,en_255999,en_255998,NULL,N,Y,Y,N,Y,N,N,DISC_4.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
DONNA 16KV OTR BS DSC_7311,EMS,ABC,en_257999,en_257100,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
DONNA 16KV LN DSC_7312,EMS,ABC,en_257101,en_257005,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
DONNA 16KV TBS DSC_7313,EMS,ABC,en_257005,en_257050,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
DONNA 16KV INR BS DSC_7314,EMS,ABC,en_257100,en_257500,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
JENKINS 16 OTR BS DSC_7315,EMS,ABC,en_257999,en_257102,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Open,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
JENKINS 16 LN DSC_7316,EMS,ABC,en_257103,en_257006,NULL,N,Y,Y,N,Y,N,N,DISC_16.0_EMS,NULL,Closed,Open,Closed,NULL,NULL,NULL,NULL,,NULL,All,NULL
