DeviceName,CableGroupName,PhaseCode,ConnectedNode1,ConnectedNode2,AlarmEnabled,Length,CableTypeName,DeviceLimitName,SubstationName,FeederName,AORRefName,VoltageLimitName
DEEP CREEK_HEADNODE,,,en_3573052,cbr_2148114,,,BUS_12KV,,APPLE_VALLEY,,,VOLTAGELIMIT_12KV
TONTO_HEADNODE,,,en_3573053,cbr_2187203,,,BUS_12KV,,APPLE_VALLEY,,,VOLTAGELIMIT_12KV
CHOICEANNA_HEADNODE,,,en_3573054,cbr_2166117,,,BUS_12KV,,APPLE_VALLEY,,,VOLTAGELIMIT_12KV
JESS_HEADNODE,,,en_3573055,cbr_2162588,,,BUS_12KV,,APPLE_VALLEY,,,VOLTAGELIMIT_12KV
DELORO_HEADNODE,,,en_3573057,cbr_2148115,,,BUS_12KV,,APPLE_VALLEY,,,VOLTAGELIMIT_12KV
TUSSING_HEADNODE,,,en_3573058,cbr_2190617,,,BUS_12KV,,APPLE_VALLEY,,,VOLTAGELIMIT_12KV
KIOWA_HEADNODE,,,en_3573060,cbr_2173475,,,BUS_12KV,,APPLE_VALLEY,,,VOLTAGELIMIT_12KV
CUSHENBURY_HEADNODE,,,en_3505207,cbr_2149218,,,BUS_33KV,,COTTONWOOD,,,VOLTAGELIMIT_33KV
GOBAR_HEADNODE,,,en_3505202,cbr_2161537,,,BUS_33KV,,COTTONWOOD,,,VOLTAGELIMIT_33KV
CAMPROCK_HEADNODE,,,en_3505205,cbr_2138606,,,BUS_33KV,,COTTONWOOD,,,VOLTAGELIMIT_33KV
DOBLE_HEADNODE,,,en_3505066,cbr_2166853,,,BUS_33KV,,COTTONWOOD,,,VOLTAGELIMIT_33KV
PETERBILT_HEADNODE,,,en_3571058,cbr_2184640,,,BUS_12KV,,ROADWAY,,,VOLTAGELIMIT_12KV
FREIGHTLINER_HEADNODE,,,en_3571059,cbr_2152392,,,BUS_12KV,,ROADWAY,,,VOLTAGELIMIT_12KV
INTERNATIONAL_HEADNODE,,,en_3571060,cbr_15759855,,,BUS_12KV,,ROADWAY,,,VOLTAGELIMIT_12KV
CATERPILLAR_HEADNODE,,,en_3571062,cbr_16262023,,,BUS_12KV,,ROADWAY,,,VOLTAGELIMIT_12KV
MULFORD_HEADNODE,,,en_262200,cbr_2177859,,,BUS_16KV,,FERNWOOD,,,VOLTAGELIMIT_16KV
APRICOT_HEADNODE,,,en_262220,cbr_2130052,,,BUS_16KV,,FERNWOOD,,,VOLTAGELIMIT_16KV
SANBORN_HEADNODE,,,en_262210,cbr_2187625,,,BUS_16KV,,FERNWOOD,,,VOLTAGELIMIT_16KV
SIENNA_HEADNODE,,,en_2038052,cbr_2184149,,,BUS_16KV,,VALDEZ,,,VOLTAGELIMIT_16KV
GALENA_HEADNODE,,,en_4011014,cbr_2175166,,,BUS_12KV,,GLEN_AVON,,,VOLTAGELIMIT_12KV
ANDERSON_HEADNODE,,,en_4011012,cbr_2134744,,,BUS_12KV,,GLEN_AVON,,,VOLTAGELIMIT_12KV
BLACKHILLS_HEADNODE,,,en_4011011,cbr_2137053,,,BUS_12KV,,GLEN_AVON,,,VOLTAGELIMIT_12KV
GOWAN_HEADNODE,,,en_4011010,cbr_2164639,,,BUS_12KV,,GLEN_AVON,,,VOLTAGELIMIT_12KV
PARCO_HEADNODE,,,en_4011008,cbr_2189920,,,BUS_12KV,,GLEN_AVON,,,VOLTAGELIMIT_12KV
KRAFT_HEADNODE,,,en_4011007,cbr_2163888,,,BUS_12KV,,GLEN_AVON,,,VOLTAGELIMIT_12KV
TEXFI_HEADNODE,,,en_4011006,cbr_2190960,,,BUS_12KV,,GLEN_AVON,,,VOLTAGELIMIT_12KV
ZANTAR_HEADNODE,,,en_3313053,cbr_15353500,,,BUS_12KV,,MAXWELL,,,VOLTAGELIMIT_12KV
BEIJING_HEADNODE,,,en_4301004,cbr_14689248,,,BUS_12KV,,LAS_LOMAS,,,VOLTAGELIMIT_12KV
ATLANTA_HEADNODE,,,en_4301005,cbr_14689350,,,BUS_12KV,,LAS_LOMAS,,,VOLTAGELIMIT_12KV
BARCELONA_HEADNODE,,,en_4301006,cbr_14689353,,,BUS_12KV,,LAS_LOMAS,,,VOLTAGELIMIT_12KV
BOBBIT_HEADNODE,,,en_4103009,cbr_2137732,,,BUS_12KV,,CHASE,,,VOLTAGELIMIT_12KV
DIPLOMAT_HEADNODE,,,en_4103054,cbr_2149583,,,BUS_12KV,,CHASE,,,VOLTAGELIMIT_12KV
CERRITO_HEADNODE,,,en_4103002,cbr_2155331,,,BUS_12KV,,CHASE,,,VOLTAGELIMIT_12KV
GRIFFIN_HEADNODE,,,en_4103052,cbr_2164822,,,BUS_12KV,,CHASE,,,VOLTAGELIMIT_12KV
TOLTON_HEADNODE,,,en_4103056,cbr_2187199,,,BUS_12KV,,CHASE,,,VOLTAGELIMIT_12KV
WHISPER_HEADNODE,,,en_4103059,cbr_2190370,,,BUS_12KV,,CHASE,,,VOLTAGELIMIT_12KV
RAMSGATE_HEADNODE,,,en_4103058,cbr_2190532,,,BUS_12KV,,CHASE,,,VOLTAGELIMIT_12KV
ADELL_HEADNODE,,,en_4103006,cbr_2131374,,,BUS_12KV,,CHASE,,,VOLTAGELIMIT_12KV
CALIFORNIA_HEADNODE,,,en_4103060,cbr_2138599,,,BUS_12KV,,CHASE,,,VOLTAGELIMIT_12KV
WYLE_HEADNODE,,,en_4103003,cbr_2188971,,,BUS_12KV,,CHASE,,,VOLTAGELIMIT_12KV
WEIRICK_HEADNODE,,,en_4103001,cbr_2191031,,,BUS_12KV,,CHASE,,,VOLTAGELIMIT_12KV
LISTON_HEADNODE,,,en_4103010,cbr_2170449,,,BUS_12KV,,CHASE,,,VOLTAGELIMIT_12KV
MAGNOLIA_HEADNODE,,,en_4103053,cbr_2171688,,,BUS_12KV,,CHASE,,,VOLTAGELIMIT_12KV
HARLOW_HEADNODE,,,en_4103008,cbr_2153490,,,BUS_12KV,,CHASE,,,VOLTAGELIMIT_12KV
PALACE_HEADNODE,,,en_4103057,cbr_2189777,,,BUS_12KV,,CHASE,,,VOLTAGELIMIT_12KV
ZODIAC_HEADNODE,,,en_3318057,cbr_2191090,,,BUS_12KV,,ESTRELLA,,,VOLTAGELIMIT_12KV
PARAGON_HEADNODE,,,en_3297004,cbr_26587657,,,BUS_12KV,,IRVINE,,,VOLTAGELIMIT_12KV
PROFIT_HEADNODE,,,en_601051,cbr_2190420,,,BUS_12KV,,PEDLEY,,,VOLTAGELIMIT_12KV
TROCHU_HEADNODE,,,en_252804,cbr_2189255,,,BUS_16KV,,BULLIS,,,VOLTAGELIMIT_16KV
SERRA_HEADNODE,,,en_4114006,cbr_2183691,,,BUS_16KV,,CRATER,,,VOLTAGELIMIT_16KV
MULHOLLAND_HEADNODE,,,en_4114007,cbr_2173091,,,BUS_16KV,,CRATER,,,VOLTAGELIMIT_16KV
PLATEAU_HEADNODE,,,en_4114010,cbr_2179643,,,BUS_16KV,,CRATER,,,VOLTAGELIMIT_16KV
RHODA_HEADNODE,,,en_4114011,cbr_2190554,,,BUS_16KV,,CRATER,,,VOLTAGELIMIT_16KV
ROVER_HEADNODE,,,en_4129002,cbr_2181109,,,BUS_12KV,,DEVERS,,,VOLTAGELIMIT_12KV
INVADER_HEADNODE,,,en_4129003,cbr_2161014,,,BUS_12KV,,DEVERS,,,VOLTAGELIMIT_12KV
HUBBLE_HEADNODE,,,en_4129008,cbr_13461523,,,BUS_12KV,,DEVERS,,,VOLTAGELIMIT_12KV
ALLEGRA_HEADNODE,,,en_4130008,cbr_2134564,,,BUS_12KV,,CARODEAN,,,VOLTAGELIMIT_12KV
LARREA_HEADNODE,,,en_4130010,cbr_2164256,,,BUS_12KV,,CARODEAN,,,VOLTAGELIMIT_12KV
SUNNYVALE_HEADNODE,,,en_4130011,cbr_2190936,,,BUS_12KV,,CARODEAN,,,VOLTAGELIMIT_12KV
CARMELITA_HEADNODE,,,en_3428016,cbr_15759935,,,BUS_12KV,,SHANDIN,,,VOLTAGELIMIT_12KV
GLOBE MILLS_HEADNODE,,,en_4143003,cbr_2158266,,,BUS_12KV,,COLTON,,,VOLTAGELIMIT_12KV
CACTUS_HEADNODE,,,en_4143004,cbr_2139245,,,BUS_12KV,,COLTON,,,VOLTAGELIMIT_12KV
DOMIC_HEADNODE,,,en_4143007,cbr_2146485,,,BUS_12KV,,COLTON,,,VOLTAGELIMIT_12KV
BEMIS_HEADNODE,,,en_4143008,cbr_2136883,,,BUS_12KV,,COLTON,,,VOLTAGELIMIT_12KV
DERBY_HEADNODE,,,en_4143012,cbr_2150277,,,BUS_12KV,,COLTON,,,VOLTAGELIMIT_12KV
PRESTON_HEADNODE,,,en_4143013,cbr_2185318,,,BUS_12KV,,COLTON,,,VOLTAGELIMIT_12KV
COOLEY_HEADNODE,,,en_4143016,cbr_2159322,,,BUS_12KV,,COLTON,,,VOLTAGELIMIT_12KV
MANSA_HEADNODE,,,en_4143017,cbr_2172051,,,BUS_12KV,,COLTON,,,VOLTAGELIMIT_12KV
TOWNHALL_HEADNODE,,,en_516052,cbr_2190976,,,BUS_33KV,,GARNET,,,VOLTAGELIMIT_33KV
FLOODGATE_HEADNODE,,,en_4147052,cbr_2151857,,,BUS_12KV,,AQUEDUCT,,,VOLTAGELIMIT_12KV
FLUE_HEADNODE,,,en_4147053,cbr_2174968,,,BUS_12KV,,AQUEDUCT,,,VOLTAGELIMIT_12KV
PENSTOCK_HEADNODE,,,en_4147055,cbr_2184639,,,BUS_12KV,,AQUEDUCT,,,VOLTAGELIMIT_12KV
SLUICE_HEADNODE,,,en_4147057,cbr_2185801,,,BUS_12KV,,AQUEDUCT,,,VOLTAGELIMIT_12KV
TURBINE_HEADNODE,,,en_4147059,cbr_2190611,,,BUS_12KV,,AQUEDUCT,,,VOLTAGELIMIT_12KV
TUNNEL_HEADNODE,,,en_4147060,cbr_2190986,,,BUS_12KV,,AQUEDUCT,,,VOLTAGELIMIT_12KV
NEEDLE_HEADNODE,,,en_4147061,cbr_2174019,,,BUS_12KV,,AQUEDUCT,,,VOLTAGELIMIT_12KV
TURNOUT_HEADNODE,,,en_4147003,cbr_2161196,,,BUS_12KV,,AQUEDUCT,,,VOLTAGELIMIT_12KV
CISTERN_HEADNODE,,,en_4147058,cbr_2147238,,,BUS_12KV,,AQUEDUCT,,,VOLTAGELIMIT_12KV
GOLDPAN_HEADNODE,,,en_4147005,cbr_30418648,,,BUS_12KV,,AQUEDUCT,,,VOLTAGELIMIT_12KV
FARGO_HEADNODE,,,en_4148002,cbr_2151663,,,BUS_12KV,,HESPERIA,,,VOLTAGELIMIT_12KV
BUCKTHORN_HEADNODE,,,en_4148003,cbr_2135098,,,BUS_12KV,,HESPERIA,,,VOLTAGELIMIT_12KV
KERN_HEADNODE,,,en_4148004,cbr_2163156,,,BUS_12KV,,HESPERIA,,,VOLTAGELIMIT_12KV
SEAFORTH_HEADNODE,,,en_4148006,cbr_2183960,,,BUS_12KV,,HESPERIA,,,VOLTAGELIMIT_12KV
BALSAM_HEADNODE,,,en_4148007,cbr_2143429,,,BUS_12KV,,HESPERIA,,,VOLTAGELIMIT_12KV
HERCULES_HEADNODE,,,en_4148008,cbr_2155524,,,BUS_12KV,,HESPERIA,,,VOLTAGELIMIT_12KV
MESQUITE_HEADNODE,,,en_4148010,cbr_2180610,,,BUS_12KV,,HESPERIA,,,VOLTAGELIMIT_12KV
GREEN TREE_HEADNODE,,,en_4159001,cbr_2158436,,,BUS_12KV,,VICTORVILLE,,,VOLTAGELIMIT_12KV
LA PAZ_HEADNODE,,,en_4159002,cbr_2173851,,,BUS_12KV,,VICTORVILLE,,,VOLTAGELIMIT_12KV
KASOTA_HEADNODE,,,en_4159003,cbr_2180548,,,BUS_12KV,,VICTORVILLE,,,VOLTAGELIMIT_12KV
SEALS_HEADNODE,,,en_4159004,cbr_2183961,,,BUS_12KV,,VICTORVILLE,,,VOLTAGELIMIT_12KV
CORTA_HEADNODE,,,en_4160002,cbr_2141576,,,BUS_4KV,,VICTORVILLE,,,VOLTAGELIMIT_4KV
DON_HEADNODE,,,en_4160003,cbr_2170457,,,BUS_4KV,,VICTORVILLE,,,VOLTAGELIMIT_4KV
LAS PIEDRAS_HEADNODE,,,en_4160004,cbr_2168325,,,BUS_4KV,,VICTORVILLE,,,VOLTAGELIMIT_4KV
MUNICH_HEADNODE,,,en_4301002,cbr_14689582,,,BUS_12KV,,LAS_LOMAS,,,VOLTAGELIMIT_12KV
LONDON_HEADNODE,,,en_4301008,cbr_14689354,,,BUS_12KV,,LAS_LOMAS,,,VOLTAGELIMIT_12KV
TORINO_HEADNODE,,,en_4301009,cbr_14689356,,,BUS_12KV,,LAS_LOMAS,,,VOLTAGELIMIT_12KV
OSLO_HEADNODE,,,en_4301010,cbr_14689580,,,BUS_12KV,,LAS_LOMAS,,,VOLTAGELIMIT_12KV
CALGARY_HEADNODE,,,en_4301012,cbr_14689357,,,BUS_12KV,,LAS_LOMAS,,,VOLTAGELIMIT_12KV
BEAGLE_HEADNODE,,,en_4202010,cbr_2133172,,,BUS_12KV,,MOULTON,,,VOLTAGELIMIT_12KV
BASENJI_HEADNODE,,,en_4202016,cbr_2143433,,,BUS_12KV,,MOULTON,,,VOLTAGELIMIT_12KV
COLLIE_HEADNODE,,,en_4202009,cbr_2158968,,,BUS_12KV,,MOULTON,,,VOLTAGELIMIT_12KV
HUSKIE_HEADNODE,,,en_4202008,cbr_2167764,,,BUS_12KV,,MOULTON,,,VOLTAGELIMIT_12KV
POODLE_HEADNODE,,,en_4202012,cbr_2185238,,,BUS_12KV,,MOULTON,,,VOLTAGELIMIT_12KV
TERRIER_HEADNODE,,,en_4202007,cbr_2190346,,,BUS_12KV,,MOULTON,,,VOLTAGELIMIT_12KV
BULLDOG_HEADNODE,,,en_4202002,cbr_2138076,,,BUS_12KV,,MOULTON,,,VOLTAGELIMIT_12KV
GREYHOUND_HEADNODE,,,en_4202003,cbr_2164819,,,BUS_12KV,,MOULTON,,,VOLTAGELIMIT_12KV
DACHSHUND_HEADNODE,,,en_4202018,cbr_2149941,,,BUS_12KV,,MOULTON,,,VOLTAGELIMIT_12KV
DOBER_HEADNODE,,,en_4202006,cbr_2166856,,,BUS_12KV,,MOULTON,,,VOLTAGELIMIT_12KV
SHEPHERD_HEADNODE,,,en_4202013,cbr_2183782,,,BUS_12KV,,MOULTON,,,VOLTAGELIMIT_12KV
AKITA_HEADNODE,,,en_4202015,cbr_2141014,,,BUS_12KV,,MOULTON,,,VOLTAGELIMIT_12KV
PEKINGESE_HEADNODE,,,en_4202004,cbr_2179386,,,BUS_12KV,,MOULTON,,,VOLTAGELIMIT_12KV
PATRON_HEADNODE,,,en_4203055,cbr_2184550,,,BUS_12KV,,MILLIKEN,,,VOLTAGELIMIT_12KV
STOLI_HEADNODE,,,en_4203054,cbr_2184801,,,BUS_12KV,,MILLIKEN,,,VOLTAGELIMIT_12KV
ABSOLUT_HEADNODE,,,en_4203053,cbr_2129130,,,BUS_12KV,,MILLIKEN,,,VOLTAGELIMIT_12KV
BACARDI_HEADNODE,,,en_4203052,cbr_2135857,,,BUS_12KV,,MILLIKEN,,,VOLTAGELIMIT_12KV
SMIRNOFF_HEADNODE,,,en_4203002,cbr_2190823,,,BUS_12KV,,MILLIKEN,,,VOLTAGELIMIT_12KV
DRAMBUIE_HEADNODE,,,en_4203004,cbr_2146666,,,BUS_12KV,,MILLIKEN,,,VOLTAGELIMIT_12KV
KESSLER_HEADNODE,,,en_4203006,cbr_2169656,,,BUS_12KV,,MILLIKEN,,,VOLTAGELIMIT_12KV
REDLABEL_HEADNODE,,,en_4203007,cbr_2186067,,,BUS_12KV,,MILLIKEN,,,VOLTAGELIMIT_12KV
CUERVO_HEADNODE,,,en_4203008,cbr_2147749,,,BUS_12KV,,MILLIKEN,,,VOLTAGELIMIT_12KV
MESCAL_HEADNODE,,,en_4203010,cbr_2177158,,,BUS_12KV,,MILLIKEN,,,VOLTAGELIMIT_12KV
WHITEHORSE_HEADNODE,,,en_4203011,cbr_2190371,,,BUS_12KV,,MILLIKEN,,,VOLTAGELIMIT_12KV
SEAGRAMS_HEADNODE,,,en_4203012,cbr_2187781,,,BUS_12KV,,MILLIKEN,,,VOLTAGELIMIT_12KV
SAUZA_HEADNODE,,,en_4203014,cbr_2187702,,,BUS_12KV,,MILLIKEN,,,VOLTAGELIMIT_12KV
MIDORI_HEADNODE,,,en_4203015,cbr_2185643,,,BUS_12KV,,MILLIKEN,,,VOLTAGELIMIT_12KV
TONIC_HEADNODE,,,en_4203016,cbr_2188439,,,BUS_12KV,,MILLIKEN,,,VOLTAGELIMIT_12KV
BASSOON_HEADNODE,,,en_3478061,cbr_14783182,,,BUS_12KV,,NIGUEL,,,VOLTAGELIMIT_12KV
COUNTERFEIT_HEADNODE,,,en_1536005,cbr_23485301,,,BUS_12KV,,SANTIAGO,,,VOLTAGELIMIT_12KV
MONEY_HEADNODE,,,en_1536063,cbr_15306936,,,BUS_12KV,,SANTIAGO,,,VOLTAGELIMIT_12KV
TOLAR_HEADNODE,,,en_1536065,cbr_15205392,,,BUS_12KV,,SANTIAGO,,,VOLTAGELIMIT_12KV
TRIUNFO_HEADNODE,,,en_4214005,cbr_2189254,,,BUS_16KV,,MALIBU,,,VOLTAGELIMIT_16KV
CONEJO_HEADNODE,,,en_4214006,cbr_2141570,,,BUS_16KV,,MALIBU,,,VOLTAGELIMIT_16KV
WHIZZIN_HEADNODE,,,en_4214007,cbr_2190374,,,BUS_16KV,,MALIBU,,,VOLTAGELIMIT_16KV
CHUMASH_HEADNODE,,,en_4214009,cbr_2140317,,,BUS_16KV,,MALIBU,,,VOLTAGELIMIT_16KV
CRUMNER_HEADNODE,,,en_4214010,cbr_2144093,,,BUS_16KV,,MALIBU,,,VOLTAGELIMIT_16KV
LINDERO_HEADNODE,,,en_4214013,cbr_2182693,,,BUS_16KV,,MALIBU,,,VOLTAGELIMIT_16KV
KANAN_HEADNODE,,,en_4214014,cbr_2169466,,,BUS_16KV,,MALIBU,,,VOLTAGELIMIT_16KV
LA MANCHA_HEADNODE,,,en_4216003,cbr_2182116,,,BUS_16KV,,POTRERO,,,VOLTAGELIMIT_16KV
TOWNSGATE_HEADNODE,,,en_4216004,cbr_2188445,,,BUS_16KV,,POTRERO,,,VOLTAGELIMIT_16KV
CADENA_HEADNODE,,,en_4216005,cbr_2138432,,,BUS_16KV,,POTRERO,,,VOLTAGELIMIT_16KV
PAMPAS_HEADNODE,,,en_4216006,cbr_2178917,,,BUS_16KV,,POTRERO,,,VOLTAGELIMIT_16KV
PRADO_HEADNODE,,,en_4216008,cbr_2181369,,,BUS_16KV,,POTRERO,,,VOLTAGELIMIT_16KV
VAQUERO_HEADNODE,,,en_4216009,cbr_2190632,,,BUS_16KV,,POTRERO,,,VOLTAGELIMIT_16KV
LA VACA_HEADNODE,,,en_4216011,cbr_2174574,,,BUS_16KV,,POTRERO,,,VOLTAGELIMIT_16KV
HACIENDA_HEADNODE,,,en_4216012,cbr_2153319,,,BUS_16KV,,POTRERO,,,VOLTAGELIMIT_16KV
SHENANDOAH_HEADNODE,,,en_4216062,cbr_2183781,,,BUS_16KV,,POTRERO,,,VOLTAGELIMIT_16KV
LUNA_HEADNODE,,,en_4216061,cbr_2182853,,,BUS_16KV,,POTRERO,,,VOLTAGELIMIT_16KV
PAULING_HEADNODE,,,en_4218001,cbr_2190871,,,BUS_16KV,,PHARMACY,,,VOLTAGELIMIT_16KV
TECH_HEADNODE,,,en_4218002,cbr_2190874,,,BUS_16KV,,PHARMACY,,,VOLTAGELIMIT_16KV
BIO_HEADNODE,,,en_4218003,cbr_2191123,,,BUS_16KV,,PHARMACY,,,VOLTAGELIMIT_16KV
VENTU_HEADNODE,,,en_4218004,cbr_2190494,,,BUS_16KV,,PHARMACY,,,VOLTAGELIMIT_16KV
PIONEERTOWN_HEADNODE,,,en_4231004,cbr_2181118,,,BUS_12KV,,YUCCA,,,VOLTAGELIMIT_12KV
KICKAPOO TRAIL_HEADNODE,,,en_4231006,cbr_2173285,,,BUS_12KV,,YUCCA,,,VOLTAGELIMIT_12KV
BURNT MOUNTAIN_HEADNODE,,,en_4231007,cbr_2139242,,,BUS_12KV,,YUCCA,,,VOLTAGELIMIT_12KV
JELLYSTONE_HEADNODE,,,en_4231008,cbr_2169279,,,BUS_12KV,,YUCCA,,,VOLTAGELIMIT_12KV
ONAGA_HEADNODE,,,en_4231010,cbr_2178750,,,BUS_12KV,,YUCCA,,,VOLTAGELIMIT_12KV
SHIRAZ_HEADNODE,,,en_3421016,cbr_15425035,,,BUS_12KV,,PEPPER,,,VOLTAGELIMIT_12KV
TWIN PEAKS_HEADNODE,,,en_3017113,cbr_2190990,,,BUS_33KV,,BURNT_MILL,,,VOLTAGELIMIT_33KV
HEAPS PEAK_HEADNODE,,,en_3022202,cbr_2177495,,,BUS_33KV,,RUNNING_SPRINGS,,,VOLTAGELIMIT_33KV
NISQUALLY_HEADNODE,,,en_4158203,cbr_2174024,,,BUS_33KV,,VICTORVILLE,,,VOLTAGELIMIT_33KV
SENECA_HEADNODE,,,en_4158206,cbr_2190786,,,BUS_33KV,,VICTORVILLE,,,VOLTAGELIMIT_33KV
