PsaStationNumber,PsaStationName,PnaStation,PssStation,LogicalDisplayReference,RegionOfInterest,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,AssetLabel,DistrictNumberRef,
88,MURPHY,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5812,6,
89,PIONEER,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5886,6,
90,STEWART,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5852,6,
91,SANTA_FE_SPRINGS,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5850,6,
92,SPONGE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5857,6,
93,SIGGEN,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5132,6,
95,PROCAL,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5147,6,
97,NIETOS,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5160,6,
98,CENTER,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5084,6,
100,IMPERIAL,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5772,6,
101,GALLATIN,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5823,6,
102,DOUGOIL,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5782,6,
103,CENTER_TAP,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,6,
104,PASSONS,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5893,6,
128,DOWNEY_MED,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5299,6,
1079,FLORADAY,No,No,NULL,Inside,Yes,NULL,Yes,5898,6,
1301,DOWNEY,No,Yes,NULL,Inside,Yes,NULL,Yes,5820,6,
