AssetID,GroupName,Description,SerialNumber,High_Node,Low_Node,VendorTypeName,SetOrder,ComponentAlias,PhaseCode,Propagate_Non_Point_Value,Real_Initial_Value,Integer_Initial_Value,ComponentTypeName,StringValue,SubDeviceAssetID,StatusPointNumber,AnalogPointNumber,AccumPointNumber,RaiseLwPointNumber,CmePointNumber,StationNameRef,AccessZone,AccessArea,GroupNamePrimary,GroupNameSecondary,AORName
OCTANE W CB:6581,DMS,NULL,NULL,en_238133,en_238134,SWITCH,1,Switch_Position,ABC,NULL,NULL,NULL,SW_POS,NULL,NULL,173429,NULL,NULL,NULL,NULL,YUKON SAS,GCC,HINSON,NULL,NULL,All
OXFORD CB:6654,DMS,NULL,NULL,en_239113,en_239114,SWITCH,1!2!3!4!5!6,Switch_Position!Real_Power!Reactive_Power!Current!Current!Current,ABC!ABC!ABC!A!B!C,NULL!NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL!NULL,SW_POS!POWER_P!POWER_Q!CURRENT!CURRENT!CURRENT,NULL!NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL!NULL,173541!NULL!NULL!NULL!NULL!NULL,NULL!106368!118535!118531!118532!118533,NULL!NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL!NULL,YUKON SAS,GCC,HINSON,NULL,NULL,All
SITKA E CB:6572,DMS,NULL,NULL,en_238127,en_238128,SWITCH,1!2!3!4!5,Switch_Position!Reactive_Power!Current!Current!Current,ABC!ABC!A!B!C,NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL,SW_POS!POWER_Q!CURRENT!CURRENT!CURRENT,NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL,173446!NULL!NULL!NULL!NULL,NULL!118472!118468!118469!118470,NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL,YUKON SAS,GCC,HINSON,NULL,NULL,All
SITKA W CB:6569,DMS,NULL,NULL,en_238125,en_238126,SWITCH,1,Switch_Position,ABC,NULL,NULL,NULL,SW_POS,NULL,NULL,173447,NULL,NULL,NULL,NULL,YUKON SAS,GCC,HINSON,NULL,NULL,All
SLP FUSE:6647,DMS,NULL,NULL,en_239005,en_239910,SWITCH,1,Switch_Position,ABC,NULL,NULL,NULL,SW_POS,NULL,NULL,173945,NULL,NULL,NULL,NULL,YUKON SAS,GCC,HINSON,NULL,NULL,All
WESTERN E CB:6542,DMS,NULL,NULL,en_238107,en_238108,SWITCH,1!2!3!4!5!6,Switch_Position!Real_Power!Reactive_Power!Current!Current!Current,ABC!ABC!ABC!A!B!C,NULL!NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL!NULL,SW_POS!POWER_P!POWER_Q!CURRENT!CURRENT!CURRENT,NULL!NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL!NULL,173482!NULL!NULL!NULL!NULL!NULL,NULL!106362!118492!118488!118489!118490,NULL!NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL!NULL,YUKON SAS,GCC,HINSON,NULL,NULL,All
WESTERN W CB:6539,DMS,NULL,NULL,en_238105,en_238106,SWITCH,1,Switch_Position,ABC,NULL,NULL,NULL,SW_POS,NULL,NULL,173483,NULL,NULL,NULL,NULL,YUKON SAS,GCC,HINSON,NULL,NULL,All
YORK CB:6653,DMS,NULL,NULL,en_239111,en_239112,SWITCH,1!2!3!4!5!6,Switch_Position!Real_Power!Reactive_Power!Current!Current!Current,ABC!ABC!ABC!A!B!C,NULL!NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL!NULL,SW_POS!POWER_P!POWER_Q!CURRENT!CURRENT!CURRENT,NULL!NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL!NULL,173531!NULL!NULL!NULL!NULL!NULL,NULL!106371!118527!118523!118524!118525,NULL!NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL!NULL,YUKON SAS,GCC,HINSON,NULL,NULL,All
YUKON    NO_1 BK:134,DMS,NULL,NULL,NULL,en_239001,TRANSFORMER,1!2!3,Real_Power!Reactive_Power!CURRENT,ABC!ABC!ABC,NULL!NULL!NULL,NULL!NULL!NULL,NULL!NULL!NULL,POWER_P!POWER_Q!CURRENT,NULL!NULL!NULL,NULL!NULL!NULL,NULL!NULL!NULL,118409!118410!118406,NULL!NULL!NULL,NULL!NULL!NULL,NULL!NULL!NULL,YUKON SAS,GCC,HINSON,NULL,NULL,All
YUKON    NO_2 BK:135,DMS,NULL,NULL,NULL,en_239012,TRANSFORMER,1!2!3,Real_Power!Reactive_Power!CURRENT,ABC!ABC!ABC,NULL!NULL!NULL,NULL!NULL!NULL,NULL!NULL!NULL,POWER_P!POWER_Q!CURRENT,NULL!NULL!NULL,NULL!NULL!NULL,NULL!NULL!NULL,118419!118420!118416,NULL!NULL!NULL,NULL!NULL!NULL,NULL!NULL!NULL,YUKON SAS,GCC,HINSON,NULL,NULL,All
YUKON    NO_3 BK:136,DMS,NULL,NULL,NULL,en_238012,TRANSFORMER,1!2!3,Real_Power!Reactive_Power!CURRENT,ABC!ABC!ABC,NULL!NULL!NULL,NULL!NULL!NULL,NULL!NULL!NULL,POWER_P!POWER_Q!CURRENT,NULL!NULL!NULL,NULL!NULL!NULL,NULL!NULL!NULL,118399!118400!118395,NULL!NULL!NULL,NULL!NULL!NULL,NULL!NULL!NULL,YUKON SAS,GCC,HINSON,NULL,NULL,All
YUKON    NO_4 BK:137,DMS,NULL,NULL,NULL,en_238005,TRANSFORMER,1!2!3,Real_Power!Reactive_Power!CURRENT,ABC!ABC!ABC,NULL!NULL!NULL,NULL!NULL!NULL,NULL!NULL!NULL,POWER_P!POWER_Q!CURRENT,NULL!NULL!NULL,NULL!NULL!NULL,NULL!NULL!NULL,118388!118389!118384,NULL!NULL!NULL,NULL!NULL!NULL,NULL!NULL!NULL,YUKON SAS,GCC,HINSON,NULL,NULL,All
YUKON 16:238,DMS,NULL,NULL,en_238999,NULL,BUS,1,Voltage_Level,ABC,NULL,NULL,NULL,VOLT,NULL,NULL,NULL,118430,NULL,NULL,NULL,YUKON SAS,GCC,HINSON,NULL,NULL,All
YUKON 4:239,DMS,NULL,NULL,en_239999,NULL,BUS,1,Voltage_Level,ABC,NULL,NULL,NULL,VOLT,NULL,NULL,NULL,118411,NULL,NULL,NULL,YUKON SAS,GCC,HINSON,NULL,NULL,All
