ObjectName,ObjectType,InterpretationTable,SeqOfEvents,ServerControlCenterRef,DomainNameRef,DataSetNameRef,StatusPointRef,AnalogPointRef,AccumPointRef,CmePointRef,ClientControlCenterRef,
DMS_SNANTON_NO3B_CAP_12KV_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,222987,NULL,NULL,NULL,NULL,
DMS_SNANTON_PITZER_12KV_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,185055,NULL,NULL,NULL,
DMS_SNANTON_ROCK_12KV_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,185020,NULL,NULL,NULL,
DMS_SNANTON_ROCK_RB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,222971,NULL,NULL,NULL,NULL,
DMS_SNANTON_SANJOSE_12KV_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,185045,NULL,NULL,NULL,
DMS_SNANTON_SATELITE_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,222953,NULL,NULL,NULL,NULL,
DMS_SNANTON_SATELITE_RB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,222975,NULL,NULL,NULL,NULL,
DMS_SNANTON_SATELL_12KV_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,185035,NULL,NULL,NULL,
DMS_SNANTON_SATELL_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,185032,NULL,NULL,NULL,
DMS_SNANTON_SUNSWEET_12KV_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,185015,NULL,NULL,NULL,
DMS_SNBER_CENTAUR_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,205230,NULL,NULL,NULL,
DMS_SNBER_DRAGON_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,205235,NULL,NULL,NULL,
DMS_SNBER_MEDUSA_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,42335,NULL,NULL,NULL,NULL,
DMS_SNBER_MEDUSA_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,175337,NULL,NULL,NULL,
DMS_SNBER_MEDUSA_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,175340,NULL,NULL,NULL,
DMS_SNBER_MEDUSA_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,42336,NULL,NULL,NULL,NULL,
DMS_SNBER_MINOTAUR_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,175451,NULL,NULL,NULL,
DMS_SNBER_NIKE_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,109756,NULL,NULL,NULL,
DMS_SNBER_NO5_BK_KV_BC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,205219,NULL,NULL,NULL,
DMS_SNBER_NO5_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,205217,NULL,NULL,NULL,
DMS_SNBER_NO5_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,205216,NULL,NULL,NULL,
DMS_SNBER_NO5_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,36822,NULL,NULL,NULL,NULL,
DMS_SNBER_NO5_CAPS_KV,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,1846,NULL,NULL,NULL,
DMS_SNBER_NO5_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,36821,NULL,NULL,NULL,NULL,
DMS_SNBER_NO5_CAPS_SW,StateQ,NULL,NULL,SCEOIS,NULL,NULL,36820,NULL,NULL,NULL,NULL,
DMS_SNBER_NO7_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,25730,NULL,NULL,NULL,NULL,
DMS_SNBER_NO7_CAPS_KV,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,1847,NULL,NULL,NULL,
DMS_SNBER_NO7_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,25729,NULL,NULL,NULL,NULL,
DMS_SNBER_NO7_CAPS_SW,StateQ,NULL,NULL,SCEOIS,NULL,NULL,25728,NULL,NULL,NULL,NULL,
DMS_SNBER_SPHINX_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,1091,NULL,NULL,NULL,
DMS_SNBER_UNICORN_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,205240,NULL,NULL,NULL,
DMS_SNDIMAS_12KV_EAST_VOLT,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,199272,NULL,NULL,NULL,
DMS_SNDIMAS_12KV_WEST_VOLT,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,199271,NULL,NULL,NULL,
DMS_SNDIMAS_66_12KV_CAP_LO,StateQ,NULL,NULL,SCEOIS,NULL,NULL,245307,NULL,NULL,NULL,NULL,
DMS_SNDIMAS_AVENIDA_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,181620,NULL,NULL,NULL,
DMS_SNDIMAS_BONITA_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,199253,NULL,NULL,NULL,
DMS_SNDIMAS_BRYDON_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,199238,NULL,NULL,NULL,
DMS_SNDIMAS_CALORA_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,199268,NULL,NULL,NULL,
DMS_SNDIMAS_CARLET_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,245371,NULL,NULL,NULL,NULL,
DMS_SNDIMAS_CARLET_CB_RB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,245349,NULL,NULL,NULL,NULL,
DMS_SNDIMAS_CARLET_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,199220,NULL,NULL,NULL,
DMS_SNDIMAS_CARLET_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,199223,NULL,NULL,NULL,
DMS_SNDIMAS_CATARAC_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,245391,NULL,NULL,NULL,NULL,
DMS_SNDIMAS_CATARAC_CB_RB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,245389,NULL,NULL,NULL,NULL,
DMS_SNDIMAS_CATARAC_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200532,NULL,NULL,NULL,
DMS_SNDIMAS_CATARAC_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,181615,NULL,NULL,NULL,
DMS_SNDIMAS_FOOTHILL_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,245373,NULL,NULL,NULL,NULL,
DMS_SNDIMAS_FOOTHILL_CB_RB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,245351,NULL,NULL,NULL,NULL,
DMS_SNDIMAS_FOOTHILL_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,199230,NULL,NULL,NULL,
DMS_SNDIMAS_FOOTHILL_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,199233,NULL,NULL,NULL,
DMS_SNDIMAS_GLADSTONE_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,199228,NULL,NULL,NULL,
DMS_SNDIMAS_KRANZER_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,199248,NULL,NULL,NULL,
DMS_SNDIMAS_NO1_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,199209,NULL,NULL,NULL,
DMS_SNDIMAS_NO1_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,199208,NULL,NULL,NULL,
DMS_SNDIMAS_NO1_CAP_AUTO,StateQ,NULL,NULL,SCEOIS,NULL,NULL,245333,NULL,NULL,NULL,NULL,
DMS_SNDIMAS_NO1_CAP_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,245368,NULL,NULL,NULL,NULL,
DMS_SNDIMAS_NO3_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,199215,NULL,NULL,NULL,
DMS_SNDIMAS_NO3_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,199214,NULL,NULL,NULL,
DMS_SNDIMAS_NO3_CAP_AUTO,StateQ,NULL,NULL,SCEOIS,NULL,NULL,245334,NULL,NULL,NULL,NULL,
DMS_SNDIMAS_NO3_CAP_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,245369,NULL,NULL,NULL,NULL,
DMS_SNDIMAS_NUBIA_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,199258,NULL,NULL,NULL,
DMS_SNDIMAS_RHOADS_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,199263,NULL,NULL,NULL,
DMS_SNMARCS_DUFFER_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,58193,NULL,NULL,NULL,NULL,
DMS_SNMARCS_DUFFER_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,64142,NULL,NULL,NULL,
DMS_SNMARCS_DUFFER_KSV_RECL,StateQ,NULL,NULL,SCEOIS,NULL,NULL,58194,NULL,NULL,NULL,NULL,
DMS_SNMARCS_EMPIRE_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,58199,NULL,NULL,NULL,NULL,
DMS_SNMARCS_EMPIRE_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,64151,NULL,NULL,NULL,
DMS_SNMARCS_EMPIRE_KSV_RECL,StateQ,NULL,NULL,SCEOIS,NULL,NULL,58200,NULL,NULL,NULL,NULL,
DMS_SNMIGU_16KV_PARR_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,74564,NULL,NULL,NULL,NULL,
DMS_SNMIGU_16KV_PARR_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71097,NULL,NULL,NULL,
DMS_SNMIGU_16KV_PARR_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71098,NULL,NULL,NULL,
DMS_SNMIGU_16KV_PARR_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71099,NULL,NULL,NULL,
DMS_SNMIGU_16K_BUS_PARA_NOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75738,NULL,NULL,NULL,NULL,
DMS_SNMIGU_16K_BUS_PARA_SOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75737,NULL,NULL,NULL,NULL,
DMS_SNMIGU_16K_NOB_SEC_AB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75704,NULL,NULL,NULL,NULL,
DMS_SNMIGU_16K_NOB_SEC_BC_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75706,NULL,NULL,NULL,NULL,
DMS_SNMIGU_16K_SOB_SEC_AB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75703,NULL,NULL,NULL,NULL,
DMS_SNMIGU_16K_SOB_SEC_BC_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75705,NULL,NULL,NULL,NULL,
DMS_SNMIGU_1BK_16K_NISO_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75743,NULL,NULL,NULL,NULL,
DMS_SNMIGU_1BK_16K_SISO_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75744,NULL,NULL,NULL,NULL,
DMS_SNMIGU_ALFREDO_16K_LN_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75734,NULL,NULL,NULL,NULL,
DMS_SNMIGU_ALFREDO_16K_NOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75733,NULL,NULL,NULL,NULL,
DMS_SNMIGU_ALFREDO_16K_SOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75732,NULL,NULL,NULL,NULL,
DMS_SNMIGU_ALFREDO_16K_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75736,NULL,NULL,NULL,NULL,
DMS_SNMIGU_ALFREDO_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,74645,NULL,NULL,NULL,NULL,
DMS_SNMIGU_ALFREDO_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71149,NULL,NULL,NULL,
DMS_SNMIGU_ALFREDO_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71150,NULL,NULL,NULL,
DMS_SNMIGU_ALFREDO_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71151,NULL,NULL,NULL,
DMS_SNMIGU_ALFREDO_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71153,NULL,NULL,NULL,
DMS_SNMIGU_ALFREDO_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,5873,NULL,NULL,NULL,
DMS_SNMIGU_CISCO_16K_LN_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75714,NULL,NULL,NULL,NULL,
DMS_SNMIGU_CISCO_16K_NOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75713,NULL,NULL,NULL,NULL,
DMS_SNMIGU_CISCO_16K_SOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75712,NULL,NULL,NULL,NULL,
DMS_SNMIGU_CISCO_16K_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75716,NULL,NULL,NULL,NULL,
DMS_SNMIGU_CISCO_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,74624,NULL,NULL,NULL,NULL,
DMS_SNMIGU_CISCO_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71134,NULL,NULL,NULL,
DMS_SNMIGU_CISCO_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71135,NULL,NULL,NULL,
DMS_SNMIGU_CISCO_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71136,NULL,NULL,NULL,
DMS_SNMIGU_CISCO_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71138,NULL,NULL,NULL,
DMS_SNMIGU_CISCO_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,5870,NULL,NULL,NULL,
DMS_SNMIGU_DIABLO_16K_LN_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75700,NULL,NULL,NULL,NULL,
DMS_SNMIGU_DIABLO_16K_NOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75699,NULL,NULL,NULL,NULL,
DMS_SNMIGU_DIABLO_16K_SOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75698,NULL,NULL,NULL,NULL,
DMS_SNMIGU_DIABLO_16K_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75702,NULL,NULL,NULL,NULL,
DMS_SNMIGU_DIABLO_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,74607,NULL,NULL,NULL,NULL,
DMS_SNMIGU_DIABLO_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71123,NULL,NULL,NULL,
DMS_SNMIGU_DIABLO_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71124,NULL,NULL,NULL,
DMS_SNMIGU_DIABLO_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71125,NULL,NULL,NULL,
DMS_SNMIGU_DIABLO_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71127,NULL,NULL,NULL,
DMS_SNMIGU_DIABLO_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,5867,NULL,NULL,NULL,
DMS_SNMIGU_DIABLO_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,74608,NULL,NULL,NULL,NULL,
DMS_SNMIGU_GRINGO_16K_LN_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75695,NULL,NULL,NULL,NULL,
DMS_SNMIGU_GRINGO_16K_NOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75694,NULL,NULL,NULL,NULL,
DMS_SNMIGU_GRINGO_16K_SOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75693,NULL,NULL,NULL,NULL,
DMS_SNMIGU_GRINGO_16K_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75697,NULL,NULL,NULL,NULL,
DMS_SNMIGU_GRINGO_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,74600,NULL,NULL,NULL,NULL,
DMS_SNMIGU_GRINGO_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71118,NULL,NULL,NULL,
DMS_SNMIGU_GRINGO_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71119,NULL,NULL,NULL,
DMS_SNMIGU_GRINGO_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71120,NULL,NULL,NULL,
DMS_SNMIGU_GRINGO_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71122,NULL,NULL,NULL,
DMS_SNMIGU_GRINGO_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,5866,NULL,NULL,NULL,
DMS_SNMIGU_GRINGO_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,74601,NULL,NULL,NULL,NULL,
DMS_SNMIGU_NO1A_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,74572,NULL,NULL,NULL,NULL,
DMS_SNMIGU_NO1A_CAP_BYPASS,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75681,NULL,NULL,NULL,NULL,
DMS_SNMIGU_NO1B_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75925,NULL,NULL,NULL,NULL,
DMS_SNMIGU_NO1B_CAP_BYPASS,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75679,NULL,NULL,NULL,NULL,
DMS_SNMIGU_NO1_BK_16K_LN_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,76011,NULL,NULL,NULL,NULL,
DMS_SNMIGU_NO1_BK_16K_NOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75725,NULL,NULL,NULL,NULL,
DMS_SNMIGU_NO1_BK_16K_SOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,64667,NULL,NULL,NULL,NULL,
DMS_SNMIGU_NO1_BK_16K_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,76012,NULL,NULL,NULL,NULL,
DMS_SNMIGU_NO1_BK_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71073,NULL,NULL,NULL,
DMS_SNMIGU_NO1_BK_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71074,NULL,NULL,NULL,
DMS_SNMIGU_NO1_BK_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71075,NULL,NULL,NULL,
DMS_SNMIGU_NO1_BK_KV_AB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71080,NULL,NULL,NULL,
DMS_SNMIGU_NO1_BK_KV_BC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71081,NULL,NULL,NULL,
DMS_SNMIGU_NO1_BK_KV_CA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71082,NULL,NULL,NULL,
DMS_SNMIGU_NO1_BK_LS_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,74522,NULL,NULL,NULL,NULL,
DMS_SNMIGU_NO1_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71079,NULL,NULL,NULL,
DMS_SNMIGU_NO1_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71078,NULL,NULL,NULL,
DMS_SNMIGU_NO1_CAPS_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,74569,NULL,NULL,NULL,NULL,
DMS_SNMIGU_NO1_CAPS_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71100,NULL,NULL,NULL,
DMS_SNMIGU_NO1_CAPS_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71101,NULL,NULL,NULL,
DMS_SNMIGU_NO1_CAPS_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71102,NULL,NULL,NULL,
DMS_SNMIGU_NO1_CAPS_KV,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71103,NULL,NULL,NULL,
DMS_SNMIGU_NO1_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,74571,NULL,NULL,NULL,NULL,
DMS_SNMIGU_NO1_CAPS_SWITCH,StateQ,NULL,NULL,SCEOIS,NULL,NULL,74570,NULL,NULL,NULL,NULL,
DMS_SNMIGU_NO1_CAP_NO_OB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75682,NULL,NULL,NULL,NULL,
DMS_SNMIGU_NO2_BK_16K_LN_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75724,NULL,NULL,NULL,NULL,
DMS_SNMIGU_NO2_BK_16K_NOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75723,NULL,NULL,NULL,NULL,
DMS_SNMIGU_NO2_BK_16K_SOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75722,NULL,NULL,NULL,NULL,
DMS_SNMIGU_NO2_BK_16K_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75726,NULL,NULL,NULL,NULL,
DMS_SNMIGU_NO2_BK_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71085,NULL,NULL,NULL,
DMS_SNMIGU_NO2_BK_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71086,NULL,NULL,NULL,
DMS_SNMIGU_NO2_BK_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71087,NULL,NULL,NULL,
DMS_SNMIGU_NO2_BK_KV_AB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71092,NULL,NULL,NULL,
DMS_SNMIGU_NO2_BK_KV_BC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71093,NULL,NULL,NULL,
DMS_SNMIGU_NO2_BK_KV_CA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71094,NULL,NULL,NULL,
DMS_SNMIGU_NO2_BK_LS_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,74542,NULL,NULL,NULL,NULL,
DMS_SNMIGU_NO2_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71091,NULL,NULL,NULL,
DMS_SNMIGU_NO2_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71090,NULL,NULL,NULL,
DMS_SNMIGU_NO2_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,74580,NULL,NULL,NULL,NULL,
DMS_SNMIGU_NO2_CAPS_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71104,NULL,NULL,NULL,
DMS_SNMIGU_NO2_CAPS_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71105,NULL,NULL,NULL,
DMS_SNMIGU_NO2_CAPS_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71106,NULL,NULL,NULL,
DMS_SNMIGU_NO2_CAPS_KV,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71107,NULL,NULL,NULL,
DMS_SNMIGU_NO2_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,74579,NULL,NULL,NULL,NULL,
DMS_SNMIGU_NO2_CAPS_SWITCH,StateQ,NULL,NULL,SCEOIS,NULL,NULL,74578,NULL,NULL,NULL,NULL,
DMS_SNMIGU_NO2_CAP_16K_OB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75739,NULL,NULL,NULL,NULL,
DMS_SNMIGU_NO2_CAP_BYPASS,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75741,NULL,NULL,NULL,NULL,
DMS_SNMIGU_PEDRO_16K_NOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75689,NULL,NULL,NULL,NULL,
DMS_SNMIGU_PEDRO_16K_SLN_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75690,NULL,NULL,NULL,NULL,
DMS_SNMIGU_PEDRO_16K_SOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75688,NULL,NULL,NULL,NULL,
DMS_SNMIGU_PEDRO_16K_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75692,NULL,NULL,NULL,NULL,
DMS_SNMIGU_PEDRO_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,74593,NULL,NULL,NULL,NULL,
DMS_SNMIGU_PEDRO_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71113,NULL,NULL,NULL,
DMS_SNMIGU_PEDRO_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71114,NULL,NULL,NULL,
DMS_SNMIGU_PEDRO_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71115,NULL,NULL,NULL,
DMS_SNMIGU_PEDRO_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71117,NULL,NULL,NULL,
DMS_SNMIGU_PEDRO_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,5851,NULL,NULL,NULL,
DMS_SNMIGU_PEDRO_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,74594,NULL,NULL,NULL,NULL,
DMS_SNMIGU_READY_16K_LN_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75719,NULL,NULL,NULL,NULL,
DMS_SNMIGU_READY_16K_NOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75718,NULL,NULL,NULL,NULL,
DMS_SNMIGU_READY_16K_SOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75717,NULL,NULL,NULL,NULL,
DMS_SNMIGU_READY_16K_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75721,NULL,NULL,NULL,NULL,
DMS_SNMIGU_READY_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,74631,NULL,NULL,NULL,NULL,
DMS_SNMIGU_READY_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71139,NULL,NULL,NULL,
DMS_SNMIGU_READY_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71140,NULL,NULL,NULL,
DMS_SNMIGU_READY_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71141,NULL,NULL,NULL,
DMS_SNMIGU_READY_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,71143,NULL,NULL,NULL,
DMS_SNMIGU_READY_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,5871,NULL,NULL,NULL,
DMS_SNMIGU_READY_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,74632,NULL,NULL,NULL,NULL,
DMS_SNMIGU_RICARDO_16K_LN_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75729,NULL,NULL,NULL,NULL,
DMS_SNMIGU_RICARDO_16K_NOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75728,NULL,NULL,NULL,NULL,
DMS_SNMIGU_RICARDO_16K_SOB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75727,NULL,NULL,NULL,NULL,
DMS_SNMIGU_RICARDO_16K_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,75731,NULL,NULL,NULL,NULL,
