ObjectName,ObjectType,InterpretationTable,SeqOfEvents,ServerControlCenterRef,DomainNameRef,DataSetNameRef,StatusPointRef,AnalogPointRef,AccumPointRef,CmePointRef,ClientControlCenterRef,
DMS_BEVHLS_NO5_16KV_CAP_AUTO,StateQ,NULL,NULL,SCEOIS,NULL,NULL,118049,NULL,NULL,NULL,NULL,
DMS_BEVHLS_NO5_16KV_CAP_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,118121,NULL,NULL,NULL,NULL,
DMS_BEVHLS_NO5_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,105870,NULL,NULL,NULL,
DMS_BEVHLS_NO5_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,105869,NULL,NULL,NULL,
DMS_BEVHLS_NO7_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,105876,NULL,NULL,NULL,
DMS_BEVHLS_NO7_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,105875,NULL,NULL,NULL,
DMS_BEVHLS_PLAYBOY_16KV_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,105949,NULL,NULL,NULL,
DMS_BEVHLS_SECRETARY_16KV_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,105944,NULL,NULL,NULL,
DMS_BEVHLS_TARTAR_16KV_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,105919,NULL,NULL,NULL,
DMS_BEVHLS_WHITWORTH_16KV_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,105929,NULL,NULL,NULL,
DMS_BEVHLS_YOUNG_16KV_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,105889,NULL,NULL,NULL,
DMS_BLISS_ABBEY_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,9587,NULL,NULL,NULL,NULL,
DMS_BLISS_ABBEY_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,216413,NULL,NULL,NULL,
DMS_BLISS_ABBEY_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,216416,NULL,NULL,NULL,
DMS_BLISS_ABBEY_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,265660,NULL,NULL,NULL,NULL,
DMS_BLISS_GREEN_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,216401,NULL,NULL,NULL,
DMS_BLISS_HACK_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,9584,NULL,NULL,NULL,NULL,
DMS_BLISS_HACK_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,216403,NULL,NULL,NULL,
DMS_BLISS_HACK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,216406,NULL,NULL,NULL,
DMS_BLISS_HACK_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,265649,NULL,NULL,NULL,NULL,
DMS_BLISS_HARMONY_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,216421,NULL,NULL,NULL,
DMS_BLISS_NO1_BK_KV_BC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,216363,NULL,NULL,NULL,
DMS_BLISS_NO1_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,216361,NULL,NULL,NULL,
DMS_BLISS_NO1_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,216360,NULL,NULL,NULL,
DMS_BLISS_NO1_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,265635,NULL,NULL,NULL,NULL,
DMS_BLISS_NO1_CAPS_KV,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,216387,NULL,NULL,NULL,
DMS_BLISS_NO1_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,265634,NULL,NULL,NULL,NULL,
DMS_BLISS_NO1_CAPS_SW,StateQ,NULL,NULL,SCEOIS,NULL,NULL,9620,NULL,NULL,NULL,NULL,
DMS_BLISS_NO2_BK_KV_BC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,216373,NULL,NULL,NULL,
DMS_BLISS_NO2_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,216371,NULL,NULL,NULL,
DMS_BLISS_NO2_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,216370,NULL,NULL,NULL,
DMS_BLISS_NO4_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,265639,NULL,NULL,NULL,NULL,
DMS_BLISS_NO4_CAPS_KV,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,216391,NULL,NULL,NULL,
DMS_BLISS_NO4_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,265638,NULL,NULL,NULL,NULL,
DMS_BLISS_NO4_CAPS_SW,StateQ,NULL,NULL,SCEOIS,NULL,NULL,265637,NULL,NULL,NULL,NULL,
DMS_BLISS_SERENITY_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,9583,NULL,NULL,NULL,NULL,
DMS_BLISS_SERENITY_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,216393,NULL,NULL,NULL,
DMS_BLISS_SERENITY_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,216396,NULL,NULL,NULL,
DMS_BLISS_SERENITY_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,265641,NULL,NULL,NULL,NULL,
DMS_BLISS_STURGEON_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,216426,NULL,NULL,NULL,
DMS_BLMNTN_BOBBER_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,278302,NULL,NULL,NULL,NULL,
DMS_BLMNTN_BOBBER_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,3510,NULL,NULL,NULL,
DMS_BLMNTN_BOBBER_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,221323,NULL,NULL,NULL,
DMS_BLMNTN_BOBBER_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,278303,NULL,NULL,NULL,NULL,
DMS_BLMNTN_BOMBAY_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,977,NULL,NULL,NULL,
DMS_BLMNTN_FLATCAR_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,247545,NULL,NULL,NULL,NULL,
DMS_BLMNTN_FLATCAR_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200348,NULL,NULL,NULL,
DMS_BLMNTN_FLATCAR_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200351,NULL,NULL,NULL,
DMS_BLMNTN_FLATCAR_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,247546,NULL,NULL,NULL,NULL,
DMS_BLMNTN_HIGHBALL_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200371,NULL,NULL,NULL,
DMS_BLMNTN_HOPPER_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,247561,NULL,NULL,NULL,NULL,
DMS_BLMNTN_HOPPER_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200358,NULL,NULL,NULL,
DMS_BLMNTN_HOPPER_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200361,NULL,NULL,NULL,
DMS_BLMNTN_HOPPER_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,247562,NULL,NULL,NULL,NULL,
DMS_BLMNTN_IRONHORSE_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,247553,NULL,NULL,NULL,NULL,
DMS_BLMNTN_IRONHORSE_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200353,NULL,NULL,NULL,
DMS_BLMNTN_IRONHORSE_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200356,NULL,NULL,NULL,
DMS_BLMNTN_IRONHORSE_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,247554,NULL,NULL,NULL,NULL,
DMS_BLMNTN_NO1_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,247467,NULL,NULL,NULL,NULL,
DMS_BLMNTN_NO1_CAPS_KV,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200372,NULL,NULL,NULL,
DMS_BLMNTN_NO1_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,247466,NULL,NULL,NULL,NULL,
DMS_BLMNTN_NO1_CAPS_SW,StateQ,NULL,NULL,SCEOIS,NULL,NULL,247465,NULL,NULL,NULL,NULL,
DMS_BLMNTN_NO2_BK_KV_BC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200295,NULL,NULL,NULL,
DMS_BLMNTN_NO2_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200293,NULL,NULL,NULL,
DMS_BLMNTN_NO2_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200292,NULL,NULL,NULL,
DMS_BLMNTN_NO2_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,247474,NULL,NULL,NULL,NULL,
DMS_BLMNTN_NO2_CAPS_KV,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200373,NULL,NULL,NULL,
DMS_BLMNTN_NO2_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,247473,NULL,NULL,NULL,NULL,
DMS_BLMNTN_NO2_CAPS_SW,StateQ,NULL,NULL,SCEOIS,NULL,NULL,247472,NULL,NULL,NULL,NULL,
DMS_BLMNTN_NO3_CAPS_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,247479,NULL,NULL,NULL,NULL,
DMS_BLMNTN_NO3_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,247481,NULL,NULL,NULL,NULL,
DMS_BLMNTN_NO3_CAPS_KV,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,978,NULL,NULL,NULL,
DMS_BLMNTN_NO3_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,247480,NULL,NULL,NULL,NULL,
DMS_BLMNTN_NO4_BK_KV_BC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200283,NULL,NULL,NULL,
DMS_BLMNTN_NO4_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200281,NULL,NULL,NULL,
DMS_BLMNTN_NO4_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200280,NULL,NULL,NULL,
DMS_BLMNTN_NO4_CAPS_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,2508,NULL,NULL,NULL,NULL,
DMS_BLMNTN_NO4_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,2510,NULL,NULL,NULL,NULL,
DMS_BLMNTN_NO4_CAPS_KV,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,972,NULL,NULL,NULL,
DMS_BLMNTN_NO4_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,2509,NULL,NULL,NULL,NULL,
DMS_BLMNTN_REDBALL_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200325,NULL,NULL,NULL,
DMS_BLMNTN_SLOVER_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,247510,NULL,NULL,NULL,NULL,
DMS_BLMNTN_SLOVER_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200327,NULL,NULL,NULL,
DMS_BLMNTN_SLOVER_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200330,NULL,NULL,NULL,
DMS_BLMNTN_SLOVER_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,247511,NULL,NULL,NULL,NULL,
DMS_BLMNTN_SPIKE_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,247537,NULL,NULL,NULL,NULL,
DMS_BLMNTN_SPIKE_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200343,NULL,NULL,NULL,
DMS_BLMNTN_SPIKE_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200346,NULL,NULL,NULL,
DMS_BLMNTN_SPIKE_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,247538,NULL,NULL,NULL,NULL,
DMS_BLMNTN_STOCKCAR_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,10087,NULL,NULL,NULL,
DMS_BLMNTN_STREAMLNR_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,247569,NULL,NULL,NULL,NULL,
DMS_BLMNTN_STREAMLNR_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200363,NULL,NULL,NULL,
DMS_BLMNTN_STREAMLNR_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200366,NULL,NULL,NULL,
DMS_BLMNTN_STREAMLNR_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,247570,NULL,NULL,NULL,NULL,
DMS_BLMNTN_TENDER_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200335,NULL,NULL,NULL,
DMS_BLMNTN_TURNTABLE_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,247486,NULL,NULL,NULL,NULL,
DMS_BLMNTN_TURNTABLE_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200312,NULL,NULL,NULL,
DMS_BLMNTN_TURNTABLE_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200315,NULL,NULL,NULL,
DMS_BLMNTN_TURNTABLE_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,247487,NULL,NULL,NULL,NULL,
DMS_BLMNTN_WIGWAG_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,200320,NULL,NULL,NULL,
DMS_BLYTHECT_NO1_CAPS_KV,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,198320,NULL,NULL,NULL,
DMS_BOLSA_12KV_CAP_OB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174613,NULL,NULL,NULL,NULL,
DMS_BOLSA_12KV_OB_SEC_AB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174633,NULL,NULL,NULL,NULL,
DMS_BOLSA_12KV_OB_SEC_BC_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174634,NULL,NULL,NULL,NULL,
DMS_BOLSA_CANOE_12KV_LN_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174615,NULL,NULL,NULL,NULL,
DMS_BOLSA_CANOE_12KV_OB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174614,NULL,NULL,NULL,NULL,
DMS_BOLSA_CANOE_12KV_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174358,NULL,NULL,NULL,NULL,
DMS_BOLSA_CANOE_12KV_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174617,NULL,NULL,NULL,NULL,
DMS_BOLSA_CANOE_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174357,NULL,NULL,NULL,NULL,
DMS_BOLSA_CANOE_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118863,NULL,NULL,NULL,
DMS_BOLSA_CANOE_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118864,NULL,NULL,NULL,
DMS_BOLSA_CANOE_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118865,NULL,NULL,NULL,
DMS_BOLSA_CANOE_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118867,NULL,NULL,NULL,
DMS_BOLSA_CANOE_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,109555,NULL,NULL,NULL,
DMS_BOLSA_DINGY_12KV_LN_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174626,NULL,NULL,NULL,NULL,
DMS_BOLSA_DINGY_12KV_OB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174625,NULL,NULL,NULL,NULL,
DMS_BOLSA_DINGY_12KV_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174372,NULL,NULL,NULL,NULL,
DMS_BOLSA_DINGY_12KV_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174628,NULL,NULL,NULL,NULL,
DMS_BOLSA_DINGY_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174371,NULL,NULL,NULL,NULL,
DMS_BOLSA_DINGY_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118873,NULL,NULL,NULL,
DMS_BOLSA_DINGY_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118874,NULL,NULL,NULL,
DMS_BOLSA_DINGY_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118875,NULL,NULL,NULL,
DMS_BOLSA_DINGY_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118877,NULL,NULL,NULL,
DMS_BOLSA_DINGY_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,109557,NULL,NULL,NULL,
DMS_BOLSA_KETCH_12KV_LN_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174640,NULL,NULL,NULL,NULL,
DMS_BOLSA_KETCH_12KV_OB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174639,NULL,NULL,NULL,NULL,
DMS_BOLSA_KETCH_12KV_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174396,NULL,NULL,NULL,NULL,
DMS_BOLSA_KETCH_12KV_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174642,NULL,NULL,NULL,NULL,
DMS_BOLSA_KETCH_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174395,NULL,NULL,NULL,NULL,
DMS_BOLSA_KETCH_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118889,NULL,NULL,NULL,
DMS_BOLSA_KETCH_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118890,NULL,NULL,NULL,
DMS_BOLSA_KETCH_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118891,NULL,NULL,NULL,
DMS_BOLSA_KETCH_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118893,NULL,NULL,NULL,
DMS_BOLSA_KETCH_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,109559,NULL,NULL,NULL,
DMS_BOLSA_LAUNCH_12KV_LN_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174651,NULL,NULL,NULL,NULL,
DMS_BOLSA_LAUNCH_12KV_OB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174650,NULL,NULL,NULL,NULL,
DMS_BOLSA_LAUNCH_12KV_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174410,NULL,NULL,NULL,NULL,
DMS_BOLSA_LAUNCH_12KV_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174653,NULL,NULL,NULL,NULL,
DMS_BOLSA_LAUNCH_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174409,NULL,NULL,NULL,NULL,
DMS_BOLSA_LAUNCH_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118899,NULL,NULL,NULL,
DMS_BOLSA_LAUNCH_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118900,NULL,NULL,NULL,
DMS_BOLSA_LAUNCH_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118901,NULL,NULL,NULL,
DMS_BOLSA_LAUNCH_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118903,NULL,NULL,NULL,
DMS_BOLSA_LAUNCH_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,109561,NULL,NULL,NULL,
DMS_BOLSA_NO1_BK_12KV_BK_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174623,NULL,NULL,NULL,NULL,
DMS_BOLSA_NO1_BK_12KV_OB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174622,NULL,NULL,NULL,NULL,
DMS_BOLSA_NO1_BK_12KV_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174624,NULL,NULL,NULL,NULL,
DMS_BOLSA_NO1_BK_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118836,NULL,NULL,NULL,
DMS_BOLSA_NO1_BK_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118837,NULL,NULL,NULL,
DMS_BOLSA_NO1_BK_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118838,NULL,NULL,NULL,
DMS_BOLSA_NO1_BK_KV_AB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118843,NULL,NULL,NULL,
DMS_BOLSA_NO1_BK_KV_BC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118844,NULL,NULL,NULL,
DMS_BOLSA_NO1_BK_KV_CA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118845,NULL,NULL,NULL,
DMS_BOLSA_NO1_BK_LS_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174308,NULL,NULL,NULL,NULL,
DMS_BOLSA_NO1_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118842,NULL,NULL,NULL,
DMS_BOLSA_NO1_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118841,NULL,NULL,NULL,
DMS_BOLSA_NO1_CAPS_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174349,NULL,NULL,NULL,NULL,
DMS_BOLSA_NO1_CAPS_CONT,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174351,NULL,NULL,NULL,NULL,
DMS_BOLSA_NO1_CAPS_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118859,NULL,NULL,NULL,
DMS_BOLSA_NO1_CAPS_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118860,NULL,NULL,NULL,
DMS_BOLSA_NO1_CAPS_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118861,NULL,NULL,NULL,
DMS_BOLSA_NO1_CAPS_LO_RSET,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174350,NULL,NULL,NULL,NULL,
DMS_BOLSA_NO1_CAPS_VOLT,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118862,NULL,NULL,NULL,
DMS_BOLSA_NO2_BK_12KV_BK_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174648,NULL,NULL,NULL,NULL,
DMS_BOLSA_NO2_BK_12KV_OB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174647,NULL,NULL,NULL,NULL,
DMS_BOLSA_NO2_BK_12KV_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174649,NULL,NULL,NULL,NULL,
DMS_BOLSA_NO2_BK_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118847,NULL,NULL,NULL,
DMS_BOLSA_NO2_BK_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118848,NULL,NULL,NULL,
DMS_BOLSA_NO2_BK_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118849,NULL,NULL,NULL,
DMS_BOLSA_NO2_BK_KV_AB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118854,NULL,NULL,NULL,
DMS_BOLSA_NO2_BK_KV_BC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118855,NULL,NULL,NULL,
DMS_BOLSA_NO2_BK_KV_CA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118856,NULL,NULL,NULL,
DMS_BOLSA_NO2_BK_LS_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174329,NULL,NULL,NULL,NULL,
DMS_BOLSA_NO2_BK_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118853,NULL,NULL,NULL,
DMS_BOLSA_NO2_BK_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118852,NULL,NULL,NULL,
DMS_BOLSA_OUTRIGGER_12KV_REC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174403,NULL,NULL,NULL,NULL,
DMS_BOLSA_OUTRIGGER_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174402,NULL,NULL,NULL,NULL,
DMS_BOLSA_OUTRIGGER_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118894,NULL,NULL,NULL,
DMS_BOLSA_OUTRIGGER_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118895,NULL,NULL,NULL,
DMS_BOLSA_OUTRIGGER_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118896,NULL,NULL,NULL,
DMS_BOLSA_OUTRIGGER_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118898,NULL,NULL,NULL,
DMS_BOLSA_OUTRIGGER_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,109560,NULL,NULL,NULL,
DMS_BOLSA_OUTRIGR_12KV_LN_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174644,NULL,NULL,NULL,NULL,
DMS_BOLSA_OUTRIGR_12KV_OB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174643,NULL,NULL,NULL,NULL,
DMS_BOLSA_OUTRIGR_12KV_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174646,NULL,NULL,NULL,NULL,
DMS_BOLSA_SCOW_12KV_LN_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174619,NULL,NULL,NULL,NULL,
DMS_BOLSA_SCOW_12KV_OB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174618,NULL,NULL,NULL,NULL,
DMS_BOLSA_SCOW_12KV_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174621,NULL,NULL,NULL,NULL,
DMS_BOLSA_SCOW_CB,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174364,NULL,NULL,NULL,NULL,
DMS_BOLSA_SCOW_IA,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118868,NULL,NULL,NULL,
DMS_BOLSA_SCOW_IB,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118869,NULL,NULL,NULL,
DMS_BOLSA_SCOW_IC,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118870,NULL,NULL,NULL,
DMS_BOLSA_SCOW_MVAR,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,118872,NULL,NULL,NULL,
DMS_BOLSA_SCOW_MW,RealQ,NULL,NULL,SCEOIS,NULL,NULL,NULL,109556,NULL,NULL,NULL,
DMS_BOLSA_SKIFF_12KV_LN_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174630,NULL,NULL,NULL,NULL,
DMS_BOLSA_SKIFF_12KV_OB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174629,NULL,NULL,NULL,NULL,
DMS_BOLSA_SKIFF_12KV_TB_DSC,StateQ,NULL,NULL,SCEOIS,NULL,NULL,174632,NULL,NULL,NULL,NULL,
