BusNumber,BusName,PnaBus,PssBus,NspBus,VoltageBase,ExModelRetentionFlag,ExternalModelXref,VisibleBus,HighVoltageLimit1,LowVoltageLimit1,HighVoltageLimit2,LowVoltageLimit2,HighVoltageLimit3,LowVoltageLimit3,VoltConstraintSiWeightFactor,VoltConstraintHardnessFactor,CaCaseVoltConstraintHardFactor,VoltConstraintMonitorStatus,VoltConstraintEnforceStatus,VoltLimitMonitorCaCase,VoltLimitEnforceCaCase,VoltChangeHiLimit1,VoltChangeLowLimit1,VoltChangeHiLimit2,VoltChangeLowLimit2,VoltChangeHiLimit3,VoltChangeLowLimit3,VoltChngLimitSevWtCaCase,VoltChngLimitHardness,VoltChngLimitMonitor,VoltChngLimitEnforce,RegionOfInterest,AssetLabel,PseudoBus,ScheduleDataFlag,DmsTransformFlag,LayoutType,CommentText1,CommentText2,CommentText3,StationNumberRef,VoltageLimitAnalogPointRef,LimitNumber,HighDynLimit1,HighDynLimit2,HighDynLimit3,LowDynLimit1,LowDynLimit2,LowDynLimit3,VoltStandardDeviation,VoltCmeUsage,VoltOverrideStatus,VoltReplacementValue,VoltMeasurementSection,NetStatProcKvThresholdLimit,SetOrder1,VoltAnalogPointRef,SinglePhTransCurRef,SinglePhSubtransCurRef,ThreePhTransCurRef,ThreePhSubtransCurRef,AngleCmeUsage,AngleMeasurementSection,SetOrder2,AngleAnalogPointRef,StaticBusSplitIndicatorRef,
241,LIGHTHIPE 66,Yes,Yes,Yes,69,Retain,NULL,Yes,70.35,63.65,73.7,60.3,73.7,60.3,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,197,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1!1!1!1!1!1!1,Out!In/Out!In/Out!In/Out!In/Out!In/Out!In/Out!In/Out,Block!Normal!Normal!Normal!Normal!Normal!Normal!Normal,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,999!999!48!997!50!8!18!26,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,1!88!89!90!91!3393!3395!3396,104479!108192!108195!108194!108193!108169!108172!108175,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,Out!Out,999!997,1!2,300240!300241,NULL,
243,LIGHTHIPE 12,Yes,Yes,Yes,12,Retain,NULL,Yes,13.717,11.223,13.717,11.223,13.717,11.223,1,1,1,Off,Off,Off,Off,.3741,-.3741,.7482,-.7482,.7482,-.7482,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,197,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Out,Block,NULL,13,NULL,3392,108177,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
248,ALON 66,Yes,Yes,Yes,69,Retain,NULL,Yes,70.35,63.65,73.7,60.3,73.7,60.3,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,193,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Out,999,1,300242,NULL,
249,ASTRO 66,Yes,Yes,Yes,69,Retain,NULL,Yes,70.35,63.65,73.7,60.3,73.7,60.3,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,190,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
251,BULLIS 66,Yes,Yes,Yes,69,Retain,NULL,Yes,70.35,63.65,73.7,60.3,73.7,60.3,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,196,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
252,BULLIS 16,Yes,Yes,Yes,16,Retain,NULL,Yes,18.15,14.85,18.15,14.85,18.15,14.85,1,1,1,Off,Off,Off,Off,.495,-.495,.99,-.99,.99,-.99,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,196,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1!1,In/Out!In/Out,Normal!Normal,NULL!NULL,500!999,NULL!NULL,3303!3304,101418!101419,NULL!NULL,NULL!NULL,NULL!NULL,NULL!NULL,NULL,NULL,NULL,NULL,NULL,
253,BULLIS 4,Yes,Yes,Yes,4,Retain,NULL,Yes,4.785,3.915,4.785,3.915,4.785,3.915,1,1,1,Off,Off,Off,Off,.1305,-.1305,.261,-.261,.261,-.261,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,196,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,In/Out,Normal,NULL,4,NULL,1,101420,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
254,COMPTON 16,No,Yes,Yes,16,Retain,NULL,Yes,18.15,14.85,18.15,14.85,18.15,14.85,1,1,1,Off,Off,Off,Off,.495,-.495,.99,-.99,.99,-.99,1,1,Off,Off,UseStationFlag,NULL,No,Yes,No,NULL,NULL,NULL,NULL,204,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
255,COMPTON 4,No,Yes,Yes,4,Retain,NULL,Yes,4.796,3.924,4.796,3.924,4.796,3.924,1,1,1,Off,Off,Off,Off,.1308,-.1308,.2616,-.2616,.2616,-.2616,1,1,Off,Off,UseStationFlag,NULL,No,Yes,No,NULL,NULL,NULL,NULL,204,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
256,CARSON 66,Yes,Yes,Yes,69,Retain,NULL,Yes,70.35,63.65,73.7,60.3,73.7,60.3,1,1,1,On,On,On,On,2.07,-2.07,4.14,-4.14,4.14,-4.14,1,1,Off,Off,UseStationFlag,NULL,No,Yes,Yes,NULL,NULL,NULL,NULL,199,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
