ShuntNumber,ShuntName,PnaShunt,PssShunt,NspShunt,SectionNumber,Type,SusceptanceStepSize,SusceptanceAtMinBankOutput,SusceptanceAtMaxBankOutput,ConductanceAtMinBankOutput,ConductanceAtMaxBankOutput,LocalControlTuningFactor,ControlSectionNumber,HighControlLimit,LowControlLimit,MinShiftWeightFactor,MinShiftTarget,LocalControlStatus,OptimizationStatus,MwInversion,MwMeasOverrideStatus,MwReplacementValue,CmeMwUsage,MvInversion,MvMeasOverrideStatus,MvReplacementValue,CmeMvUsage,ControlDelay,FlaShuntZeroSeqSusc,FlaShuntZeroSeqCond,AssetLabel,DefaultMwSchedule,DefaultMvSchedule,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,CommentText1,CommentText2,CommentText3,ShuntResponseLeadTime,ShuntResponseRateOfIncrease,ShuntResponseRateOfDecrease,ConnectionStatusIndicatorRef,BusNumberRef,ControlBusNumberRef,MwTelemetryRef,MvTelemetryRef,MwStandardDeviation,MwInversionFlag,MwCmeUsage,MwOverrideStatus,Mw_ReplacementValue,SetOrder4,MwAnalogPointRef,MwCtBreakerRef,MvStandardDeviation,MvInversionFlag,MvCmeUsage,MvOverrideStatus,Mv_ReplacementValue,SetOrder5,MvAnalogPointRef,MvCtBreakerRef,AmpStandardDeviation,AmpInversionFlag,AmpCmeUsage,AmpOverrideStatus,Amp_ReplacementValue,SetOrder7,AmpAnalogPointRef,AmpCtBreakerRef,ShuntSwitchName,NormalControlSwitchState,NormalIsolatorSwitchState,DefaultControlSwitchState,DefaultIsolatorSwitchState,IsolatorScadaOpenState,IsolatorScadaCloseState,CntlBrkrScadaOpenState,CntlBrkrScadaCloseState,SetOrder8,ControlSwitchStatusTelemetryRef,IsolatorSwitchStatusTelemetryRef,ControlSwitchStateTransition,IsolatorSwitchStateTransition,HighMVArLimitRef,LowMVArLimitRef,LeadingMVArReservesRef,LaggingMVArReservesRef,ControlModeTelemetryRef,SinglePhTransCurRef,SinglePhSubtransCurRef,ThreePhTransCurRef,ThreePhSubtransCurRef,
27,ESTERO CAP 2,Yes,Yes,Yes,456,Fixed,14.4,0,14.4,0,0,1,999,72.45,66.93,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,14.4,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,730,730,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
296,SANTA CLARA CAP 1,Yes,Yes,Yes,141,Fixed,46.8,0,46.8,0,0,1,141,72.45,66.93,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,46.8,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,722,722,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,+,In/Out,Normal,NULL,1,61828,NULL,10,+,Out,Block,NULL,2927,70495,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
297,SANTA CLARA CAP 6A,Yes,Yes,Yes,197,Fixed,27,0,27,0,0,1,197,72.45,66.93,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,Derated to 27MVAR,0,27,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,722,722,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
298,SANTA CLARA CAP 6B,Yes,Yes,Yes,199,Fixed,28.8,0,28.8,0,0,1,199,72.45,66.93,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,28.8,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,722,722,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
299,SANTA CLARA CAP 2,Yes,Yes,Yes,200,Fixed,46.8,0,46.8,0,0,1,200,72.45,66.93,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,46.8,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,722,722,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,+,In/Out,Normal,NULL,2,61829,NULL,10,+,Out,Block,NULL,2928,64826,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
300,LEVY CAP 5,Yes,Yes,Yes,8,Fixed,10.8,0,10.8,0,0,1,8,72.45,66.93,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,10.8,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,734,734,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,+,In/Out,Block,NULL,230,66688,NULL,10,+,Out,Block,NULL,228,71296,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
301,SOMIS NO.1 CAP,No,Yes,Yes,110,Variable,4.5,0,4.5,0,0,1,110,16.8,15.52,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,4.5,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,329258,746,746,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,+,Out,Block,NULL,9183,64208,NULL,NO.1 16KV CAPACITOR CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,8,58250,NULL,1,NULL,NULL,NULL,NULL,NULL,58266,NULL,NULL,NULL,NULL,
552,CAMARILLO CAP 5A,Yes,Yes,Yes,903,Fixed,14.4,0,14.4,0,0,1,999,72.45,66.93,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,14.4,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,724,724,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
553,CAMARILLO CAP 5B,Yes,Yes,Yes,905,Fixed,14.4,0,14.4,0,0,1,999,72.45,66.93,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,14.4,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,724,724,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
713,PIERPONT NO.1 CAP,No,Yes,Yes,34,Variable,1.5,0,3,0,0,1,999,5,4,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,1.5,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,329263,2033,2033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,+,Out,Block,NULL,1,70868,NULL,NO.1 4KV CAPACITOR CB,Open,NULL,Open,NULL,NULL,NULL,1,NULL,1,74168,NULL,1,NULL,NULL,NULL,NULL,NULL,74170,NULL,NULL,NULL,NULL,
