PsaStationNumber,PsaStationName,PnaStation,PssStation,LogicalDisplayReference,RegionOfInterest,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,AssetLabel,DistrictNumberRef,
678,LINDSAY,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5317,44,
679,WOODVILLE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5333,44,
680,TULE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,2327,44,
681,TIPTON,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5327,44,
682,PORTERVILLE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5323,44,
683,BLISS,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5303,44,
684,SPRNGVIL_TAP,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,44,
685,SPRINGVILLE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5034,44,
686,BOXWOOD,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5351,44,
687,STRATHMORE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5325,44,
756,PGAE_TULE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,4131,44,
