PsaStationNumber,PsaStationName,PnaStation,PssStation,LogicalDisplayReference,RegionOfInterest,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,AssetLabel,DistrictNumberRef,
224,WINDSTAR_1,Yes,Yes,NULL,Inside,Yes,NULL,Yes,0105,53,
388,DESERT_FLOWER,Yes,Yes,NULL,Inside,Yes,NULL,Yes,0194,53,
527,RATTLESNAKE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,0187,53,
620,VINCENT,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5054,53,
720,ROSE_MEADOW,Yes,Yes,NULL,Inside,Yes,NULL,Yes,0113,53,
736,CPC_WEST,Yes,Yes,NULL,Inside,Yes,NULL,Yes,0106,53,
737,CPC_ALTA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,0253,53,
757,CPC_EAST,Yes,Yes,NULL,Inside,Yes,NULL,Yes,8374,53,
772,MANZANA,Yes,Yes,MANZANA,Inside,Yes,NULL,Yes,0115,53,
774,WHIRLWIND,Yes,Yes,NULL,Inside,Yes,NULL,Yes,8060,53,
801,HIGHWIND,Yes,Yes,NULL,Inside,Yes,NULL,Yes,8084,53,
834,SUNCREEK,Yes,Yes,NULL,Inside,Yes,NULL,Yes,0112,53,
835,MANDIBLE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,0116,53,
840,SOLAR_RANCH,Yes,Yes,NULL,Inside,Yes,NULL,Yes,0101,53,
841,SOLEIL,Yes,Yes,NULL,Inside,Yes,NULL,Yes,0138,53,
858,KINGBIRD,Yes,Yes,NULL,Inside,Yes,NULL,Yes,0131,53,
861,AVENUE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,0130,53,
945,ROY,Yes,Yes,NULL,Inside,Yes,NULL,Yes,0173,53,
952,ROY_TAP,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,53,
958,DESERT_STAR,Yes,Yes,NULL,Inside,Yes,NULL,Yes,0171,53,
961,GARLAND,Yes,Yes,NULL,Inside,Yes,NULL,Yes,0255,53,
971,TEDDY,Yes,Yes,NULL,Inside,Yes,NULL,Yes,0184,53,
987,AVALON_HYBRID,Yes,Yes,NULL,Inside,Yes,NULL,Yes,0221,53,
1143,BIGBEAU,Yes,Yes,NULL,Inside,No,NULL,No,0261,53,
